"","id","task","step","condition","known","p","item_selection","action","feedback","immediate_score","total_score","task_sec"
"69",2,7,9,"ll",0,0.2,"b","E","NA",500,3500,143.012
"70",2,7,10,"ll",0,0.2,"b","E","NA",500,4000,143.476
"71",3,1,1,"hl",0,0.8,"b-d","F","1",0,0,67.869
"72",3,1,2,"hl",0,0.8,"[bd]","E","NA",225,225,69.556
"73",3,1,3,"hl",0,0.8,"[bd]-a","F","1",0,225,71.745
"74",3,1,4,"hl",0,0.8,"[[bd]a]","E","NA",338,563,73.445
"75",3,1,5,"hl",0,0.8,"[[bd]a]-[bd]","F","1",0,563,75.915
"76",3,1,6,"hl",0,0.8,"[[[bd]a][bd]]","E","NA",507,1070,77.441
"77",3,1,7,"hl",0,0.8,"[[[bd]a][bd]]-d","F","1",0,1070,79.873
"78",3,1,8,"hl",0,0.8,"[[[[bd]a][bd]]d]","E","NA",761,1831,81.493
"79",3,1,9,"hl",0,0.8,"[[[[bd]a][bd]]d]-b","F","1",0,1831,84.209
"80",3,1,10,"hl",0,0.8,"[[[[[bd]a][bd]]d]b]","E","NA",1142,2973,86.289
"81",3,2,1,"hl",0,0.8,"b-c","F","1",0,0,93.799
"82",3,2,2,"hl",0,0.8,"[bc]","E","NA",225,225,95.451
"83",3,2,3,"hl",0,0.8,"[bc]-f","F","1",0,225,97.256
"84",3,2,4,"hl",0,0.8,"[[bc]f]","E","NA",338,563,98.646
"85",3,2,5,"hl",0,0.8,"[bc]-d","F","0",0,563,101.226
"86",3,2,6,"hl",0,0.8,"[[bc]f]-[bc]","F","1",0,563,103.819
"87",3,2,7,"hl",0,0.8,"[[[bc]f][bc]]","E","NA",507,1070,105.302
"88",3,2,8,"hl",0,0.8,"[[[bc]f][bc]]-c","F","1",0,1070,107.204
"89",3,2,9,"hl",0,0.8,"[[[[bc]f][bc]]c]","E","NA",761,1831,108.677
"90",3,2,10,"hl",0,0.8,"[[[[bc]f][bc]]c]","E","NA",761,2592,111.277
"91",3,3,1,"hl",0,0.8,"d-e","F","1",0,0,116.508
"92",3,3,2,"hl",0,0.8,"[de]","E","NA",225,225,117.959
"93",3,3,3,"hl",0,0.8,"b-e","F","1",0,225,119.826
"94",3,3,4,"hl",0,0.8,"[be]","E","NA",225,450,121.604
"95",3,3,5,"hl",0,0.8,"[be]-[de]","F","1",0,450,123.733
"96",3,3,6,"hl",0,0.8,"[[be][de]]","E","NA",338,788,125.326
"97",3,3,7,"hl",0,0.8,"[[be][de]]-c","F","1",0,788,127.092
"98",3,3,8,"hl",0,0.8,"[[[be][de]]c]","E","NA",507,1295,128.596
"99",3,3,9,"hl",0,0.8,"[[[be][de]]c]-[[be][de]]","F","1",0,1295,131.35
"100",3,3,10,"hl",0,0.8,"[[[[be][de]]c][[be][de]]]","E","NA",761,2056,132.751
"101",3,4,1,"hl",0,0.8,"c-e","F","0",0,0,138.053
"102",3,4,2,"hl",0,0.8,"b-c","F","1",0,0,139.984
"103",3,4,3,"hl",0,0.8,"[bc]","E","NA",225,225,141.858
"104",3,4,4,"hl",0,0.8,"[bc]-f","F","1",0,225,143.723
"105",3,4,5,"hl",0,0.8,"[[bc]f]","E","NA",338,563,145.625
"106",3,4,6,"hl",0,0.8,"[[bc]f]-[bc]","F","1",0,563,148.338
"107",3,4,7,"hl",0,0.8,"[[[bc]f][bc]]","E","NA",507,1070,149.886
"108",3,4,8,"hl",0,0.8,"[[[bc]f][bc]]-[[bc]f]","F","0",0,1070,152.02
"109",3,4,9,"hl",0,0.8,"[[[bc]f][bc]]-[bc]","F","1",0,1070,154.766
"110",3,4,10,"hl",0,0.8,"[[[[bc]f][bc]][bc]]","E","NA",761,1831,156.251
"111",3,5,1,"hl",0,0.8,"e-f","F","1",0,0,161.265
"112",3,5,2,"hl",0,0.8,"[ef]","E","NA",225,225,162.764
"113",3,5,3,"hl",0,0.8,"[ef]-b","F","1",0,225,164.474
"114",3,5,4,"hl",0,0.8,"[[ef]b]","E","NA",338,563,166.723
"115",3,5,5,"hl",0,0.8,"[[ef]b]-[ef]","F","0",0,563,168.428
"116",3,5,6,"hl",0,0.8,"[[ef]b]-b","F","1",0,563,170.441
"117",3,5,7,"hl",0,0.8,"[[[ef]b]b]","E","NA",507,1070,171.768
"118",3,5,8,"hl",0,0.8,"[[[ef]b]b]-[[ef]b]","F","1",0,1070,174.239
"119",3,5,9,"hl",0,0.8,"[[[[ef]b]b][[ef]b]]","E","NA",761,1831,175.733
"120",3,5,10,"hl",0,0.8,"[[[[ef]b]b][[ef]b]]","E","NA",761,2592,177.179
"121",3,6,1,"hl",0,0.8,"e-f","F","0",0,0,182.256
"122",3,6,2,"hl",0,0.8,"d-f","F","1",0,0,183.85
"123",3,6,3,"hl",0,0.8,"[df]","E","NA",225,225,185.341
"124",3,6,4,"hl",0,0.8,"[df]-c","F","1",0,225,186.993
"125",3,6,5,"hl",0,0.8,"[[df]c]","E","NA",338,563,188.335
"126",3,6,6,"hl",0,0.8,"[[df]c]-b","F","1",0,563,189.971
"127",3,6,7,"hl",0,0.8,"[[[df]c]b]","E","NA",507,1070,192.329
"128",3,6,8,"hl",0,0.8,"[[[df]c]b]-[[df]c]","F","1",0,1070,194.436
"129",3,6,9,"hl",0,0.8,"[[[[df]c]b][[df]c]]","E","NA",761,1831,196.027
"130",3,6,10,"hl",0,0.8,"[[[[df]c]b][[df]c]]","E","NA",761,2592,197.248
"131",3,7,1,"hl",0,0.8,"b-c","F","1",0,0,202.605
"132",3,7,2,"hl",0,0.8,"[bc]","E","NA",225,225,203.938
"133",3,7,3,"hl",0,0.8,"[bc]-d","F","0",0,225,205.719
"134",3,7,4,"hl",0,0.8,"[bc]-a","F","1",0,225,207.946
"135",3,7,5,"hl",0,0.8,"[[bc]a]","E","NA",338,563,209.624
"136",3,7,6,"hl",0,0.8,"[[bc]a]-[bc]","F","1",0,563,211.669
"137",3,7,7,"hl",0,0.8,"[[[bc]a][bc]]","E","NA",507,1070,213.014
"138",3,7,8,"hl",0,0.8,"[[[bc]a][bc]]-[[bc]a]","F","1",0,1070,214.712
"139",3,7,9,"hl",0,0.8,"[[[[bc]a][bc]][[bc]a]]","E","NA",761,1831,216.051
"140",3,7,10,"hl",0,0.8,"[[[[bc]a][bc]][[bc]a]]","E","NA",761,2592,217.282
"141",4,1,1,"hh",0,0.8,"a-f","F","1",0,0,83.678
"142",4,1,2,"hh",0,0.8,"[af]-a","F","1",0,0,86.815
"143",4,1,3,"hh",0,0.8,"[[af]a]-[af]","F","1",0,0,89.552
"144",4,1,4,"hh",0,0.8,"[[[af]a][af]]-[[af]a]","F","0",0,0,93.609
"145",4,1,5,"hh",0,0.8,"[[[af]a][af]]-[af]","F","1",0,0,96.76
"146",4,1,6,"hh",0,0.8,"[[[[af]a][af]][af]]","E","NA",81,81,98.597
"147",4,1,7,"hh",0,0.8,"[[[[af]a][af]][af]]-[[[af]a][af]]","F","1",0,81,100.85
"148",4,1,8,"hh",0,0.8,"[[[[[af]a][af]][af]][[[af]a][af]]]","E","NA",243,324,102.568
"149",4,1,9,"hh",0,0.8,"[[[[[af]a][af]][af]][[[af]a][af]]]-[[[[af]a][af]][af]]","F","1",0,324,104.938
"150",4,1,10,"hh",0,0.8,"[[[[[[af]a][af]][af]][[[af]a][af]]][[[[af]a][af]][af]]]-[[[[[af]a][af]][af]][[[af]a][af]]]","F","1",0,324,107.457
"151",4,2,1,"hh",0,0.8,"d-f","F","1",0,0,117.42
"152",4,2,2,"hh",0,0.8,"[df]-f","F","1",0,0,121.158
"153",4,2,3,"hh",0,0.8,"[[df]f]-[df]","F","1",0,0,123.444
"154",4,2,4,"hh",0,0.8,"[[[df]f][df]]-[[df]f]","F","1",0,0,125.83
"155",4,2,5,"hh",0,0.8,"[[[[df]f][df]][[df]f]]-[[[df]f][df]]","F","1",0,0,128.099
"156",4,2,6,"hh",0,0.8,"[[[[[df]f][df]][[df]f]][[[df]f][df]]]-[[[[df]f][df]][[df]f]]","F","1",0,0,130.353
"157",4,2,7,"hh",0,0.8,"[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]]","E","NA",729,729,132.105
"158",4,2,8,"hh",0,0.8,"[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]]-[[[[[df]f][df]][[df]f]][[[df]f][df]]]","F","1",0,729,134.407
"159",4,2,9,"hh",0,0.8,"[[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]][[[[[df]f][df]][[df]f]][[[df]f][df]]]]","E","NA",2187,2916,136.16
"160",4,2,10,"hh",0,0.8,"[[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]][[[[[df]f][df]][[df]f]][[[df]f][df]]]]-[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]]","F","1",0,2916,138.512
"161",4,3,1,"hh",0,0.8,"b-d","F","1",0,0,147.976
"162",4,3,2,"hh",0,0.8,"[bd]-d","F","1",0,0,151.181
"163",4,3,3,"hh",0,0.8,"[[bd]d]-[bd]","F","1",0,0,154.268
"164",4,3,4,"hh",0,0.8,"[[[bd]d][bd]]-[[bd]d]","F","1",0,0,156.504
"165",4,3,5,"hh",0,0.8,"[[[[bd]d][bd]][[bd]d]]-[[[bd]d][bd]]","F","1",0,0,158.824
"166",4,3,6,"hh",0,0.8,"[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]-[[[[bd]d][bd]][[bd]d]]","F","1",0,0,161.127
"167",4,3,7,"hh",0,0.8,"[[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]][[[[bd]d][bd]][[bd]d]]]","E","NA",729,729,162.729
"168",4,3,8,"hh",0,0.8,"[[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]][[[[bd]d][bd]][[bd]d]]]-[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]","F","1",0,729,165.483
"169",4,3,9,"hh",0,0.8,"[[[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]][[[[bd]d][bd]][[bd]d]]][[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]]","E","NA",2187,2916,167.151
"170",4,3,10,"hh",0,0.8,"[[[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]][[[[bd]d][bd]][[bd]d]]][[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]]-[[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]][[[[bd]d][bd]][[bd]d]]]","F","0",0,2916,169.507
"171",4,4,1,"hh",0,0.8,"e-f","F","1",0,0,179.018
"172",4,4,2,"hh",0,0.8,"[ef]-f","F","1",0,0,181.872
"173",4,4,3,"hh",0,0.8,"[[ef]f]-[ef]","F","1",0,0,184.041
"174",4,4,4,"hh",0,0.8,"[[[ef]f][ef]]-[[ef]f]","F","1",0,0,186.794
"175",4,4,5,"hh",0,0.8,"[[[[ef]f][ef]][[ef]f]]-[[[ef]f][ef]]","F","0",0,0,189.25
"176",4,4,6,"hh",0,0.8,"[[[[ef]f][ef]][[ef]f]]-[[ef]f]","F","1",0,0,193.319
"177",4,4,7,"hh",0,0.8,"[[[[[ef]f][ef]][[ef]f]][[ef]f]]","E","NA",243,243,195.071
"178",4,4,8,"hh",0,0.8,"[[[[[ef]f][ef]][[ef]f]][[ef]f]]-[[[[ef]f][ef]][[ef]f]]","F","1",0,243,197.258
"179",4,4,9,"hh",0,0.8,"[[[[[[ef]f][ef]][[ef]f]][[ef]f]][[[[ef]f][ef]][[ef]f]]]","E","NA",729,972,198.893
"180",4,4,10,"hh",0,0.8,"[[[[[[ef]f][ef]][[ef]f]][[ef]f]][[[[ef]f][ef]][[ef]f]]]-[[[[[ef]f][ef]][[ef]f]][[ef]f]]","F","1",0,972,201.33
"181",4,5,1,"hh",0,0.8,"c-f","F","1",0,0,207.822
"182",4,5,2,"hh",0,0.8,"[cf]","E","NA",3,3,209.74
"183",4,5,3,"hh",0,0.8,"[cf]-d","F","1",0,3,213.379
"184",4,5,4,"hh",0,0.8,"[[cf]d]-[cf]","F","1",0,3,216.65
"185",4,5,5,"hh",0,0.8,"[[[cf]d][cf]]-[[cf]d]","F","1",0,3,219.62
"186",4,5,6,"hh",0,0.8,"[[[[cf]d][cf]][[cf]d]]-[[[cf]d][cf]]","F","1",0,3,224.66
"187",4,5,7,"hh",0,0.8,"[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]-[[[[cf]d][cf]][[cf]d]]","F","0",0,3,229.118
"188",4,5,8,"hh",0,0.8,"[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]-[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]","F","1",0,3,234.072
"189",4,5,9,"hh",0,0.8,"[[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]][[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]]","E","NA",729,732,235.824
"190",4,5,10,"hh",0,0.8,"[[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]][[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]]-[[[[[cf]d][cf]][[cf]d]][[[cf]d][cf]]]","F","1",0,732,238.094
"191",4,6,1,"hh",0,0.8,"e-f","F","1",0,0,246.656
"192",4,6,2,"hh",0,0.8,"[ef]-f","F","0",0,0,248.843
"193",4,6,3,"hh",0,0.8,"[ef]-d","F","1",0,0,251.73
"194",4,6,4,"hh",0,0.8,"[[ef]d]-[ef]","F","1",0,0,254.149
"195",4,6,5,"hh",0,0.8,"[[[ef]d][ef]]-[[ef]d]","F","0",0,0,257.84
"196",4,6,6,"hh",0,0.8,"[[[ef]d][ef]]-[ef]","F","1",0,0,260.825
"197",4,6,7,"hh",0,0.8,"[[[[ef]d][ef]][ef]]","E","NA",81,81,262.344
"198",4,6,8,"hh",0,0.8,"[[[[ef]d][ef]][ef]]-[[[ef]d][ef]]","F","1",0,81,264.28
"199",4,6,9,"hh",0,0.8,"[[[[[ef]d][ef]][ef]][[[ef]d][ef]]]","E","NA",243,324,265.898
"200",4,6,10,"hh",0,0.8,"[[[[[ef]d][ef]][ef]][[[ef]d][ef]]]-[[[[ef]d][ef]][ef]]","F","1",0,324,268.234
"201",4,7,1,"hh",0,0.8,"e-f","F","1",0,0,274.277
"202",4,7,2,"hh",0,0.8,"[ef]-f","F","1",0,0,279.083
"203",4,7,3,"hh",0,0.8,"[[ef]f]-[[ef]f]","F","1",0,0,282.538
"204",4,7,4,"hh",0,0.8,"[[[ef]f][[ef]f]]-[[[ef]f][[ef]f]]","F","1",0,0,285.008
"205",4,7,5,"hh",0,0.8,"[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]-[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]","F","1",0,0,287.695
"206",4,7,6,"hh",0,0.8,"[[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]]-[[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]]","F","1",0,0,290.515
"207",4,7,7,"hh",0,0.8,"[[[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]][[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]]]-[[[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]][[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]]]","F","0",0,0,294.589
"208",4,7,8,"hh",0,0.8,"[[[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]][[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]]]","E","NA",729,729,297.858
"209",4,7,9,"hh",0,0.8,"[[[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]][[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]]]-[[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]]","F","1",0,729,301.246
"210",4,7,10,"hh",0,0.8,"[[[[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]][[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]]][[[[[ef]f][[ef]f]][[[ef]f][[ef]f]]][[[[ef]f][[ef]f]][[[ef]f][[ef]f]]]]]","E","NA",2187,2916,303.565
"211",5,1,1,"lh",0,0.2,"a-b","F","0",0,0,156.203
"212",5,1,2,"lh",0,0.2,"a-c","F","0",0,0,158.252
"213",5,1,3,"lh",0,0.2,"a-d","F","0",0,0,160.28
"214",5,1,4,"lh",0,0.2,"a-e","F","0",0,0,162.776
"215",5,1,5,"lh",0,0.2,"a-f","F","0",0,0,164.668
"216",5,1,6,"lh",0,0.2,"a","E","NA",150,150,166.294
"217",5,1,7,"lh",0,0.2,"a","E","NA",150,300,167.415
"218",5,1,8,"lh",0,0.2,"a","E","NA",150,450,168.351
"219",5,1,9,"lh",0,0.2,"a","E","NA",150,600,169.208
"220",5,1,10,"lh",0,0.2,"a","E","NA",150,750,170.106
"221",5,2,1,"lh",0,0.2,"a-b","F","0",0,0,178.736
"222",5,2,2,"lh",0,0.2,"a-c","F","0",0,0,181.524
"223",5,2,3,"lh",0,0.2,"a-d","F","0",0,0,184.266
"224",5,2,4,"lh",0,0.2,"a-e","F","1",0,0,188.89
"225",5,2,5,"lh",0,0.2,"[ae]","E","NA",450,450,191.273
"226",5,2,6,"lh",0,0.2,"[ae]","E","NA",450,900,193.196
"227",5,2,7,"lh",0,0.2,"[ae]","E","NA",450,1350,194.852
"228",5,2,8,"lh",0,0.2,"[ae]","E","NA",450,1800,196.944
"229",5,2,9,"lh",0,0.2,"[ae]","E","NA",450,2250,198.778
"230",5,2,10,"lh",0,0.2,"[ae]","E","NA",450,2700,200.462
"231",5,3,1,"lh",0,0.2,"a-b","F","0",0,0,213.109
"232",5,3,2,"lh",0,0.2,"a-c","F","0",0,0,215.48
"233",5,3,3,"lh",0,0.2,"a-d","F","0",0,0,217.603
"234",5,3,4,"lh",0,0.2,"a-e","F","0",0,0,221.241
"235",5,3,5,"lh",0,0.2,"a-f","F","0",0,0,223.315
"236",5,3,6,"lh",0,0.2,"e-f","F","0",0,0,225.357
"237",5,3,7,"lh",0,0.2,"d-e","F","1",0,0,227.255
"238",5,3,8,"lh",0,0.2,"[de]","E","NA",450,450,229.04
"239",5,3,9,"lh",0,0.2,"[de]","E","NA",450,900,231.094
"240",5,3,10,"lh",0,0.2,"[de]","E","NA",450,1350,232.658
"241",5,4,1,"lh",0,0.2,"a-b","F","0",0,0,241.475
"242",5,4,2,"lh",0,0.2,"a-c","F","0",0,0,244.921
"243",5,4,3,"lh",0,0.2,"a-d","F","1",0,0,247.539
"244",5,4,4,"lh",0,0.2,"[ad]","E","NA",450,450,249.971
"245",5,4,5,"lh",0,0.2,"[ad]","E","NA",450,900,251.826
"246",5,4,6,"lh",0,0.2,"[ad]","E","NA",450,1350,253.28
"247",5,4,7,"lh",0,0.2,"[ad]","E","NA",450,1800,254.676
"248",5,4,8,"lh",0,0.2,"[ad]","E","NA",450,2250,256.538
"249",5,4,9,"lh",0,0.2,"[ad]","E","NA",450,2700,258.333
"250",5,4,10,"lh",0,0.2,"[ad]","E","NA",450,3150,260.136
"251",5,5,1,"lh",0,0.2,"a-b","F","0",0,0,273.033
"252",5,5,2,"lh",0,0.2,"a-c","F","0",0,0,275.53
"253",5,5,3,"lh",0,0.2,"a-d","F","1",0,0,277.98
"254",5,5,4,"lh",0,0.2,"[ad]","E","NA",450,450,279.709
"255",5,5,5,"lh",0,0.2,"[ad]","E","NA",450,900,280.839
"256",5,5,6,"lh",0,0.2,"[ad]","E","NA",450,1350,282.674
"257",5,5,7,"lh",0,0.2,"[ad]","E","NA",450,1800,283.931
"258",5,5,8,"lh",0,0.2,"[ad]","E","NA",450,2250,285.109
"259",5,5,9,"lh",0,0.2,"[ad]","E","NA",450,2700,286.512
"260",5,5,10,"lh",0,0.2,"[ad]","E","NA",450,3150,287.898
"261",5,6,1,"lh",0,0.2,"a-b","F","1",0,0,297.351
"262",5,6,2,"lh",0,0.2,"[ab]","E","NA",450,450,299.06
"263",5,6,3,"lh",0,0.2,"[ab]","E","NA",450,900,300.468
"264",5,6,4,"lh",0,0.2,"[ab]","E","NA",450,1350,301.951
"265",5,6,5,"lh",0,0.2,"[ab]","E","NA",450,1800,303.105
"266",5,6,6,"lh",0,0.2,"[ab]","E","NA",450,2250,304.274
"267",5,6,7,"lh",0,0.2,"[ab]","E","NA",450,2700,306.443
"268",5,6,8,"lh",0,0.2,"[ab]","E","NA",450,3150,307.798
"269",5,6,9,"lh",0,0.2,"[ab]","E","NA",450,3600,309.616
"270",5,6,10,"lh",0,0.2,"[ab]","E","NA",450,4050,310.778
"271",5,7,1,"lh",0,0.2,"a-b","F","0",0,0,315.625
"272",5,7,2,"lh",0,0.2,"a-c","F","0",0,0,317.935
"273",5,7,3,"lh",0,0.2,"a-d","F","1",0,0,320.472
"274",5,7,4,"lh",0,0.2,"[ad]","E","NA",450,450,321.994
"275",5,7,5,"lh",0,0.2,"[ad]","E","NA",450,900,324.383
"276",5,7,6,"lh",0,0.2,"[ad]","E","NA",450,1350,326.147
"277",5,7,7,"lh",0,0.2,"[ad]","E","NA",450,1800,328.001
"278",5,7,8,"lh",0,0.2,"[ad]","E","NA",450,2250,329.922
"279",5,7,9,"lh",0,0.2,"[ad]","E","NA",450,2700,331.195
"280",5,7,10,"lh",0,0.2,"[ad]","E","NA",450,3150,332.204
"281",6,1,1,"lh",0,0.2,"a-b","F","0",0,0,85.018
"282",6,1,2,"lh",0,0.2,"b-c","F","0",0,0,87.117
"283",6,1,3,"lh",0,0.2,"c-d","F","1",0,0,89.384
"284",6,1,4,"lh",0,0.2,"[cd]-c","F","0",0,0,92.018
"285",6,1,5,"lh",0,0.2,"[cd]-f","F","0",0,0,94.4
"286",6,1,6,"lh",0,0.2,"[cd]-d","F","0",0,0,96.685
"287",6,1,7,"lh",0,0.2,"[cd]","E","NA",450,450,98.266
"288",6,1,8,"lh",0,0.2,"e-f","F","0",0,450,106.002
"289",6,1,9,"lh",0,0.2,"d-e","F","0",0,450,107.868
