"","task_id","step_id","p","w","item_selection","action","feedback","immediate_score","total_score","timestamp","prolific_id"
"29","t1",9,0.2,1.5,"a","E","NA",500,3500,1702480203706,"6518281be94831275dd1a9d0"
"30","t1",10,0.2,1.5,"a","E","NA",500,4000,1702480204294,"6518281be94831275dd1a9d0"
"31","t2",1,0.2,1.5,"b-d","F","0",0,0,1702480208349,"6518281be94831275dd1a9d0"
"32","t2",2,0.2,1.5,"a-e","F","0",0,0,1702480210259,"6518281be94831275dd1a9d0"
"33","t2",3,0.2,1.5,"a","E","NA",500,500,1702480211549,"6518281be94831275dd1a9d0"
"34","t2",4,0.2,1.5,"a","E","NA",500,1000,1702480212086,"6518281be94831275dd1a9d0"
"35","t2",5,0.2,1.5,"a","E","NA",500,1500,1702480212653,"6518281be94831275dd1a9d0"
"36","t2",6,0.2,1.5,"a","E","NA",500,2000,1702480213210,"6518281be94831275dd1a9d0"
"37","t2",7,0.2,1.5,"a","E","NA",500,2500,1702480213794,"6518281be94831275dd1a9d0"
"38","t2",8,0.2,1.5,"a","E","NA",500,3000,1702480214328,"6518281be94831275dd1a9d0"
"39","t2",9,0.2,1.5,"a","E","NA",500,3500,1702480214886,"6518281be94831275dd1a9d0"
"40","t2",10,0.2,1.5,"a","E","NA",500,4000,1702480215440,"6518281be94831275dd1a9d0"
"41","t3",1,0.2,1.5,"b-e","F","0",0,0,1702480219148,"6518281be94831275dd1a9d0"
"42","t3",2,0.2,1.5,"d-f","F","1",0,0,1702480221165,"6518281be94831275dd1a9d0"
"43","t3",3,0.2,1.5,"[df]","E","NA",750,750,1702480223136,"6518281be94831275dd1a9d0"
"44","t3",4,0.2,1.5,"[df]","E","NA",750,1500,1702480223958,"6518281be94831275dd1a9d0"
"45","t3",5,0.2,1.5,"[df]","E","NA",750,2250,1702480224714,"6518281be94831275dd1a9d0"
"46","t3",6,0.2,1.5,"[df]","E","NA",750,3000,1702480225537,"6518281be94831275dd1a9d0"
"47","t3",7,0.2,1.5,"[df]","E","NA",750,3750,1702480226267,"6518281be94831275dd1a9d0"
"48","t3",8,0.2,1.5,"[df]","E","NA",750,4500,1702480226978,"6518281be94831275dd1a9d0"
"49","t3",9,0.2,1.5,"[df]","E","NA",750,5250,1702480227789,"6518281be94831275dd1a9d0"
"50","t3",10,0.2,1.5,"[df]","E","NA",750,6000,1702480228598,"6518281be94831275dd1a9d0"
"51","t4",1,0.2,1.5,"c-f","F","0",0,0,1702480231980,"6518281be94831275dd1a9d0"
"52","t4",2,0.2,1.5,"b-c","F","0",0,0,1702480233773,"6518281be94831275dd1a9d0"
"53","t4",3,0.2,1.5,"a-e","F","0",0,0,1702480236082,"6518281be94831275dd1a9d0"
"54","t4",4,0.2,1.5,"b","E","NA",500,500,1702480238085,"6518281be94831275dd1a9d0"
"55","t4",5,0.2,1.5,"b","E","NA",500,1000,1702480238539,"6518281be94831275dd1a9d0"
"56","t4",6,0.2,1.5,"b","E","NA",500,1500,1702480239004,"6518281be94831275dd1a9d0"
"57","t4",7,0.2,1.5,"b","E","NA",500,2000,1702480239450,"6518281be94831275dd1a9d0"
"58","t4",8,0.2,1.5,"b","E","NA",500,2500,1702480239904,"6518281be94831275dd1a9d0"
"59","t4",9,0.2,1.5,"b","E","NA",500,3000,1702480240371,"6518281be94831275dd1a9d0"
"60","t4",10,0.2,1.5,"b","E","NA",500,3500,1702480240858,"6518281be94831275dd1a9d0"
"61","t5",1,0.2,1.5,"c-f","F","0",0,0,1702480244366,"6518281be94831275dd1a9d0"
"62","t5",2,0.2,1.5,"c-e","F","0",0,0,1702480245972,"6518281be94831275dd1a9d0"
"63","t5",3,0.2,1.5,"b","E","NA",500,500,1702480247051,"6518281be94831275dd1a9d0"
"64","t5",4,0.2,1.5,"b","E","NA",500,1000,1702480247506,"6518281be94831275dd1a9d0"
"65","t5",5,0.2,1.5,"b","E","NA",500,1500,1702480247960,"6518281be94831275dd1a9d0"
"66","t5",6,0.2,1.5,"b","E","NA",500,2000,1702480248726,"6518281be94831275dd1a9d0"
"67","t5",7,0.2,1.5,"b","E","NA",500,2500,1702480249201,"6518281be94831275dd1a9d0"
"68","t5",8,0.2,1.5,"b","E","NA",500,3000,1702480249658,"6518281be94831275dd1a9d0"
"69","t5",9,0.2,1.5,"b","E","NA",500,3500,1702480250128,"6518281be94831275dd1a9d0"
"70","t5",10,0.2,1.5,"b","E","NA",500,4000,1702480250646,"6518281be94831275dd1a9d0"
"71","t6",1,0.2,1.5,"b-d","F","0",0,0,1702480253999,"6518281be94831275dd1a9d0"
"72","t6",2,0.2,1.5,"a-d","F","0",0,0,1702480256120,"6518281be94831275dd1a9d0"
"73","t6",3,0.2,1.5,"c","E","NA",500,500,1702480257045,"6518281be94831275dd1a9d0"
"74","t6",4,0.2,1.5,"c","E","NA",500,1000,1702480257533,"6518281be94831275dd1a9d0"
"75","t6",5,0.2,1.5,"c","E","NA",500,1500,1702480258028,"6518281be94831275dd1a9d0"
"76","t6",6,0.2,1.5,"c","E","NA",500,2000,1702480258501,"6518281be94831275dd1a9d0"
"77","t6",7,0.2,1.5,"c","E","NA",500,2500,1702480259019,"6518281be94831275dd1a9d0"
"78","t6",8,0.2,1.5,"c","E","NA",500,3000,1702480259533,"6518281be94831275dd1a9d0"
"79","t6",9,0.2,1.5,"c","E","NA",500,3500,1702480260020,"6518281be94831275dd1a9d0"
"80","t6",10,0.2,1.5,"c","E","NA",500,4000,1702480260517,"6518281be94831275dd1a9d0"
"81","t7",1,0.2,1.5,"b-e","F","0",0,0,1702480263465,"6518281be94831275dd1a9d0"
"82","t7",2,0.2,1.5,"c-f","F","0",0,0,1702480265466,"6518281be94831275dd1a9d0"
"83","t7",3,0.2,1.5,"a","E","NA",500,500,1702480267083,"6518281be94831275dd1a9d0"
"84","t7",4,0.2,1.5,"b","E","NA",500,1000,1702480267518,"6518281be94831275dd1a9d0"
"85","t7",5,0.2,1.5,"b","E","NA",500,1500,1702480267943,"6518281be94831275dd1a9d0"
"86","t7",6,0.2,1.5,"b","E","NA",500,2000,1702480268424,"6518281be94831275dd1a9d0"
"87","t7",7,0.2,1.5,"b","E","NA",500,2500,1702480269629,"6518281be94831275dd1a9d0"
"88","t7",8,0.2,1.5,"b","E","NA",500,3000,1702480270098,"6518281be94831275dd1a9d0"
"89","t7",9,0.2,1.5,"b","E","NA",500,3500,1702480270515,"6518281be94831275dd1a9d0"
"90","t7",10,0.2,1.5,"b","E","NA",500,4000,1702480270979,"6518281be94831275dd1a9d0"
"91","p1",1,0.8,1.5,"a-e","F","1",0,0,1702480292522,"5c955b0b4f7c360016682425"
"92","p1",2,0.8,1.5,"[ae]","E","NA",225,225,1702480294506,"5c955b0b4f7c360016682425"
"93","p1",3,0.8,1.5,"b-d","F","1",0,225,1702480297088,"5c955b0b4f7c360016682425"
"94","p1",4,0.8,1.5,"[bd]","E","NA",225,450,1702480299207,"5c955b0b4f7c360016682425"
"95","p1",5,0.8,1.5,"[ae]-[bd]","F","0",0,450,1702480302416,"5c955b0b4f7c360016682425"
"96","p1",6,0.8,1.5,"[bd]-c","F","1",0,450,1702480304777,"5c955b0b4f7c360016682425"
"97","p1",7,0.8,1.5,"[[bd]c]","E","NA",338,788,1702480306734,"5c955b0b4f7c360016682425"
"98","p1",8,0.8,1.5,"[ae]-e","F","1",0,788,1702480310419,"5c955b0b4f7c360016682425"
"99","p1",9,0.8,1.5,"[[ae]e]","E","NA",338,1126,1702480312475,"5c955b0b4f7c360016682425"
"100","p1",10,0.8,1.5,"[[ae]e]-[[bd]c]","F","1",0,1126,1702480315078,"5c955b0b4f7c360016682425"
"101","p2",1,0.8,1.5,"c-f","F","1",0,0,1702480321300,"5c955b0b4f7c360016682425"
"102","p2",2,0.8,1.5,"[cf]","E","NA",225,225,1702480322849,"5c955b0b4f7c360016682425"
"103","p2",3,0.8,1.5,"b-f","F","0",0,225,1702480327148,"5c955b0b4f7c360016682425"
"104","p2",4,0.8,1.5,"[cf]-c","F","1",0,225,1702480330045,"5c955b0b4f7c360016682425"
"105","p2",5,0.8,1.5,"[[cf]c]","E","NA",338,563,1702480331736,"5c955b0b4f7c360016682425"
"106","p2",6,0.8,1.5,"[[cf]c]-[cf]","F","1",0,563,1702480334176,"5c955b0b4f7c360016682425"
"107","p2",7,0.8,1.5,"[[[cf]c][cf]]","E","NA",507,1070,1702480335698,"5c955b0b4f7c360016682425"
"108","p2",8,0.8,1.5,"[[[cf]c][cf]]-[cf]","F","1",0,1070,1702480340388,"5c955b0b4f7c360016682425"
"109","p2",9,0.8,1.5,"[[[[cf]c][cf]][cf]]","E","NA",761,1831,1702480341974,"5c955b0b4f7c360016682425"
"110","p2",10,0.8,1.5,"[[[[cf]c][cf]][cf]]-e","F","1",0,1831,1702480344751,"5c955b0b4f7c360016682425"
"111","t1",1,0.8,1.5,"b-d","F","1",0,0,1702480353838,"5c955b0b4f7c360016682425"
"112","t1",2,0.8,1.5,"[bd]","E","NA",225,225,1702480355525,"5c955b0b4f7c360016682425"
"113","t1",3,0.8,1.5,"[bd]-a","F","1",0,225,1702480357714,"5c955b0b4f7c360016682425"
"114","t1",4,0.8,1.5,"[[bd]a]","E","NA",338,563,1702480359414,"5c955b0b4f7c360016682425"
"115","t1",5,0.8,1.5,"[[bd]a]-[bd]","F","1",0,563,1702480361884,"5c955b0b4f7c360016682425"
"116","t1",6,0.8,1.5,"[[[bd]a][bd]]","E","NA",507,1070,1702480363410,"5c955b0b4f7c360016682425"
"117","t1",7,0.8,1.5,"[[[bd]a][bd]]-d","F","1",0,1070,1702480365842,"5c955b0b4f7c360016682425"
"118","t1",8,0.8,1.5,"[[[[bd]a][bd]]d]","E","NA",761,1831,1702480367462,"5c955b0b4f7c360016682425"
"119","t1",9,0.8,1.5,"[[[[bd]a][bd]]d]-b","F","1",0,1831,1702480370178,"5c955b0b4f7c360016682425"
"120","t1",10,0.8,1.5,"[[[[[bd]a][bd]]d]b]","E","NA",1142,2973,1702480372258,"5c955b0b4f7c360016682425"
"121","t2",1,0.8,1.5,"b-c","F","1",0,0,1702480379768,"5c955b0b4f7c360016682425"
"122","t2",2,0.8,1.5,"[bc]","E","NA",225,225,1702480381420,"5c955b0b4f7c360016682425"
"123","t2",3,0.8,1.5,"[bc]-f","F","1",0,225,1702480383225,"5c955b0b4f7c360016682425"
"124","t2",4,0.8,1.5,"[[bc]f]","E","NA",338,563,1702480384615,"5c955b0b4f7c360016682425"
"125","t2",5,0.8,1.5,"[bc]-d","F","0",0,563,1702480387195,"5c955b0b4f7c360016682425"
"126","t2",6,0.8,1.5,"[[bc]f]-[bc]","F","1",0,563,1702480389788,"5c955b0b4f7c360016682425"
"127","t2",7,0.8,1.5,"[[[bc]f][bc]]","E","NA",507,1070,1702480391271,"5c955b0b4f7c360016682425"
"128","t2",8,0.8,1.5,"[[[bc]f][bc]]-c","F","1",0,1070,1702480393173,"5c955b0b4f7c360016682425"
"129","t2",9,0.8,1.5,"[[[[bc]f][bc]]c]","E","NA",761,1831,1702480394646,"5c955b0b4f7c360016682425"
"130","t2",10,0.8,1.5,"[[[[bc]f][bc]]c]","E","NA",761,2592,1702480397246,"5c955b0b4f7c360016682425"
"131","t3",1,0.8,1.5,"d-e","F","1",0,0,1702480402477,"5c955b0b4f7c360016682425"
"132","t3",2,0.8,1.5,"[de]","E","NA",225,225,1702480403928,"5c955b0b4f7c360016682425"
"133","t3",3,0.8,1.5,"b-e","F","1",0,225,1702480405795,"5c955b0b4f7c360016682425"
"134","t3",4,0.8,1.5,"[be]","E","NA",225,450,1702480407573,"5c955b0b4f7c360016682425"
"135","t3",5,0.8,1.5,"[be]-[de]","F","1",0,450,1702480409702,"5c955b0b4f7c360016682425"
"136","t3",6,0.8,1.5,"[[be][de]]","E","NA",338,788,1702480411295,"5c955b0b4f7c360016682425"
"137","t3",7,0.8,1.5,"[[be][de]]-c","F","1",0,788,1702480413061,"5c955b0b4f7c360016682425"
"138","t3",8,0.8,1.5,"[[[be][de]]c]","E","NA",507,1295,1702480414565,"5c955b0b4f7c360016682425"
"139","t3",9,0.8,1.5,"[[[be][de]]c]-[[be][de]]","F","1",0,1295,1702480417319,"5c955b0b4f7c360016682425"
"140","t3",10,0.8,1.5,"[[[[be][de]]c][[be][de]]]","E","NA",761,2056,1702480418720,"5c955b0b4f7c360016682425"
"141","t4",1,0.8,1.5,"c-e","F","0",0,0,1702480424022,"5c955b0b4f7c360016682425"
"142","t4",2,0.8,1.5,"b-c","F","1",0,0,1702480425953,"5c955b0b4f7c360016682425"
"143","t4",3,0.8,1.5,"[bc]","E","NA",225,225,1702480427827,"5c955b0b4f7c360016682425"
"144","t4",4,0.8,1.5,"[bc]-f","F","1",0,225,1702480429692,"5c955b0b4f7c360016682425"
"145","t4",5,0.8,1.5,"[[bc]f]","E","NA",338,563,1702480431594,"5c955b0b4f7c360016682425"
"146","t4",6,0.8,1.5,"[[bc]f]-[bc]","F","1",0,563,1702480434307,"5c955b0b4f7c360016682425"
"147","t4",7,0.8,1.5,"[[[bc]f][bc]]","E","NA",507,1070,1702480435855,"5c955b0b4f7c360016682425"
"148","t4",8,0.8,1.5,"[[[bc]f][bc]]-[[bc]f]","F","0",0,1070,1702480437989,"5c955b0b4f7c360016682425"
"149","t4",9,0.8,1.5,"[[[bc]f][bc]]-[bc]","F","1",0,1070,1702480440735,"5c955b0b4f7c360016682425"
"150","t4",10,0.8,1.5,"[[[[bc]f][bc]][bc]]","E","NA",761,1831,1702480442220,"5c955b0b4f7c360016682425"
"151","t5",1,0.8,1.5,"e-f","F","1",0,0,1702480447234,"5c955b0b4f7c360016682425"
"152","t5",2,0.8,1.5,"[ef]","E","NA",225,225,1702480448733,"5c955b0b4f7c360016682425"
"153","t5",3,0.8,1.5,"[ef]-b","F","1",0,225,1702480450443,"5c955b0b4f7c360016682425"
"154","t5",4,0.8,1.5,"[[ef]b]","E","NA",338,563,1702480452692,"5c955b0b4f7c360016682425"
"155","t5",5,0.8,1.5,"[[ef]b]-[ef]","F","0",0,563,1702480454397,"5c955b0b4f7c360016682425"
"156","t5",6,0.8,1.5,"[[ef]b]-b","F","1",0,563,1702480456410,"5c955b0b4f7c360016682425"
"157","t5",7,0.8,1.5,"[[[ef]b]b]","E","NA",507,1070,1702480457737,"5c955b0b4f7c360016682425"
"158","t5",8,0.8,1.5,"[[[ef]b]b]-[[ef]b]","F","1",0,1070,1702480460208,"5c955b0b4f7c360016682425"
"159","t5",9,0.8,1.5,"[[[[ef]b]b][[ef]b]]","E","NA",761,1831,1702480461702,"5c955b0b4f7c360016682425"
"160","t5",10,0.8,1.5,"[[[[ef]b]b][[ef]b]]","E","NA",761,2592,1702480463148,"5c955b0b4f7c360016682425"
"161","t6",1,0.8,1.5,"e-f","F","0",0,0,1702480468225,"5c955b0b4f7c360016682425"
"162","t6",2,0.8,1.5,"d-f","F","1",0,0,1702480469819,"5c955b0b4f7c360016682425"
"163","t6",3,0.8,1.5,"[df]","E","NA",225,225,1702480471310,"5c955b0b4f7c360016682425"
"164","t6",4,0.8,1.5,"[df]-c","F","1",0,225,1702480472962,"5c955b0b4f7c360016682425"
"165","t6",5,0.8,1.5,"[[df]c]","E","NA",338,563,1702480474304,"5c955b0b4f7c360016682425"
"166","t6",6,0.8,1.5,"[[df]c]-b","F","1",0,563,1702480475940,"5c955b0b4f7c360016682425"
"167","t6",7,0.8,1.5,"[[[df]c]b]","E","NA",507,1070,1702480478298,"5c955b0b4f7c360016682425"
"168","t6",8,0.8,1.5,"[[[df]c]b]-[[df]c]","F","1",0,1070,1702480480405,"5c955b0b4f7c360016682425"
"169","t6",9,0.8,1.5,"[[[[df]c]b][[df]c]]","E","NA",761,1831,1702480481996,"5c955b0b4f7c360016682425"
"170","t6",10,0.8,1.5,"[[[[df]c]b][[df]c]]","E","NA",761,2592,1702480483217,"5c955b0b4f7c360016682425"
"171","t7",1,0.8,1.5,"b-c","F","1",0,0,1702480488574,"5c955b0b4f7c360016682425"
"172","t7",2,0.8,1.5,"[bc]","E","NA",225,225,1702480489907,"5c955b0b4f7c360016682425"
"173","t7",3,0.8,1.5,"[bc]-d","F","0",0,225,1702480491688,"5c955b0b4f7c360016682425"
"174","t7",4,0.8,1.5,"[bc]-a","F","1",0,225,1702480493915,"5c955b0b4f7c360016682425"
"175","t7",5,0.8,1.5,"[[bc]a]","E","NA",338,563,1702480495593,"5c955b0b4f7c360016682425"
"176","t7",6,0.8,1.5,"[[bc]a]-[bc]","F","1",0,563,1702480497638,"5c955b0b4f7c360016682425"
"177","t7",7,0.8,1.5,"[[[bc]a][bc]]","E","NA",507,1070,1702480498983,"5c955b0b4f7c360016682425"
"178","t7",8,0.8,1.5,"[[[bc]a][bc]]-[[bc]a]","F","1",0,1070,1702480500681,"5c955b0b4f7c360016682425"
"179","t7",9,0.8,1.5,"[[[[bc]a][bc]][[bc]a]]","E","NA",761,1831,1702480502020,"5c955b0b4f7c360016682425"
"180","t7",10,0.8,1.5,"[[[[bc]a][bc]][[bc]a]]","E","NA",761,2592,1702480503251,"5c955b0b4f7c360016682425"
"181","p1",1,0.8,3,"a-b","F","1",0,0,1702480257632,"5b991099d78992000184033b"
"182","p1",2,0.8,3,"[ab]","E","NA",3,3,1702480261937,"5b991099d78992000184033b"
"183","p1",3,0.8,3,"b-d","F","1",0,3,1702480265726,"5b991099d78992000184033b"
"184","p1",4,0.8,3,"[ab]-[bd]","F","1",0,3,1702480269815,"5b991099d78992000184033b"
"185","p1",5,0.8,3,"[[ab][bd]]","E","NA",9,12,1702480272385,"5b991099d78992000184033b"
"186","p1",6,0.8,3,"[ab]-d","F","0",0,12,1702480276157,"5b991099d78992000184033b"
"187","p1",7,0.8,3,"[[ab][bd]]-[ab]","F","1",0,12,1702480283099,"5b991099d78992000184033b"
"188","p1",8,0.8,3,"[[[ab][bd]][ab]]","E","NA",27,39,1702480285569,"5b991099d78992000184033b"
"189","p1",9,0.8,3,"[[[ab][bd]][ab]]-[bd]","F","1",0,39,1702480289541,"5b991099d78992000184033b"
"190","p1",10,0.8,3,"[[[[ab][bd]][ab]][bd]]","E","NA",81,120,1702480291444,"5b991099d78992000184033b"
"191","p2",1,0.8,3,"a-b","F","0",0,0,1702480299656,"5b991099d78992000184033b"
"192","p2",2,0.8,3,"b-d","F","1",0,0,1702480302776,"5b991099d78992000184033b"
"193","p2",3,0.8,3,"[bd]-a","F","1",0,0,1702480305713,"5b991099d78992000184033b"
"194","p2",4,0.8,3,"[[bd]a]-[bd]","F","1",0,0,1702480308584,"5b991099d78992000184033b"
"195","p2",5,0.8,3,"[[[bd]a][bd]]-[[bd]a]","F","1",0,0,1702480311838,"5b991099d78992000184033b"
"196","p2",6,0.8,3,"[[[[bd]a][bd]][[bd]a]]-[[[bd]a][bd]]","F","1",0,0,1702480314442,"5b991099d78992000184033b"
"197","p2",7,0.8,3,"[[[[[bd]a][bd]][[bd]a]][[[bd]a][bd]]]-[[[[bd]a][bd]][[bd]a]]","F","1",0,0,1702480317228,"5b991099d78992000184033b"
"198","p2",8,0.8,3,"[[[[[[bd]a][bd]][[bd]a]][[[bd]a][bd]]][[[[bd]a][bd]][[bd]a]]]","E","NA",729,729,1702480319380,"5b991099d78992000184033b"
"199","p2",9,0.8,3,"[[[[[[bd]a][bd]][[bd]a]][[[bd]a][bd]]][[[[bd]a][bd]][[bd]a]]]-[[[[[bd]a][bd]][[bd]a]][[[bd]a][bd]]]","F","1",0,729,1702480322184,"5b991099d78992000184033b"
"200","p2",10,0.8,3,"[[[[[[[bd]a][bd]][[bd]a]][[[bd]a][bd]]][[[[bd]a][bd]][[bd]a]]][[[[[bd]a][bd]][[bd]a]][[[bd]a][bd]]]]-[[[[[[[bd]a][bd]][[bd]a]][[[bd]a][bd]]][[[[bd]a][bd]][[bd]a]]][[[[[bd]a][bd]][[bd]a]][[[bd]a][bd]]]]","F","1",0,729,1702480325639,"5b991099d78992000184033b"
"201","t1",1,0.8,3,"a-f","F","1",0,0,1702480337038,"5b991099d78992000184033b"
"202","t1",2,0.8,3,"[af]-a","F","1",0,0,1702480340175,"5b991099d78992000184033b"
"203","t1",3,0.8,3,"[[af]a]-[af]","F","1",0,0,1702480342912,"5b991099d78992000184033b"
"204","t1",4,0.8,3,"[[[af]a][af]]-[[af]a]","F","0",0,0,1702480346969,"5b991099d78992000184033b"
"205","t1",5,0.8,3,"[[[af]a][af]]-[af]","F","1",0,0,1702480350120,"5b991099d78992000184033b"
"206","t1",6,0.8,3,"[[[[af]a][af]][af]]","E","NA",81,81,1702480351957,"5b991099d78992000184033b"
"207","t1",7,0.8,3,"[[[[af]a][af]][af]]-[[[af]a][af]]","F","1",0,81,1702480354210,"5b991099d78992000184033b"
"208","t1",8,0.8,3,"[[[[[af]a][af]][af]][[[af]a][af]]]","E","NA",243,324,1702480355928,"5b991099d78992000184033b"
"209","t1",9,0.8,3,"[[[[[af]a][af]][af]][[[af]a][af]]]-[[[[af]a][af]][af]]","F","1",0,324,1702480358298,"5b991099d78992000184033b"
"210","t1",10,0.8,3,"[[[[[[af]a][af]][af]][[[af]a][af]]][[[[af]a][af]][af]]]-[[[[[af]a][af]][af]][[[af]a][af]]]","F","1",0,324,1702480360817,"5b991099d78992000184033b"
"211","t2",1,0.8,3,"d-f","F","1",0,0,1702480370780,"5b991099d78992000184033b"
"212","t2",2,0.8,3,"[df]-f","F","1",0,0,1702480374518,"5b991099d78992000184033b"
"213","t2",3,0.8,3,"[[df]f]-[df]","F","1",0,0,1702480376804,"5b991099d78992000184033b"
"214","t2",4,0.8,3,"[[[df]f][df]]-[[df]f]","F","1",0,0,1702480379190,"5b991099d78992000184033b"
"215","t2",5,0.8,3,"[[[[df]f][df]][[df]f]]-[[[df]f][df]]","F","1",0,0,1702480381459,"5b991099d78992000184033b"
"216","t2",6,0.8,3,"[[[[[df]f][df]][[df]f]][[[df]f][df]]]-[[[[df]f][df]][[df]f]]","F","1",0,0,1702480383713,"5b991099d78992000184033b"
"217","t2",7,0.8,3,"[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]]","E","NA",729,729,1702480385465,"5b991099d78992000184033b"
"218","t2",8,0.8,3,"[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]]-[[[[[df]f][df]][[df]f]][[[df]f][df]]]","F","1",0,729,1702480387767,"5b991099d78992000184033b"
"219","t2",9,0.8,3,"[[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]][[[[[df]f][df]][[df]f]][[[df]f][df]]]]","E","NA",2187,2916,1702480389520,"5b991099d78992000184033b"
"220","t2",10,0.8,3,"[[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]][[[[[df]f][df]][[df]f]][[[df]f][df]]]]-[[[[[[df]f][df]][[df]f]][[[df]f][df]]][[[[df]f][df]][[df]f]]]","F","1",0,2916,1702480391872,"5b991099d78992000184033b"
"221","t3",1,0.8,3,"b-d","F","1",0,0,1702480401336,"5b991099d78992000184033b"
"222","t3",2,0.8,3,"[bd]-d","F","1",0,0,1702480404541,"5b991099d78992000184033b"
"223","t3",3,0.8,3,"[[bd]d]-[bd]","F","1",0,0,1702480407628,"5b991099d78992000184033b"
"224","t3",4,0.8,3,"[[[bd]d][bd]]-[[bd]d]","F","1",0,0,1702480409864,"5b991099d78992000184033b"
"225","t3",5,0.8,3,"[[[[bd]d][bd]][[bd]d]]-[[[bd]d][bd]]","F","1",0,0,1702480412184,"5b991099d78992000184033b"
"226","t3",6,0.8,3,"[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]-[[[[bd]d][bd]][[bd]d]]","F","1",0,0,1702480414487,"5b991099d78992000184033b"
"227","t3",7,0.8,3,"[[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]][[[[bd]d][bd]][[bd]d]]]","E","NA",729,729,1702480416089,"5b991099d78992000184033b"
"228","t3",8,0.8,3,"[[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]][[[[bd]d][bd]][[bd]d]]]-[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]","F","1",0,729,1702480418843,"5b991099d78992000184033b"
"229","t3",9,0.8,3,"[[[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]][[[[bd]d][bd]][[bd]d]]][[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]]","E","NA",2187,2916,1702480420511,"5b991099d78992000184033b"
