"","task_id","step_id","p","w","item_selection","action","feedback","immediate_score","total_score","timestamp","prolific_id"
"32","t2",2,0.8,1.5,"[aa]-[aa]","F","1",0,0,1701184377058,"574fe6b5cac74a000654223f"
"33","t2",3,0.8,1.5,"[[aa][aa]]-[[aa][aa]]","F","1",0,0,1701184380178,"574fe6b5cac74a000654223f"
"34","t2",4,0.8,1.5,"[[[aa][aa]][[aa][aa]]]-[[[aa][aa]][[aa][aa]]]","F","1",0,0,1701184383738,"574fe6b5cac74a000654223f"
"35","t2",5,0.8,1.5,"[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]-[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]","F","1",0,0,1701184386331,"574fe6b5cac74a000654223f"
"36","t2",6,0.8,1.5,"[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]-[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]","F","0",0,0,1701184388714,"574fe6b5cac74a000654223f"
"37","t2",7,0.8,1.5,"[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]","E","NA",1142,1142,1701184391531,"574fe6b5cac74a000654223f"
"38","t2",8,0.8,1.5,"[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]","E","NA",1142,2284,1701184392818,"574fe6b5cac74a000654223f"
"39","t2",9,0.8,1.5,"[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]","E","NA",1142,3426,1701184394106,"574fe6b5cac74a000654223f"
"40","t2",10,0.8,1.5,"[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]","E","NA",1142,4568,1701184395554,"574fe6b5cac74a000654223f"
"41","t3",1,0.8,1.5,"a-a","F","1",0,0,1701184401874,"574fe6b5cac74a000654223f"
"42","t3",2,0.8,1.5,"[aa]-[aa]","F","0",0,0,1701184404498,"574fe6b5cac74a000654223f"
"43","t3",3,0.8,1.5,"a-b","F","0",0,0,1701184408714,"574fe6b5cac74a000654223f"
"44","t3",4,0.8,1.5,"c-c","F","0",0,0,1701184411498,"574fe6b5cac74a000654223f"
"45","t3",5,0.8,1.5,"b-e","F","1",0,0,1701184418531,"574fe6b5cac74a000654223f"
"46","t3",6,0.8,1.5,"[be]-[be]","F","1",0,0,1701184421298,"574fe6b5cac74a000654223f"
"47","t3",7,0.8,1.5,"[[be][be]]-[[be][be]]","F","1",0,0,1701184424339,"574fe6b5cac74a000654223f"
"48","t3",8,0.8,1.5,"[[[be][be]][[be][be]]]","E","NA",507,507,1701184427074,"574fe6b5cac74a000654223f"
"49","t3",9,0.8,1.5,"[[[be][be]][[be][be]]]","E","NA",507,1014,1701184428162,"574fe6b5cac74a000654223f"
"50","t3",10,0.8,1.5,"[[[be][be]][[be][be]]]","E","NA",507,1521,1701184429683,"574fe6b5cac74a000654223f"
"51","t4",1,0.8,1.5,"a-a","F","1",0,0,1701184435346,"574fe6b5cac74a000654223f"
"52","t4",2,0.8,1.5,"[aa]-[aa]","F","1",0,0,1701184437482,"574fe6b5cac74a000654223f"
"53","t4",3,0.8,1.5,"[[aa][aa]]-[[aa][aa]]","F","0",0,0,1701184439947,"574fe6b5cac74a000654223f"
"54","t4",4,0.8,1.5,"[[aa][aa]]-[aa]","F","0",0,0,1701184443139,"574fe6b5cac74a000654223f"
"55","t4",5,0.8,1.5,"[[aa][aa]]-a","F","1",0,0,1701184445754,"574fe6b5cac74a000654223f"
"56","t4",6,0.8,1.5,"[[[aa][aa]]a]-[[[aa][aa]]a]","F","1",0,0,1701184448281,"574fe6b5cac74a000654223f"
"57","t4",7,0.8,1.5,"[[[[aa][aa]]a][[[aa][aa]]a]]","E","NA",761,761,1701184450537,"574fe6b5cac74a000654223f"
"58","t4",8,0.8,1.5,"[[[[aa][aa]]a][[[aa][aa]]a]]","E","NA",761,1522,1701184451697,"574fe6b5cac74a000654223f"
"59","t4",9,0.8,1.5,"[[[[aa][aa]]a][[[aa][aa]]a]]","E","NA",761,2283,1701184452802,"574fe6b5cac74a000654223f"
"60","t4",10,0.8,1.5,"[[[[aa][aa]]a][[[aa][aa]]a]]","E","NA",761,3044,1701184453899,"574fe6b5cac74a000654223f"
"61","t5",1,0.8,1.5,"a-a","F","1",0,0,1701184466689,"574fe6b5cac74a000654223f"
"62","t5",2,0.8,1.5,"[aa]-[aa]","F","0",0,0,1701184468889,"574fe6b5cac74a000654223f"
"63","t5",3,0.8,1.5,"[aa]-a","F","1",0,0,1701184471683,"574fe6b5cac74a000654223f"
"64","t5",4,0.8,1.5,"[[aa]a]-[[aa]a]","F","1",0,0,1701184475017,"574fe6b5cac74a000654223f"
"65","t5",5,0.8,1.5,"[[[aa]a][[aa]a]]-[[[aa]a][[aa]a]]","F","1",0,0,1701184477897,"574fe6b5cac74a000654223f"
"66","t5",6,0.8,1.5,"[[[[aa]a][[aa]a]][[[aa]a][[aa]a]]]-[[[[aa]a][[aa]a]][[[aa]a][[aa]a]]]","F","1",0,0,1701184480402,"574fe6b5cac74a000654223f"
"67","t5",7,0.8,1.5,"[[[[[aa]a][[aa]a]][[[aa]a][[aa]a]]][[[[aa]a][[aa]a]][[[aa]a][[aa]a]]]]","E","NA",1142,1142,1701184482161,"574fe6b5cac74a000654223f"
"68","t5",8,0.8,1.5,"[[[[[aa]a][[aa]a]][[[aa]a][[aa]a]]][[[[aa]a][[aa]a]][[[aa]a][[aa]a]]]]","E","NA",1142,2284,1701184483329,"574fe6b5cac74a000654223f"
"69","t5",9,0.8,1.5,"[[[[[aa]a][[aa]a]][[[aa]a][[aa]a]]][[[[aa]a][[aa]a]][[[aa]a][[aa]a]]]]","E","NA",1142,3426,1701184484625,"574fe6b5cac74a000654223f"
"70","t5",10,0.8,1.5,"[[[[[aa]a][[aa]a]][[[aa]a][[aa]a]]][[[[aa]a][[aa]a]][[[aa]a][[aa]a]]]]","E","NA",1142,4568,1701184485723,"574fe6b5cac74a000654223f"
"71","t6",1,0.8,1.5,"a-a","F","1",0,0,1701184490241,"574fe6b5cac74a000654223f"
"72","t6",2,0.8,1.5,"[aa]-[aa]","F","1",0,0,1701184492362,"574fe6b5cac74a000654223f"
"73","t6",3,0.8,1.5,"[[aa][aa]]-[[aa][aa]]","F","1",0,0,1701184494857,"574fe6b5cac74a000654223f"
"74","t6",4,0.8,1.5,"[[[aa][aa]][[aa][aa]]]-[[[aa][aa]][[aa][aa]]]","F","1",0,0,1701184497249,"574fe6b5cac74a000654223f"
"75","t6",5,0.8,1.5,"[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]-[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]","F","1",0,0,1701184499345,"574fe6b5cac74a000654223f"
"76","t6",6,0.8,1.5,"[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]-[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]","F","1",0,0,1701184502369,"574fe6b5cac74a000654223f"
"77","t6",7,0.8,1.5,"[[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]][[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]]","E","NA",1713,1713,1701184505114,"574fe6b5cac74a000654223f"
"78","t6",8,0.8,1.5,"[[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]][[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]]","E","NA",1713,3426,1701184506562,"574fe6b5cac74a000654223f"
"79","t6",9,0.8,1.5,"[[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]][[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]]","E","NA",1713,5139,1701184507917,"574fe6b5cac74a000654223f"
"80","t6",10,0.8,1.5,"[[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]][[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]]]","E","NA",1713,6852,1701184509530,"574fe6b5cac74a000654223f"
"81","t7",1,0.8,1.5,"a-a","F","1",0,0,1701184514547,"574fe6b5cac74a000654223f"
"82","t7",2,0.8,1.5,"[aa]-[aa]","F","1",0,0,1701184516730,"574fe6b5cac74a000654223f"
"83","t7",3,0.8,1.5,"[[aa][aa]]-[[aa][aa]]","F","1",0,0,1701184518674,"574fe6b5cac74a000654223f"
"84","t7",4,0.8,1.5,"[[[aa][aa]][[aa][aa]]]-[[[aa][aa]][[aa][aa]]]","F","1",0,0,1701184520466,"574fe6b5cac74a000654223f"
"85","t7",5,0.8,1.5,"[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]-[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]","F","0",0,0,1701184522210,"574fe6b5cac74a000654223f"
"86","t7",6,0.8,1.5,"[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]]-[[[aa][aa]][[aa][aa]]]","F","1",0,0,1701184524852,"574fe6b5cac74a000654223f"
"87","t7",7,0.8,1.5,"[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[aa][aa]][[aa][aa]]]]-[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[aa][aa]][[aa][aa]]]]","F","1",0,0,1701184530723,"574fe6b5cac74a000654223f"
"88","t7",8,0.8,1.5,"[[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[aa][aa]][[aa][aa]]]][[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[aa][aa]][[aa][aa]]]]]","E","NA",1713,1713,1701184532770,"574fe6b5cac74a000654223f"
"89","t7",9,0.8,1.5,"[[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[aa][aa]][[aa][aa]]]][[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[aa][aa]][[aa][aa]]]]]","E","NA",1713,3426,1701184535554,"574fe6b5cac74a000654223f"
"90","t7",10,0.8,1.5,"[[[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[aa][aa]][[aa][aa]]]][[[[[aa][aa]][[aa][aa]]][[[aa][aa]][[aa][aa]]]][[[aa][aa]][[aa][aa]]]]]","E","NA",1713,5139,1701184537090,"574fe6b5cac74a000654223f"
"91","p1",1,0.2,1.5,"e-f","F","0",0,0,1701184532992,"6489f0c7254b85ac21c38538"
"92","p1",2,0.2,1.5,"a-d","F","0",0,0,1701184537903,"6489f0c7254b85ac21c38538"
"93","p1",3,0.2,1.5,"c-f","F","0",0,0,1701184542973,"6489f0c7254b85ac21c38538"
"94","p1",4,0.2,1.5,"b-f","F","0",0,0,1701184546228,"6489f0c7254b85ac21c38538"
"95","p1",5,0.2,1.5,"a-f","F","0",0,0,1701184550220,"6489f0c7254b85ac21c38538"
"96","p1",6,0.2,1.5,"d-e","F","0",0,0,1701184556022,"6489f0c7254b85ac21c38538"
"97","p1",7,0.2,1.5,"b-e","F","0",0,0,1701184561288,"6489f0c7254b85ac21c38538"
"98","p1",8,0.2,1.5,"a-e","F","0",0,0,1701184565313,"6489f0c7254b85ac21c38538"
"99","p1",9,0.2,1.5,"c-d","F","1",0,0,1701184567773,"6489f0c7254b85ac21c38538"
"100","p1",10,0.2,1.5,"[cd]","E","NA",750,750,1701184570954,"6489f0c7254b85ac21c38538"
"101","p2",1,0.2,1.5,"a-e","F","0",0,0,1701184579010,"6489f0c7254b85ac21c38538"
"102","p2",2,0.2,1.5,"c-d","F","0",0,0,1701184581300,"6489f0c7254b85ac21c38538"
"103","p2",3,0.2,1.5,"b-d","F","0",0,0,1701184583650,"6489f0c7254b85ac21c38538"
"104","p2",4,0.2,1.5,"a-d","F","1",0,0,1701184586243,"6489f0c7254b85ac21c38538"
"105","p2",5,0.2,1.5,"[ad]","E","NA",750,750,1701184588756,"6489f0c7254b85ac21c38538"
"106","p2",6,0.2,1.5,"[ad]","E","NA",750,1500,1701184590157,"6489f0c7254b85ac21c38538"
"107","p2",7,0.2,1.5,"[ad]","E","NA",750,2250,1701184591833,"6489f0c7254b85ac21c38538"
"108","p2",8,0.2,1.5,"[ad]","E","NA",750,3000,1701184593491,"6489f0c7254b85ac21c38538"
"109","p2",9,0.2,1.5,"[ad]","E","NA",750,3750,1701184595566,"6489f0c7254b85ac21c38538"
"110","p2",10,0.2,1.5,"[ad]","E","NA",750,4500,1701184598834,"6489f0c7254b85ac21c38538"
"111","t1",1,0.2,1.5,"a","E","NA",500,500,1701184621941,"6489f0c7254b85ac21c38538"
"112","t1",2,0.2,1.5,"a","E","NA",500,1000,1701184624648,"6489f0c7254b85ac21c38538"
"113","t1",3,0.2,1.5,"a","E","NA",500,1500,1701184626369,"6489f0c7254b85ac21c38538"
"114","t1",4,0.2,1.5,"a","E","NA",500,2000,1701184628204,"6489f0c7254b85ac21c38538"
"115","t1",5,0.2,1.5,"a","E","NA",500,2500,1701184629861,"6489f0c7254b85ac21c38538"
"116","t1",6,0.2,1.5,"a","E","NA",500,3000,1701184631387,"6489f0c7254b85ac21c38538"
"117","t1",7,0.2,1.5,"a","E","NA",500,3500,1701184632912,"6489f0c7254b85ac21c38538"
"118","t1",8,0.2,1.5,"a","E","NA",500,4000,1701184634486,"6489f0c7254b85ac21c38538"
"119","t1",9,0.2,1.5,"a","E","NA",500,4500,1701184635963,"6489f0c7254b85ac21c38538"
"120","t1",10,0.2,1.5,"a","E","NA",500,5000,1701184637683,"6489f0c7254b85ac21c38538"
"121","t2",1,0.2,1.5,"a-d","F","0",0,0,1701184650060,"6489f0c7254b85ac21c38538"
"122","t2",2,0.2,1.5,"a-c","F","0",0,0,1701184653237,"6489f0c7254b85ac21c38538"
"123","t2",3,0.2,1.5,"a-e","F","0",0,0,1701184656002,"6489f0c7254b85ac21c38538"
"124","t2",4,0.2,1.5,"a-b","F","1",0,0,1701184658503,"6489f0c7254b85ac21c38538"
"125","t2",5,0.2,1.5,"[ab]","E","NA",750,750,1701184661686,"6489f0c7254b85ac21c38538"
"126","t2",6,0.2,1.5,"[ab]","E","NA",750,1500,1701184663546,"6489f0c7254b85ac21c38538"
"127","t2",7,0.2,1.5,"[ab]","E","NA",750,2250,1701184665105,"6489f0c7254b85ac21c38538"
"128","t2",8,0.2,1.5,"[ab]","E","NA",750,3000,1701184667130,"6489f0c7254b85ac21c38538"
"129","t2",9,0.2,1.5,"[ab]","E","NA",750,3750,1701184669337,"6489f0c7254b85ac21c38538"
"130","t2",10,0.2,1.5,"[ab]","E","NA",750,4500,1701184671139,"6489f0c7254b85ac21c38538"
"131","t3",1,0.2,1.5,"a-f","F","0",0,0,1701184682834,"6489f0c7254b85ac21c38538"
"132","t3",2,0.2,1.5,"b-e","F","0",0,0,1701184686045,"6489f0c7254b85ac21c38538"
"133","t3",3,0.2,1.5,"c-d","F","0",0,0,1701184690054,"6489f0c7254b85ac21c38538"
"134","t3",4,0.2,1.5,"a","E","NA",500,500,1701184692106,"6489f0c7254b85ac21c38538"
"135","t3",5,0.2,1.5,"a","E","NA",500,1000,1701184693501,"6489f0c7254b85ac21c38538"
"136","t3",6,0.2,1.5,"a","E","NA",500,1500,1701184695388,"6489f0c7254b85ac21c38538"
"137","t3",7,0.2,1.5,"a","E","NA",500,2000,1701184696843,"6489f0c7254b85ac21c38538"
"138","t3",8,0.2,1.5,"a","E","NA",500,2500,1701184698466,"6489f0c7254b85ac21c38538"
"139","t3",9,0.2,1.5,"a","E","NA",500,3000,1701184700117,"6489f0c7254b85ac21c38538"
"140","t3",10,0.2,1.5,"a","E","NA",500,3500,1701184701751,"6489f0c7254b85ac21c38538"
"141","t4",1,0.2,1.5,"b-f","F","0",0,0,1701184709794,"6489f0c7254b85ac21c38538"
"142","t4",2,0.2,1.5,"c-d","F","0",0,0,1701184712478,"6489f0c7254b85ac21c38538"
"143","t4",3,0.2,1.5,"a-e","F","0",0,0,1701184715582,"6489f0c7254b85ac21c38538"
"144","t4",4,0.2,1.5,"a","E","NA",500,500,1701184718148,"6489f0c7254b85ac21c38538"
"145","t4",5,0.2,1.5,"a","E","NA",500,1000,1701184719479,"6489f0c7254b85ac21c38538"
"146","t4",6,0.2,1.5,"a","E","NA",500,1500,1701184720749,"6489f0c7254b85ac21c38538"
"147","t4",7,0.2,1.5,"a","E","NA",500,2000,1701184722826,"6489f0c7254b85ac21c38538"
"148","t4",8,0.2,1.5,"a","E","NA",500,2500,1701184724139,"6489f0c7254b85ac21c38538"
"149","t4",9,0.2,1.5,"a","E","NA",500,3000,1701184725528,"6489f0c7254b85ac21c38538"
"150","t4",10,0.2,1.5,"a","E","NA",500,3500,1701184727256,"6489f0c7254b85ac21c38538"
"151","t5",1,0.2,1.5,"b-e","F","0",0,0,1701184734177,"6489f0c7254b85ac21c38538"
"152","t5",2,0.2,1.5,"a-d","F","0",0,0,1701184737265,"6489f0c7254b85ac21c38538"
"153","t5",3,0.2,1.5,"c-f","F","0",0,0,1701184740281,"6489f0c7254b85ac21c38538"
"154","t5",4,0.2,1.5,"a","E","NA",500,500,1701184742171,"6489f0c7254b85ac21c38538"
"155","t5",5,0.2,1.5,"a","E","NA",500,1000,1701184743318,"6489f0c7254b85ac21c38538"
"156","t5",6,0.2,1.5,"a","E","NA",500,1500,1701184744487,"6489f0c7254b85ac21c38538"
"157","t5",7,0.2,1.5,"a","E","NA",500,2000,1701184746312,"6489f0c7254b85ac21c38538"
"158","t5",8,0.2,1.5,"a","E","NA",500,2500,1701184747573,"6489f0c7254b85ac21c38538"
"159","t5",9,0.2,1.5,"a","E","NA",500,3000,1701184748968,"6489f0c7254b85ac21c38538"
"160","t5",10,0.2,1.5,"a","E","NA",500,3500,1701184750190,"6489f0c7254b85ac21c38538"
"161","t6",1,0.2,1.5,"c-f","F","0",0,0,1701184756332,"6489f0c7254b85ac21c38538"
"162","t6",2,0.2,1.5,"c-e","F","0",0,0,1701184758904,"6489f0c7254b85ac21c38538"
"163","t6",3,0.2,1.5,"c-d","F","0",0,0,1701184761530,"6489f0c7254b85ac21c38538"
"164","t6",4,0.2,1.5,"b-c","F","0",0,0,1701184765208,"6489f0c7254b85ac21c38538"
"165","t6",5,0.2,1.5,"a-b","F","0",0,0,1701184767776,"6489f0c7254b85ac21c38538"
"166","t6",6,0.2,1.5,"a-d","F","1",0,0,1701184771292,"6489f0c7254b85ac21c38538"
"167","t6",7,0.2,1.5,"[ad]-f","F","1",0,0,1701184774442,"6489f0c7254b85ac21c38538"
"168","t6",8,0.2,1.5,"[[ad]f]","E","NA",1125,1125,1701184777592,"6489f0c7254b85ac21c38538"
"169","t6",9,0.2,1.5,"[[ad]f]","E","NA",1125,2250,1701184779356,"6489f0c7254b85ac21c38538"
"170","t6",10,0.2,1.5,"[[ad]f]","E","NA",1125,3375,1701184781179,"6489f0c7254b85ac21c38538"
"171","t7",1,0.2,1.5,"a-d","F","0",0,0,1701184791646,"6489f0c7254b85ac21c38538"
"172","t7",2,0.2,1.5,"a","E","NA",500,500,1701184793750,"6489f0c7254b85ac21c38538"
"173","t7",3,0.2,1.5,"a","E","NA",500,1000,1701184795152,"6489f0c7254b85ac21c38538"
"174","t7",4,0.2,1.5,"a","E","NA",500,1500,1701184796391,"6489f0c7254b85ac21c38538"
"175","t7",5,0.2,1.5,"a","E","NA",500,2000,1701184797621,"6489f0c7254b85ac21c38538"
"176","t7",6,0.2,1.5,"a","E","NA",500,2500,1701184798963,"6489f0c7254b85ac21c38538"
"177","t7",7,0.2,1.5,"a","E","NA",500,3000,1701184800174,"6489f0c7254b85ac21c38538"
"178","t7",8,0.2,1.5,"a","E","NA",500,3500,1701184801439,"6489f0c7254b85ac21c38538"
"179","t7",9,0.2,1.5,"a","E","NA",500,4000,1701184802703,"6489f0c7254b85ac21c38538"
"180","t7",10,0.2,1.5,"a","E","NA",500,4500,1701184803980,"6489f0c7254b85ac21c38538"
"181","p1",1,0.2,3,"a-b","F","0",0,0,1701184617355,"5ed6c1c29e50c21348065f98"
"182","p1",2,0.2,3,"a-c","F","0",0,0,1701184620252,"5ed6c1c29e50c21348065f98"
"183","p1",3,0.2,3,"a-f","F","0",0,0,1701184622542,"5ed6c1c29e50c21348065f98"
"184","p1",4,0.2,3,"a-d","F","0",0,0,1701184624138,"5ed6c1c29e50c21348065f98"
"185","p1",5,0.2,3,"a-e","F","0",0,0,1701184625849,"5ed6c1c29e50c21348065f98"
"186","p1",6,0.2,3,"b-c","F","1",0,0,1701184629714,"5ed6c1c29e50c21348065f98"
"187","p1",7,0.2,3,"[bc]-a","F","0",0,0,1701184633291,"5ed6c1c29e50c21348065f98"
