"","task_id","step_id","p","w","item_selection","action","feedback","immediate_score","total_score","timestamp","prolific_id"
"31","t2",1,0.8,2,"d-f","F","0",0,0,1698243200190,"614f697a16e2e5759e1f4b3e"
"32","t2",2,0.8,2,"b-e","F","1",0,0,1698243203339,"614f697a16e2e5759e1f4b3e"
"33","t2",3,0.8,2,"[be]","E","NA",10,10,1698243205272,"614f697a16e2e5759e1f4b3e"
"34","t2",4,0.8,2,"[be]","E","NA",10,20,1698243206472,"614f697a16e2e5759e1f4b3e"
"35","t2",5,0.8,2,"[be]","E","NA",10,30,1698243207708,"614f697a16e2e5759e1f4b3e"
"36","t2",6,0.8,2,"[be]","E","NA",10,40,1698243208755,"614f697a16e2e5759e1f4b3e"
"37","t2",7,0.8,2,"[be]","E","NA",10,50,1698243210055,"614f697a16e2e5759e1f4b3e"
"38","t2",8,0.8,2,"[be]","E","NA",10,60,1698243211255,"614f697a16e2e5759e1f4b3e"
"39","t2",9,0.8,2,"[be]","E","NA",10,70,1698243212355,"614f697a16e2e5759e1f4b3e"
"40","t2",10,0.8,2,"[be]","E","NA",10,80,1698243213406,"614f697a16e2e5759e1f4b3e"
"41","t3",1,0.8,2,"b-e","F","1",0,0,1698243217939,"614f697a16e2e5759e1f4b3e"
"42","t3",2,0.8,2,"[be]","E","NA",10,10,1698243219641,"614f697a16e2e5759e1f4b3e"
"43","t3",3,0.8,2,"[be]","E","NA",10,20,1698243220556,"614f697a16e2e5759e1f4b3e"
"44","t3",4,0.8,2,"[be]","E","NA",10,30,1698243221555,"614f697a16e2e5759e1f4b3e"
"45","t3",5,0.8,2,"[be]","E","NA",10,40,1698243222422,"614f697a16e2e5759e1f4b3e"
"46","t3",6,0.8,2,"[be]","E","NA",10,50,1698243223340,"614f697a16e2e5759e1f4b3e"
"47","t3",7,0.8,2,"[be]","E","NA",10,60,1698243224272,"614f697a16e2e5759e1f4b3e"
"48","t3",8,0.8,2,"[be]","E","NA",10,70,1698243225239,"614f697a16e2e5759e1f4b3e"
"49","t3",9,0.8,2,"[be]","E","NA",10,80,1698243226555,"614f697a16e2e5759e1f4b3e"
"50","t3",10,0.8,2,"[be]","E","NA",10,90,1698243228009,"614f697a16e2e5759e1f4b3e"
"51","t4",1,0.8,2,"b-e","F","1",0,0,1698243233089,"614f697a16e2e5759e1f4b3e"
"52","t4",2,0.8,2,"[be]","E","NA",10,10,1698243234655,"614f697a16e2e5759e1f4b3e"
"53","t4",3,0.8,2,"[be]","E","NA",10,20,1698243235721,"614f697a16e2e5759e1f4b3e"
"54","t4",4,0.8,2,"[be]","E","NA",10,30,1698243236971,"614f697a16e2e5759e1f4b3e"
"55","t4",5,0.8,2,"[be]","E","NA",10,40,1698243238022,"614f697a16e2e5759e1f4b3e"
"56","t4",6,0.8,2,"[be]","E","NA",10,50,1698243239124,"614f697a16e2e5759e1f4b3e"
"57","t4",7,0.8,2,"[be]","E","NA",10,60,1698243240039,"614f697a16e2e5759e1f4b3e"
"58","t4",8,0.8,2,"[be]","E","NA",10,70,1698243241137,"614f697a16e2e5759e1f4b3e"
"59","t4",9,0.8,2,"[be]","E","NA",10,80,1698243242122,"614f697a16e2e5759e1f4b3e"
"60","t4",10,0.8,2,"[be]","E","NA",10,90,1698243243606,"614f697a16e2e5759e1f4b3e"
"61","t5",1,0.8,2,"b-e","F","0",0,0,1698243249139,"614f697a16e2e5759e1f4b3e"
"62","t5",2,0.8,2,"d-f","F","1",0,0,1698243251539,"614f697a16e2e5759e1f4b3e"
"63","t5",3,0.8,2,"[df]","E","NA",10,10,1698243252972,"614f697a16e2e5759e1f4b3e"
"64","t5",4,0.8,2,"[df]","E","NA",10,20,1698243253939,"614f697a16e2e5759e1f4b3e"
"65","t5",5,0.8,2,"[df]","E","NA",10,30,1698243254888,"614f697a16e2e5759e1f4b3e"
"66","t5",6,0.8,2,"[df]","E","NA",10,40,1698243255889,"614f697a16e2e5759e1f4b3e"
"67","t5",7,0.8,2,"[df]","E","NA",10,50,1698243256955,"614f697a16e2e5759e1f4b3e"
"68","t5",8,0.8,2,"[df]","E","NA",10,60,1698243258139,"614f697a16e2e5759e1f4b3e"
"69","t5",9,0.8,2,"[df]","E","NA",10,70,1698243259671,"614f697a16e2e5759e1f4b3e"
"70","t5",10,0.8,2,"[df]","E","NA",10,80,1698243260689,"614f697a16e2e5759e1f4b3e"
"71","t6",1,0.8,2,"a-f","F","1",0,0,1698243266488,"614f697a16e2e5759e1f4b3e"
"72","t6",2,0.8,2,"[af]","E","NA",10,10,1698243267872,"614f697a16e2e5759e1f4b3e"
"73","t6",3,0.8,2,"[af]","E","NA",10,20,1698243269922,"614f697a16e2e5759e1f4b3e"
"74","t6",4,0.8,2,"[af]","E","NA",10,30,1698243270938,"614f697a16e2e5759e1f4b3e"
"75","t6",5,0.8,2,"[af]","E","NA",10,40,1698243271805,"614f697a16e2e5759e1f4b3e"
"76","t6",6,0.8,2,"[af]","E","NA",10,50,1698243272738,"614f697a16e2e5759e1f4b3e"
"77","t6",7,0.8,2,"[af]","E","NA",10,60,1698243273737,"614f697a16e2e5759e1f4b3e"
"78","t6",8,0.8,2,"[af]","E","NA",10,70,1698243274774,"614f697a16e2e5759e1f4b3e"
"79","t6",9,0.8,2,"[af]","E","NA",10,80,1698243276005,"614f697a16e2e5759e1f4b3e"
"80","t6",10,0.8,2,"[af]","E","NA",10,90,1698243276906,"614f697a16e2e5759e1f4b3e"
"81","p1",1,0.4,2,"a","E","NA",50,50,1698243536692,"5b1e462988ee7400012b35ec"
"82","p1",2,0.4,2,"a-c","F","1",0,50,1698243539024,"5b1e462988ee7400012b35ec"
"83","p1",3,0.4,2,"[ac]-a","F","1",0,50,1698243541272,"5b1e462988ee7400012b35ec"
"84","p1",4,0.4,2,"[[ac]a]","E","NA",200,250,1698243542836,"5b1e462988ee7400012b35ec"
"85","p1",5,0.4,2,"[ac]","E","NA",100,350,1698243544740,"5b1e462988ee7400012b35ec"
"86","p1",6,0.4,2,"a-b","F","0",0,350,1698243547428,"5b1e462988ee7400012b35ec"
"87","p1",7,0.4,2,"a-d","F","0",0,350,1698243550148,"5b1e462988ee7400012b35ec"
"88","p1",8,0.4,2,"a-e","F","1",0,350,1698243552160,"5b1e462988ee7400012b35ec"
"89","p1",9,0.4,2,"[[ac]a]-[ae]","F","0",0,350,1698243554812,"5b1e462988ee7400012b35ec"
"90","p1",10,0.4,2,"[[ac]a]-[ac]","F","1",0,350,1698243558556,"5b1e462988ee7400012b35ec"
"91","p2",1,0.4,2,"a-e","F","0",0,0,1698243565440,"5b1e462988ee7400012b35ec"
"92","p2",2,0.4,2,"f","E","NA",50,50,1698243567243,"5b1e462988ee7400012b35ec"
"93","p2",3,0.4,2,"c","E","NA",50,100,1698243568848,"5b1e462988ee7400012b35ec"
"94","p2",4,0.4,2,"a-b","F","0",0,100,1698243571989,"5b1e462988ee7400012b35ec"
"95","p2",5,0.4,2,"a-d","F","0",0,100,1698243574252,"5b1e462988ee7400012b35ec"
"96","p2",6,0.4,2,"b-e","F","1",0,100,1698243576276,"5b1e462988ee7400012b35ec"
"97","p2",7,0.4,2,"[be]","E","NA",100,200,1698243578000,"5b1e462988ee7400012b35ec"
"98","p2",8,0.4,2,"[be]-e","F","0",0,200,1698243581068,"5b1e462988ee7400012b35ec"
"99","p2",9,0.4,2,"[be]-f","F","0",0,200,1698243583016,"5b1e462988ee7400012b35ec"
"100","p2",10,0.4,2,"[be]-d","F","1",0,200,1698243585172,"5b1e462988ee7400012b35ec"
"101","t1",1,0.2,2,"a-b","F","0",0,0,1698243591392,"5b1e462988ee7400012b35ec"
"102","t1",2,0.2,2,"a-c","F","0",0,0,1698243593524,"5b1e462988ee7400012b35ec"
"103","t1",3,0.2,2,"a-d","F","0",0,0,1698243595628,"5b1e462988ee7400012b35ec"
"104","t1",4,0.2,2,"a-e","F","0",0,0,1698243597504,"5b1e462988ee7400012b35ec"
"105","t1",5,0.2,2,"a-f","F","0",0,0,1698243599336,"5b1e462988ee7400012b35ec"
"106","t1",6,0.2,2,"b-c","F","0",0,0,1698243601504,"5b1e462988ee7400012b35ec"
"107","t1",7,0.2,2,"b-d","F","0",0,0,1698243603430,"5b1e462988ee7400012b35ec"
"108","t1",8,0.2,2,"b-e","F","0",0,0,1698243605500,"5b1e462988ee7400012b35ec"
"109","t1",9,0.2,2,"b","E","NA",50,50,1698243608328,"5b1e462988ee7400012b35ec"
"110","t1",10,0.2,2,"c","E","NA",50,100,1698243610356,"5b1e462988ee7400012b35ec"
"111","t2",1,0.2,2,"a","E","NA",50,50,1698243614852,"5b1e462988ee7400012b35ec"
"112","t2",2,0.2,2,"b","E","NA",50,100,1698243616099,"5b1e462988ee7400012b35ec"
"113","t2",3,0.2,2,"c","E","NA",50,150,1698243617291,"5b1e462988ee7400012b35ec"
"114","t2",4,0.2,2,"d","E","NA",50,200,1698243618380,"5b1e462988ee7400012b35ec"
"115","t2",5,0.2,2,"e","E","NA",50,250,1698243619763,"5b1e462988ee7400012b35ec"
"116","t2",6,0.2,2,"f","E","NA",50,300,1698243620876,"5b1e462988ee7400012b35ec"
"117","t2",7,0.2,2,"a-c","F","0",0,300,1698243622764,"5b1e462988ee7400012b35ec"
"118","t2",8,0.2,2,"a-b","F","0",0,300,1698243624756,"5b1e462988ee7400012b35ec"
"119","t2",9,0.2,2,"a-d","F","1",0,300,1698243627088,"5b1e462988ee7400012b35ec"
"120","t2",10,0.2,2,"[ad]","E","NA",100,400,1698243628868,"5b1e462988ee7400012b35ec"
"121","t3",1,0.2,2,"a","E","NA",50,50,1698243632324,"5b1e462988ee7400012b35ec"
"122","t3",2,0.2,2,"b","E","NA",50,100,1698243634500,"5b1e462988ee7400012b35ec"
"123","t3",3,0.2,2,"a-d","F","0",0,100,1698243637412,"5b1e462988ee7400012b35ec"
"124","t3",4,0.2,2,"a-e","F","0",0,100,1698243639748,"5b1e462988ee7400012b35ec"
"125","t3",5,0.2,2,"a-f","F","0",0,100,1698243641988,"5b1e462988ee7400012b35ec"
"126","t3",6,0.2,2,"c-d","F","0",0,100,1698243644604,"5b1e462988ee7400012b35ec"
"127","t3",7,0.2,2,"b-c","F","0",0,100,1698243648436,"5b1e462988ee7400012b35ec"
"128","t3",8,0.2,2,"b-d","F","0",0,100,1698243650820,"5b1e462988ee7400012b35ec"
"129","t3",9,0.2,2,"b-e","F","0",0,100,1698243652868,"5b1e462988ee7400012b35ec"
"130","t3",10,0.2,2,"f","E","NA",50,150,1698243654131,"5b1e462988ee7400012b35ec"
"131","t4",1,0.2,2,"a-b","F","0",0,0,1698243659344,"5b1e462988ee7400012b35ec"
"132","t4",2,0.2,2,"a-c","F","0",0,0,1698243661352,"5b1e462988ee7400012b35ec"
"133","t4",3,0.2,2,"a-d","F","0",0,0,1698243663540,"5b1e462988ee7400012b35ec"
"134","t4",4,0.2,2,"a-e","F","1",0,0,1698243665368,"5b1e462988ee7400012b35ec"
"135","t4",5,0.2,2,"[ae]-a","F","0",0,0,1698243667716,"5b1e462988ee7400012b35ec"
"136","t4",6,0.2,2,"[ae]-f","F","0",0,0,1698243669436,"5b1e462988ee7400012b35ec"
"137","t4",7,0.2,2,"a","E","NA",50,50,1698243672100,"5b1e462988ee7400012b35ec"
"138","t4",8,0.2,2,"b","E","NA",50,100,1698243673180,"5b1e462988ee7400012b35ec"
"139","t4",9,0.2,2,"[ae]","E","NA",100,200,1698243675512,"5b1e462988ee7400012b35ec"
"140","t4",10,0.2,2,"c","E","NA",50,250,1698243677148,"5b1e462988ee7400012b35ec"
"141","t5",1,0.2,2,"a-c","F","0",0,0,1698243682060,"5b1e462988ee7400012b35ec"
"142","t5",2,0.2,2,"a-b","F","0",0,0,1698243685188,"5b1e462988ee7400012b35ec"
"143","t5",3,0.2,2,"b-c","F","0",0,0,1698243687136,"5b1e462988ee7400012b35ec"
"144","t5",4,0.2,2,"b-d","F","0",0,0,1698243689092,"5b1e462988ee7400012b35ec"
"145","t5",5,0.2,2,"b-e","F","0",0,0,1698243691068,"5b1e462988ee7400012b35ec"
"146","t5",6,0.2,2,"b-f","F","1",0,0,1698243693040,"5b1e462988ee7400012b35ec"
"147","t5",7,0.2,2,"[bf]-b","F","1",0,0,1698243696064,"5b1e462988ee7400012b35ec"
"148","t5",8,0.2,2,"[[bf]b]","E","NA",200,200,1698243697900,"5b1e462988ee7400012b35ec"
"149","t5",9,0.2,2,"[bf]","E","NA",100,300,1698243700352,"5b1e462988ee7400012b35ec"
"150","t5",10,0.2,2,"[[bf]b]","E","NA",200,500,1698243703737,"5b1e462988ee7400012b35ec"
"151","t6",1,0.2,2,"a-b","F","0",0,0,1698243708636,"5b1e462988ee7400012b35ec"
"152","t6",2,0.2,2,"a-c","F","0",0,0,1698243710652,"5b1e462988ee7400012b35ec"
"153","t6",3,0.2,2,"a-d","F","0",0,0,1698243712460,"5b1e462988ee7400012b35ec"
"154","t6",4,0.2,2,"b-e","F","0",0,0,1698243714312,"5b1e462988ee7400012b35ec"
"155","t6",5,0.2,2,"b-f","F","0",0,0,1698243716448,"5b1e462988ee7400012b35ec"
"156","t6",6,0.2,2,"b-c","F","0",0,0,1698243718100,"5b1e462988ee7400012b35ec"
"157","t6",7,0.2,2,"c-e","F","0",0,0,1698243719508,"5b1e462988ee7400012b35ec"
"158","t6",8,0.2,2,"c-f","F","0",0,0,1698243721261,"5b1e462988ee7400012b35ec"
"159","t6",9,0.2,2,"a","E","NA",50,50,1698243722423,"5b1e462988ee7400012b35ec"
"160","t6",10,0.2,2,"a","E","NA",50,100,1698243723196,"5b1e462988ee7400012b35ec"
"161","p1",1,0.4,2,"a-e","F","0",0,0,1698243610033,"62e155af06ef3f987f4925f3"
"162","p1",2,0.4,2,"b-c","F","0",0,0,1698243612977,"62e155af06ef3f987f4925f3"
"163","p1",3,0.4,2,"d-f","F","0",0,0,1698243615720,"62e155af06ef3f987f4925f3"
"164","p1",4,0.4,2,"a-d","F","0",0,0,1698243618257,"62e155af06ef3f987f4925f3"
"165","p1",5,0.4,2,"a-b","F","1",0,0,1698243621184,"62e155af06ef3f987f4925f3"
"166","p1",6,0.4,2,"[ab]","E","NA",10,10,1698243623485,"62e155af06ef3f987f4925f3"
"167","p1",7,0.4,2,"[ab]","E","NA",10,20,1698243625228,"62e155af06ef3f987f4925f3"
"168","p1",8,0.4,2,"[ab]","E","NA",10,30,1698243626805,"62e155af06ef3f987f4925f3"
"169","p1",9,0.4,2,"[ab]","E","NA",10,40,1698243628263,"62e155af06ef3f987f4925f3"
"170","p1",10,0.4,2,"[ab]","E","NA",10,50,1698243629799,"62e155af06ef3f987f4925f3"
"171","p2",1,0.4,2,"a-b","F","0",0,0,1698243646417,"62e155af06ef3f987f4925f3"
"172","p2",2,0.4,2,"a-b","F","1",0,0,1698243649372,"62e155af06ef3f987f4925f3"
"173","p2",3,0.4,2,"c-f","F","1",0,0,1698243651933,"62e155af06ef3f987f4925f3"
"174","p2",4,0.4,2,"[cf]","E","NA",10,10,1698243653882,"62e155af06ef3f987f4925f3"
"175","p2",5,0.4,2,"c-e","F","1",0,10,1698243655876,"62e155af06ef3f987f4925f3"
"176","p2",6,0.4,2,"[ce]-[cf]","F","0",0,10,1698243659674,"62e155af06ef3f987f4925f3"
"177","p2",7,0.4,2,"[ce]","E","NA",10,20,1698243661874,"62e155af06ef3f987f4925f3"
"178","p2",8,0.4,2,"[ce]","E","NA",10,30,1698243666581,"62e155af06ef3f987f4925f3"
"179","p2",9,0.4,2,"[ce]","E","NA",10,40,1698243668388,"62e155af06ef3f987f4925f3"
"180","p2",10,0.4,2,"[ce]","E","NA",10,50,1698243670014,"62e155af06ef3f987f4925f3"
"181","t1",1,0.8,2,"a-d","F","0",0,0,1698243680382,"62e155af06ef3f987f4925f3"
"182","t1",2,0.8,2,"c-e","F","1",0,0,1698243683217,"62e155af06ef3f987f4925f3"
"183","t1",3,0.8,2,"b-f","F","1",0,0,1698243686195,"62e155af06ef3f987f4925f3"
"184","t1",4,0.8,2,"[bf]-[ce]","F","1",0,0,1698243689682,"62e155af06ef3f987f4925f3"
"185","t1",5,0.8,2,"[[bf][ce]]","E","NA",20,20,1698243691498,"62e155af06ef3f987f4925f3"
"186","t1",6,0.8,2,"[[bf][ce]]","E","NA",20,40,1698243693158,"62e155af06ef3f987f4925f3"
"187","t1",7,0.8,2,"[[bf][ce]]","E","NA",20,60,1698243695851,"62e155af06ef3f987f4925f3"
"188","t1",8,0.8,2,"[[bf][ce]]","E","NA",20,80,1698243697277,"62e155af06ef3f987f4925f3"
"189","t1",9,0.8,2,"[[bf][ce]]","E","NA",20,100,1698243698670,"62e155af06ef3f987f4925f3"
"190","t1",10,0.8,2,"[[bf][ce]]","E","NA",20,120,1698243700077,"62e155af06ef3f987f4925f3"
"191","t2",1,0.8,2,"b-d","F","1",0,0,1698243705022,"62e155af06ef3f987f4925f3"
"192","t2",2,0.8,2,"b-e","F","1",0,0,1698243707867,"62e155af06ef3f987f4925f3"
"193","t2",3,0.8,2,"[bd]-[be]","F","1",0,0,1698243710303,"62e155af06ef3f987f4925f3"
"194","t2",4,0.8,2,"[be]-c","F","0",0,0,1698243714501,"62e155af06ef3f987f4925f3"
"195","t2",5,0.8,2,"[[bd][be]]-[bd]","F","1",0,0,1698243719061,"62e155af06ef3f987f4925f3"
"196","t2",6,0.8,2,"[[[bd][be]][bd]]","E","NA",40,40,1698243720887,"62e155af06ef3f987f4925f3"
"197","t2",7,0.8,2,"[[[bd][be]][bd]]","E","NA",40,80,1698243722528,"62e155af06ef3f987f4925f3"
"198","t2",8,0.8,2,"[[[bd][be]][bd]]","E","NA",40,120,1698243724011,"62e155af06ef3f987f4925f3"
"199","t2",9,0.8,2,"[[[bd][be]][bd]]-[[bd][be]]","F","1",0,120,1698243726405,"62e155af06ef3f987f4925f3"
"200","t2",10,0.8,2,"[[[[bd][be]][bd]][[bd][be]]]","E","NA",80,200,1698243728033,"62e155af06ef3f987f4925f3"
"201","t3",1,0.8,2,"c-f","F","1",0,0,1698243734060,"62e155af06ef3f987f4925f3"
"202","t3",2,0.8,2,"a-e","F","1",0,0,1698243736796,"62e155af06ef3f987f4925f3"
"203","t3",3,0.8,2,"[ae]-[cf]","F","0",0,0,1698243739577,"62e155af06ef3f987f4925f3"
"204","t3",4,0.8,2,"[cf]-b","F","1",0,0,1698243743174,"62e155af06ef3f987f4925f3"
"205","t3",5,0.8,2,"[[cf]b]","E","NA",20,20,1698243745493,"62e155af06ef3f987f4925f3"
"206","t3",6,0.8,2,"[[cf]b]-[ae]","F","1",0,20,1698243748005,"62e155af06ef3f987f4925f3"
"207","t3",7,0.8,2,"[[[cf]b][ae]]","E","NA",40,60,1698243749721,"62e155af06ef3f987f4925f3"
"208","t3",8,0.8,2,"[[[cf]b][ae]]","E","NA",40,100,1698243751480,"62e155af06ef3f987f4925f3"
"209","t3",9,0.8,2,"[[[cf]b][ae]]","E","NA",40,140,1698243752938,"62e155af06ef3f987f4925f3"
"210","t3",10,0.8,2,"[[[cf]b][ae]]","E","NA",40,180,1698243754474,"62e155af06ef3f987f4925f3"
"211","t4",1,0.8,2,"e-f","F","1",0,0,1698243758859,"62e155af06ef3f987f4925f3"
"212","t4",2,0.8,2,"c-d","F","1",0,0,1698243761838,"62e155af06ef3f987f4925f3"
"213","t4",3,0.8,2,"[cd]-[ef]","F","1",0,0,1698243764338,"62e155af06ef3f987f4925f3"
"214","t4",4,0.8,2,"[[cd][ef]]-c","F","1",0,0,1698243766939,"62e155af06ef3f987f4925f3"
"215","t4",5,0.8,2,"[[[cd][ef]]c]-[ef]","F","0",0,0,1698243769643,"62e155af06ef3f987f4925f3"
"216","t4",6,0.8,2,"[[[cd][ef]]c]","E","NA",40,40,1698243771769,"62e155af06ef3f987f4925f3"
"217","t4",7,0.8,2,"[[[cd][ef]]c]","E","NA",40,80,1698243773512,"62e155af06ef3f987f4925f3"
"218","t4",8,0.8,2,"[[[cd][ef]]c]","E","NA",40,120,1698243774845,"62e155af06ef3f987f4925f3"
"219","t4",9,0.8,2,"[[[cd][ef]]c]-[[cd][ef]]","F","0",0,120,1698243777297,"62e155af06ef3f987f4925f3"
"220","t4",10,0.8,2,"[[[cd][ef]]c]","E","NA",40,160,1698243779105,"62e155af06ef3f987f4925f3"
"221","t5",1,0.8,2,"a-b","F","1",0,0,1698243783293,"62e155af06ef3f987f4925f3"
"222","t5",2,0.8,2,"c-f","F","1",0,0,1698243785769,"62e155af06ef3f987f4925f3"
"223","t5",3,0.8,2,"[ab]-[cf]","F","1",0,0,1698243788671,"62e155af06ef3f987f4925f3"
"224","t5",4,0.8,2,"[[ab][cf]]-[ab]","F","1",0,0,1698243791149,"62e155af06ef3f987f4925f3"
"225","t5",5,0.8,2,"[[[ab][cf]][ab]]-[ab]","F","1",0,0,1698243793719,"62e155af06ef3f987f4925f3"
"226","t5",6,0.8,2,"[[[[ab][cf]][ab]][ab]]","E","NA",80,80,1698243795659,"62e155af06ef3f987f4925f3"
"227","t5",7,0.8,2,"[[[[ab][cf]][ab]][ab]]","E","NA",80,160,1698243797380,"62e155af06ef3f987f4925f3"
"228","t5",8,0.8,2,"[[[[ab][cf]][ab]][ab]]","E","NA",80,240,1698243798901,"62e155af06ef3f987f4925f3"
"229","t5",9,0.8,2,"[[[[ab][cf]][ab]][ab]]","E","NA",80,320,1698243800404,"62e155af06ef3f987f4925f3"
"230","t5",10,0.8,2,"[[[[ab][cf]][ab]][ab]]","E","NA",80,400,1698243802000,"62e155af06ef3f987f4925f3"
"231","t6",1,0.8,2,"a-d","F","1",0,0,1698243806878,"62e155af06ef3f987f4925f3"
"232","t6",2,0.8,2,"c-f","F","1",0,0,1698243809756,"62e155af06ef3f987f4925f3"
"233","t6",3,0.8,2,"[ad]-[cf]","F","1",0,0,1698243812015,"62e155af06ef3f987f4925f3"
"234","t6",4,0.8,2,"[[ad][cf]]-[ad]","F","1",0,0,1698243814366,"62e155af06ef3f987f4925f3"
"235","t6",5,0.8,2,"[[[ad][cf]][ad]]-a","F","1",0,0,1698243816752,"62e155af06ef3f987f4925f3"
"236","t6",6,0.8,2,"[[[[ad][cf]][ad]]a]-b","F","1",0,0,1698243819062,"62e155af06ef3f987f4925f3"
"237","t6",7,0.8,2,"[[[[[ad][cf]][ad]]a]b]","E","NA",160,160,1698243821329,"62e155af06ef3f987f4925f3"
"238","t6",8,0.8,2,"[[[[[ad][cf]][ad]]a]b]","E","NA",160,320,1698243823006,"62e155af06ef3f987f4925f3"
"239","t6",9,0.8,2,"[[[[[ad][cf]][ad]]a]b]","E","NA",160,480,1698243824522,"62e155af06ef3f987f4925f3"
"240","t6",10,0.8,2,"[[[[[ad][cf]][ad]]a]b]","E","NA",160,640,1698243826098,"62e155af06ef3f987f4925f3"
"241","p1",1,0.4,2,"c-e","F","1",0,0,1698243530317,"610842e2de208e862b564e72"
"242","p1",2,0.4,2,"d-f","F","1",0,0,1698243535263,"610842e2de208e862b564e72"
"243","p1",3,0.4,2,"[ce]-[df]","F","1",0,0,1698243538360,"610842e2de208e862b564e72"
"244","p1",4,0.4,2,"[[ce][df]]","E","NA",20,20,1698243540841,"610842e2de208e862b564e72"
"245","p1",5,0.4,2,"[ce]-c","F","1",0,20,1698243544738,"610842e2de208e862b564e72"
"246","p1",6,0.4,2,"[[ce]c]","E","NA",20,40,1698243547069,"610842e2de208e862b564e72"
"247","p1",7,0.4,2,"[[ce][df]]-[[ce]c]","F","0",0,40,1698243551917,"610842e2de208e862b564e72"
"248","p1",8,0.4,2,"[[ce][df]]-[df]","F","0",0,40,1698243555796,"610842e2de208e862b564e72"
"249","p1",9,0.4,2,"[[ce]c]-[[ce]c]","F","0",0,40,1698243561275,"610842e2de208e862b564e72"
"250","p1",10,0.4,2,"[[ce][df]]","E","NA",20,60,1698243563171,"610842e2de208e862b564e72"
"251","p2",1,0.4,2,"a-f","F","0",0,0,1698243573597,"610842e2de208e862b564e72"
"252","p2",2,0.4,2,"b-d","F","0",0,0,1698243576711,"610842e2de208e862b564e72"
"253","p2",3,0.4,2,"d-e","F","0",0,0,1698243579975,"610842e2de208e862b564e72"
"254","p2",4,0.4,2,"b-d","F","1",0,0,1698243583587,"610842e2de208e862b564e72"
"255","p2",5,0.4,2,"a-a","F","0",0,0,1698243587451,"610842e2de208e862b564e72"
