"","id","condition","task_id","squareOnLeft","pcircle","psquare","pcross","step_id","action","item_selection","feedback","immediate_score","total_score","timestamp","start_time","task_sec"
"19",3,"novice",2,1,0.2,0.8,0.2,9,"E","square-[[dd]c]","NA",225,225,1713533706116,1713533573221,132.895
"20",3,"novice",2,1,0.2,0.8,0.2,10,"E","square-[[dd]c]","NA",225,450,1713533708409,1713533573221,135.188
"21",3,"novice",3,1,0.8,0.2,0.2,1,"F","square-b-square-c","1",0,0,1713533726001,1713533573221,152.78
"22",3,"novice",3,1,0.8,0.2,0.2,2,"F","square-d-square-d","0",0,0,1713533730137,1713533573221,156.916
"23",3,"novice",3,1,0.8,0.2,0.2,3,"F","circle-a-square-e","0",0,0,1713533733009,1713533573221,159.788
"24",3,"novice",3,1,0.8,0.2,0.2,4,"F","circle-d-circle-d","1",0,0,1713533735318,1713533573221,162.097
"25",3,"novice",3,1,0.8,0.2,0.2,5,"F","circle-[dd]-square-[bc]","0",0,0,1713533738413,1713533573221,165.192
"26",3,"novice",3,1,0.8,0.2,0.2,6,"F","circle-[dd]-circle-b","1",0,0,1713533741171,1713533573221,167.95
"27",3,"novice",3,1,0.8,0.2,0.2,7,"E","circle-[[dd]b]","NA",225,225,1713533744756,1713533573221,171.535
"28",3,"novice",3,1,0.8,0.2,0.2,8,"F","circle-[[dd]b]-circle-[dd]","1",0,225,1713533747255,1713533573221,174.034
"29",3,"novice",3,1,0.8,0.2,0.2,9,"E","circle-[[[dd]b][dd]]","NA",338,563,1713533749930,1713533573221,176.709
"30",3,"novice",3,1,0.8,0.2,0.2,10,"E","circle-[[[dd]b][dd]]","NA",338,901,1713533751578,1713533573221,178.357
"31",3,"novice",4,1,0.2,0.2,0.8,1,"F","circle-e-square-b","1",0,0,1713533757760,1713533573221,184.539
"32",3,"novice",4,1,0.2,0.2,0.8,2,"F","circle-b-square-[be]","1",0,0,1713533760412,1713533573221,187.191
"33",3,"novice",4,1,0.2,0.2,0.8,3,"F","circle-[[be]b]-square-e","1",0,0,1713533763355,1713533573221,190.134
"34",3,"novice",4,1,0.2,0.2,0.8,4,"F","circle-[[[be]b]e]-square-[be]","1",0,0,1713533766524,1713533573221,193.303
"35",3,"novice",4,1,0.2,0.2,0.8,5,"E","circle-[[[[be]b]e][be]]","NA",507,507,1713533769587,1713533573221,196.366
"36",3,"novice",4,1,0.2,0.2,0.8,6,"E","circle-[[[[be]b]e][be]]","NA",507,1014,1713533771449,1713533573221,198.228
"37",3,"novice",4,1,0.2,0.2,0.8,7,"E","circle-[[[[be]b]e][be]]","NA",507,1521,1713533773322,1713533573221,200.101
"38",3,"novice",4,1,0.2,0.2,0.8,8,"E","circle-[[[[be]b]e][be]]","NA",507,2028,1713533775038,1713533573221,201.817
"39",3,"novice",4,1,0.2,0.2,0.8,9,"E","circle-[[[[be]b]e][be]]","NA",507,2535,1713533777157,1713533573221,203.936
"40",3,"novice",4,1,0.2,0.2,0.8,10,"E","circle-[[[[be]b]e][be]]","NA",507,3042,1713533778774,1713533573221,205.553
"41",3,"novice",5,1,0.8,0.2,0.2,1,"F","circle-b-square-c","0",0,0,1713533784238,1713533573221,211.017
"42",3,"novice",5,1,0.8,0.2,0.2,2,"F","circle-b-square-f","1",0,0,1713533786790,1713533573221,213.569
"43",3,"novice",5,1,0.8,0.2,0.2,3,"F","circle-e-square-[bf]","0",0,0,1713533789582,1713533573221,216.361
"44",3,"novice",5,1,0.8,0.2,0.2,4,"F","square-[bf]-square-a","0",0,0,1713533791977,1713533573221,218.756
"45",3,"novice",5,1,0.8,0.2,0.2,5,"F","circle-b-circle-d","1",0,0,1713533794742,1713533573221,221.521
"46",3,"novice",5,1,0.8,0.2,0.2,6,"F","circle-[bd]-square-[bf]","0",0,0,1713533797451,1713533573221,224.23
"47",3,"novice",5,1,0.8,0.2,0.2,7,"E","circle-[bd]","NA",150,150,1713533800330,1713533573221,227.109
"48",3,"novice",5,1,0.8,0.2,0.2,8,"F","square-[bf]-square-b","0",0,150,1713533802658,1713533573221,229.437
"49",3,"novice",5,1,0.8,0.2,0.2,9,"E","square-[bf]","NA",150,300,1713533804896,1713533573221,231.675
"50",3,"novice",5,1,0.8,0.2,0.2,10,"E","square-[bf]","NA",150,450,1713533806298,1713533573221,233.077
"51",3,"novice",6,1,0.2,0.2,0.8,1,"F","circle-a-circle-b","1",0,0,1713533811518,1713533573221,238.297
"52",3,"novice",6,1,0.2,0.2,0.8,2,"F","circle-[ab]-square-c","1",0,0,1713533814020,1713533573221,240.799
"53",3,"novice",6,1,0.2,0.2,0.8,3,"F","circle-[[ab]c]-square-e","1",0,0,1713533816543,1713533573221,243.322
"54",3,"novice",6,1,0.2,0.2,0.8,4,"F","circle-[[[ab]c]e]-circle-[[ab]c]","1",0,0,1713533819223,1713533573221,246.002
"55",3,"novice",6,1,0.2,0.2,0.8,5,"F","circle-[[[[ab]c]e][[ab]c]]-circle-[[[ab]c]e]","0",0,0,1713533822107,1713533573221,248.886
"56",3,"novice",6,1,0.2,0.2,0.8,6,"E","circle-[[[[ab]c]e][[ab]c]]","NA",507,507,1713533828799,1713533573221,255.578
"57",3,"novice",6,1,0.2,0.2,0.8,7,"E","circle-[[[[ab]c]e][[ab]c]]","NA",507,1014,1713533830771,1713533573221,257.55
"58",3,"novice",6,1,0.2,0.2,0.8,8,"E","circle-[[[[ab]c]e][[ab]c]]","NA",507,1521,1713533832291,1713533573221,259.07
"59",3,"novice",6,1,0.2,0.2,0.8,9,"E","circle-[[[[ab]c]e][[ab]c]]","NA",507,2028,1713533833884,1713533573221,260.663
"60",3,"novice",6,1,0.2,0.2,0.8,10,"E","circle-[[[[ab]c]e][[ab]c]]","NA",507,2535,1713533835523,1713533573221,262.302
"61",3,"novice",7,1,0.2,0.2,0.8,1,"F","circle-b-square-d","1",0,0,1713533842367,1713533573221,269.146
"62",3,"novice",7,1,0.2,0.2,0.8,2,"F","circle-[bd]-square-f","1",0,0,1713533844500,1713533573221,271.279
"63",3,"novice",7,1,0.2,0.2,0.8,3,"F","circle-[[bd]f]-circle-[bd]","0",0,0,1713533847283,1713533573221,274.062
"64",3,"novice",7,1,0.2,0.2,0.8,4,"F","circle-[[bd]f]-circle-b","1",0,0,1713533849822,1713533573221,276.601
"65",3,"novice",7,1,0.2,0.2,0.8,5,"F","circle-[[[bd]f]b]-circle-[[bd]f]","0",0,0,1713533852407,1713533573221,279.186
"66",3,"novice",7,1,0.2,0.2,0.8,6,"E","circle-[[[bd]f]b]","NA",338,338,1713533854396,1713533573221,281.175
"67",3,"novice",7,1,0.2,0.2,0.8,7,"E","circle-[[[bd]f]b]","NA",338,676,1713533855567,1713533573221,282.346
"68",3,"novice",7,1,0.2,0.2,0.8,8,"E","circle-[[[bd]f]b]","NA",338,1014,1713533857055,1713533573221,283.834
"69",3,"novice",7,1,0.2,0.2,0.8,9,"E","circle-[[[bd]f]b]","NA",338,1352,1713533858703,1713533573221,285.482
"70",3,"novice",7,1,0.2,0.2,0.8,10,"E","circle-[[[bd]f]b]","NA",338,1690,1713533860300,1713533573221,287.079
"71",3,"novice",8,1,0.8,0.2,0.2,1,"F","circle-a-square-d","0",0,0,1713533864246,1713533573221,291.025
"72",3,"novice",8,1,0.8,0.2,0.2,2,"F","circle-e-square-f","0",0,0,1713533866578,1713533573221,293.357
"73",3,"novice",8,1,0.8,0.2,0.2,3,"F","circle-b-circle-c","1",0,0,1713533868419,1713533573221,295.198
"74",3,"novice",8,1,0.8,0.2,0.2,4,"F","circle-[bc]-circle-f","1",0,0,1713533870480,1713533573221,297.259
"75",3,"novice",8,1,0.8,0.2,0.2,5,"F","circle-[[bc]f]-circle-[bc]","1",0,0,1713533872635,1713533573221,299.414
"76",3,"novice",8,1,0.8,0.2,0.2,6,"F","circle-[[[bc]f][bc]]-circle-d","1",0,0,1713533874939,1713533573221,301.718
"77",3,"novice",8,1,0.8,0.2,0.2,7,"F","circle-[[[[bc]f][bc]]d]-circle-[[[bc]f][bc]]","0",0,0,1713533877609,1713533573221,304.388
"78",3,"novice",8,1,0.8,0.2,0.2,8,"E","circle-[[[[bc]f][bc]]d]","NA",507,507,1713533879686,1713533573221,306.465
"79",3,"novice",8,1,0.8,0.2,0.2,9,"E","circle-[[[[bc]f][bc]]d]","NA",507,1014,1713533882280,1713533573221,309.059
"80",3,"novice",8,1,0.8,0.2,0.2,10,"E","circle-[[[[bc]f][bc]]d]","NA",507,1521,1713533883627,1713533573221,310.406
"81",3,"novice",9,1,0.2,0.8,0.2,1,"F","square-c-square-d","1",0,0,1713533888417,1713533573221,315.196
"82",3,"novice",9,1,0.2,0.8,0.2,2,"F","square-[cd]-square-f","1",0,0,1713533891417,1713533573221,318.196
"83",3,"novice",9,1,0.2,0.8,0.2,3,"F","square-[[cd]f]-square-[cd]","0",0,0,1713533893746,1713533573221,320.525
"84",3,"novice",9,1,0.2,0.8,0.2,4,"F","square-[[cd]f]-square-e","1",0,0,1713533896426,1713533573221,323.205
"85",3,"novice",9,1,0.2,0.8,0.2,5,"F","square-[[[cd]f]e]-square-[[cd]f]","1",0,0,1713533899644,1713533573221,326.423
"86",3,"novice",9,1,0.2,0.8,0.2,6,"F","square-[[[[cd]f]e][[cd]f]]-square-[[[[cd]f]e][[cd]f]]","1",0,0,1713533902624,1713533573221,329.403
"87",3,"novice",9,1,0.2,0.8,0.2,7,"E","square-[[[[[cd]f]e][[cd]f]][[[[cd]f]e][[cd]f]]]","NA",761,761,1713533905088,1713533573221,331.867
"88",3,"novice",9,1,0.2,0.8,0.2,8,"E","square-[[[[[cd]f]e][[cd]f]][[[[cd]f]e][[cd]f]]]","NA",761,1522,1713533907566,1713533573221,334.345
"89",3,"novice",9,1,0.2,0.8,0.2,9,"E","square-[[[[[cd]f]e][[cd]f]][[[[cd]f]e][[cd]f]]]","NA",761,2283,1713533909340,1713533573221,336.119
"90",3,"novice",9,1,0.2,0.8,0.2,10,"E","square-[[[[[cd]f]e][[cd]f]][[[[cd]f]e][[cd]f]]]","NA",761,3044,1713533911148,1713533573221,337.927
"91",4,"novice",1,1,0.8,0.2,0.2,1,"F","circle-e-square-a","0",0,0,1713533679132,1713533610363,68.769
"92",4,"novice",1,1,0.8,0.2,0.2,2,"F","circle-a-square-b","0",0,0,1713533681814,1713533610363,71.451
"93",4,"novice",1,1,0.8,0.2,0.2,3,"F","circle-f-square-a","0",0,0,1713533684355,1713533610363,73.992
"94",4,"novice",1,1,0.8,0.2,0.2,4,"F","circle-c-square-a","1",0,0,1713533687327,1713533610363,76.964
"95",4,"novice",1,1,0.8,0.2,0.2,5,"E","circle-[ac]","NA",150,150,1713533688815,1713533610363,78.452
"96",4,"novice",1,1,0.8,0.2,0.2,6,"E","circle-a","NA",100,250,1713533690757,1713533610363,80.394
"97",4,"novice",1,1,0.8,0.2,0.2,7,"F","square-b-square-b","1",0,250,1713533695865,1713533610363,85.502
"98",4,"novice",1,1,0.8,0.2,0.2,8,"E","square-[bb]","NA",150,400,1713533697386,1713533610363,87.023
"99",4,"novice",1,1,0.8,0.2,0.2,9,"E","circle-[ac]","NA",150,550,1713533699615,1713533610363,89.252
"100",4,"novice",1,1,0.8,0.2,0.2,10,"E","square-b","NA",100,650,1713533703664,1713533610363,93.301
"101",4,"novice",2,1,0.8,0.2,0.2,1,"F","circle-a-square-a","0",0,0,1713533708171,1713533610363,97.808
"102",4,"novice",2,1,0.8,0.2,0.2,2,"F","circle-e-square-a","0",0,0,1713533710488,1713533610363,100.125
"103",4,"novice",2,1,0.8,0.2,0.2,3,"F","circle-f-square-a","0",0,0,1713533712639,1713533610363,102.276
"104",4,"novice",2,1,0.8,0.2,0.2,4,"F","circle-b-square-a","0",0,0,1713533714541,1713533610363,104.178
"105",4,"novice",2,1,0.8,0.2,0.2,5,"F","circle-c-square-a","0",0,0,1713533716647,1713533610363,106.284
"106",4,"novice",2,1,0.8,0.2,0.2,6,"F","square-a-square-f","0",0,0,1713533718955,1713533610363,108.592
"107",4,"novice",2,1,0.8,0.2,0.2,7,"F","square-b-square-e","0",0,0,1713533721793,1713533610363,111.43
"108",4,"novice",2,1,0.8,0.2,0.2,8,"F","circle-a-square-c","1",0,0,1713533724709,1713533610363,114.346
"109",4,"novice",2,1,0.8,0.2,0.2,9,"E","square-[ac]","NA",150,150,1713533726151,1713533610363,115.788
"110",4,"novice",2,1,0.8,0.2,0.2,10,"F","circle-c-circle-e","1",0,150,1713533728755,1713533610363,118.392
"111",4,"novice",3,1,0.2,0.2,0.8,1,"F","square-a-square-f","0",0,0,1713533734668,1713533610363,124.305
"112",4,"novice",3,1,0.2,0.2,0.8,2,"F","square-a-square-e","1",0,0,1713533736709,1713533610363,126.346
"113",4,"novice",3,1,0.2,0.2,0.8,3,"E","square-[ae]","NA",150,150,1713533738089,1713533610363,127.726
"114",4,"novice",3,1,0.2,0.2,0.8,4,"F","square-[ae]-square-b","0",0,150,1713533740352,1713533610363,129.989
"115",4,"novice",3,1,0.2,0.2,0.8,5,"E","square-[ae]","NA",150,300,1713533742377,1713533610363,132.014
"116",4,"novice",3,1,0.2,0.2,0.8,6,"F","circle-e-square-b","0",0,300,1713533744842,1713533610363,134.479
"117",4,"novice",3,1,0.2,0.2,0.8,7,"F","circle-c-square-b","0",0,300,1713533747174,1713533610363,136.811
"118",4,"novice",3,1,0.2,0.2,0.8,8,"F","circle-f-square-c","0",0,300,1713533750323,1713533610363,139.96
"119",4,"novice",3,1,0.2,0.2,0.8,9,"F","circle-d-square-c","0",0,300,1713533752865,1713533610363,142.502
"120",4,"novice",3,1,0.2,0.2,0.8,10,"F","circle-c-square-c","1",0,300,1713533755276,1713533610363,144.913
"121",4,"novice",4,1,0.2,0.8,0.2,1,"F","square-a-square-e","0",0,0,1713533760196,1713533610363,149.833
"122",4,"novice",4,1,0.2,0.8,0.2,2,"F","square-a-square-b","1",0,0,1713533762019,1713533610363,151.656
"123",4,"novice",4,1,0.2,0.8,0.2,3,"E","square-[ab]","NA",150,150,1713533763361,1713533610363,152.998
"124",4,"novice",4,1,0.2,0.8,0.2,4,"F","circle-a-square-[ab]","0",0,150,1713533766238,1713533610363,155.875
"125",4,"novice",4,1,0.2,0.8,0.2,5,"F","circle-f-square-[ab]","0",0,150,1713533768772,1713533610363,158.409
"126",4,"novice",4,1,0.2,0.8,0.2,6,"F","circle-e-square-[ab]","0",0,150,1713533770808,1713533610363,160.445
"127",4,"novice",4,1,0.2,0.8,0.2,7,"F","circle-d-square-[ab]","1",0,150,1713533773879,1713533610363,163.516
"128",4,"novice",4,1,0.2,0.8,0.2,8,"E","circle-[[ab]d]","NA",225,375,1713533775452,1713533610363,165.089
"129",4,"novice",4,1,0.2,0.8,0.2,9,"F","circle-[[ab]d]-square-a","0",0,375,1713533778737,1713533610363,168.374
"130",4,"novice",4,1,0.2,0.8,0.2,10,"E","circle-[[ab]d]","NA",225,600,1713533781131,1713533610363,170.768
"131",4,"novice",5,1,0.8,0.2,0.2,1,"F","circle-a-square-c","0",0,0,1713533785349,1713533610363,174.986
"132",4,"novice",5,1,0.8,0.2,0.2,2,"F","circle-a-square-a","1",0,0,1713533787695,1713533610363,177.332
"133",4,"novice",5,1,0.8,0.2,0.2,3,"E","circle-[aa]","NA",150,150,1713533789411,1713533610363,179.048
"134",4,"novice",5,1,0.8,0.2,0.2,4,"F","circle-[aa]-square-d","0",0,150,1713533791103,1713533610363,180.74
"135",4,"novice",5,1,0.8,0.2,0.2,5,"F","circle-[aa]-circle-b","1",0,150,1713533792967,1713533610363,182.604
"136",4,"novice",5,1,0.8,0.2,0.2,6,"E","circle-[[aa]b]","NA",225,375,1713533794697,1713533610363,184.334
"137",4,"novice",5,1,0.8,0.2,0.2,7,"F","circle-[[aa]b]-square-f","1",0,375,1713533796631,1713533610363,186.268
"138",4,"novice",5,1,0.8,0.2,0.2,8,"E","circle-[[[aa]b]f]","NA",338,713,1713533798159,1713533610363,187.796
"139",4,"novice",5,1,0.8,0.2,0.2,9,"F","circle-[[[aa]b]f]-circle-[aa]","0",0,713,1713533801941,1713533610363,191.578
"140",4,"novice",5,1,0.8,0.2,0.2,10,"F","circle-[[[aa]b]f]-circle-[[aa]b]","1",0,713,1713533804046,1713533610363,193.683
"141",4,"novice",6,1,0.2,0.2,0.8,1,"F","circle-a-square-d","1",0,0,1713533809069,1713533610363,198.706
"142",4,"novice",6,1,0.2,0.2,0.8,2,"E","square-[ad]","NA",150,150,1713533811049,1713533610363,200.686
"143",4,"novice",6,1,0.2,0.2,0.8,3,"F","circle-e-square-[ad]","1",0,150,1713533812999,1713533610363,202.636
"144",4,"novice",6,1,0.2,0.2,0.8,4,"E","circle-[[ad]e]","NA",225,375,1713533815484,1713533610363,205.121
"145",4,"novice",6,1,0.2,0.2,0.8,5,"F","circle-[[ad]e]-square-[ad]","1",0,375,1713533817771,1713533610363,207.408
"146",4,"novice",6,1,0.2,0.2,0.8,6,"E","square-[[[ad]e][ad]]","NA",338,713,1713533819336,1713533610363,208.973
"147",4,"novice",6,1,0.2,0.2,0.8,7,"F","circle-[[ad]e]-square-[[[ad]e][ad]]","1",0,713,1713533822199,1713533610363,211.836
"148",4,"novice",6,1,0.2,0.2,0.8,8,"E","circle-[[[[ad]e][ad]][[ad]e]]","NA",507,1220,1713533824289,1713533610363,213.926
"149",4,"novice",6,1,0.2,0.2,0.8,9,"F","circle-[[[[ad]e][ad]][[ad]e]]-square-[[[ad]e][ad]]","1",0,1220,1713533828025,1713533610363,217.662
"150",4,"novice",6,1,0.2,0.2,0.8,10,"E","square-[[[[[ad]e][ad]][[ad]e]][[[ad]e][ad]]]","NA",761,1981,1713533829739,1713533610363,219.376
"151",4,"novice",7,1,0.2,0.2,0.8,1,"F","circle-a-square-c","1",0,0,1713533833725,1713533610363,223.362
"152",4,"novice",7,1,0.2,0.2,0.8,2,"E","square-[ac]","NA",150,150,1713533835837,1713533610363,225.474
"153",4,"novice",7,1,0.2,0.2,0.8,3,"F","circle-e-square-[ac]","1",0,150,1713533838223,1713533610363,227.86
"154",4,"novice",7,1,0.2,0.2,0.8,4,"F","circle-f-square-[[ac]e]","1",0,150,1713533842551,1713533610363,232.188
"155",4,"novice",7,1,0.2,0.2,0.8,5,"E","circle-[[[ac]e]f]","NA",338,488,1713533844124,1713533610363,233.761
"156",4,"novice",7,1,0.2,0.2,0.8,6,"F","circle-[[[ac]e]f]-square-[[ac]e]","1",0,488,1713533846084,1713533610363,235.721
"157",4,"novice",7,1,0.2,0.2,0.8,7,"E","circle-[[[[ac]e]f][[ac]e]]","NA",507,995,1713533847783,1713533610363,237.42
"158",4,"novice",7,1,0.2,0.2,0.8,8,"F","circle-[[[[ac]e]f][[ac]e]]-circle-[[[ac]e]f]","0",0,995,1713533850885,1713533610363,240.522
"159",4,"novice",7,1,0.2,0.2,0.8,9,"F","circle-[[[[ac]e]f][[ac]e]]-square-[[ac]e]","1",0,995,1713533853505,1713533610363,243.142
"160",4,"novice",7,1,0.2,0.2,0.8,10,"E","circle-[[[[[ac]e]f][[ac]e]][[ac]e]]","NA",761,1756,1713533855121,1713533610363,244.758
"161",4,"novice",8,1,0.2,0.8,0.2,1,"F","circle-e-square-d","0",0,0,1713533859651,1713533610363,249.288
"162",4,"novice",8,1,0.2,0.8,0.2,2,"F","circle-a-square-c","0",0,0,1713533861615,1713533610363,251.252
"163",4,"novice",8,1,0.2,0.8,0.2,3,"F","circle-e-square-b","0",0,0,1713533864189,1713533610363,253.826
"164",4,"novice",8,1,0.2,0.8,0.2,4,"F","circle-e-square-a","0",0,0,1713533866559,1713533610363,256.196
"165",4,"novice",8,1,0.2,0.8,0.2,5,"F","square-a-square-f","1",0,0,1713533868399,1713533610363,258.036
"166",4,"novice",8,1,0.2,0.8,0.2,6,"F","circle-e-square-[af]","0",0,0,1713533871005,1713533610363,260.642
"167",4,"novice",8,1,0.2,0.8,0.2,7,"E","square-[af]","NA",150,150,1713533872649,1713533610363,262.286
"168",4,"novice",8,1,0.2,0.8,0.2,8,"F","square-[af]-square-f","1",0,150,1713533874647,1713533610363,264.284
"169",4,"novice",8,1,0.2,0.8,0.2,9,"E","square-[[af]f]","NA",225,375,1713533876385,1713533610363,266.022
"170",4,"novice",8,1,0.2,0.8,0.2,10,"E","square-[[af]f]","NA",225,600,1713533878521,1713533610363,268.158
"171",4,"novice",9,1,0.2,0.8,0.2,1,"F","circle-e-square-a","0",0,0,1713533882600,1713533610363,272.237
"172",4,"novice",9,1,0.2,0.8,0.2,2,"F","circle-f-square-a","1",0,0,1713533884751,1713533610363,274.388
"173",4,"novice",9,1,0.2,0.8,0.2,3,"F","circle-[af]-square-f","0",0,0,1713533887785,1713533610363,277.422
"174",4,"novice",9,1,0.2,0.8,0.2,4,"F","circle-[af]-square-a","0",0,0,1713533889922,1713533610363,279.559
"175",4,"novice",9,1,0.2,0.8,0.2,5,"F","circle-[af]-circle-c","0",0,0,1713533891965,1713533610363,281.602
"176",4,"novice",9,1,0.2,0.8,0.2,6,"F","circle-[af]-circle-d","0",0,0,1713533897173,1713533610363,286.81
"177",4,"novice",9,1,0.2,0.8,0.2,7,"F","circle-[af]-square-d","0",0,0,1713533899193,1713533610363,288.83
"178",4,"novice",9,1,0.2,0.8,0.2,8,"F","circle-[af]-circle-f","1",0,0,1713533901203,1713533610363,290.84
"179",4,"novice",9,1,0.2,0.8,0.2,9,"F","circle-[[af]f]-square-f","0",0,0,1713533904238,1713533610363,293.875
"180",4,"novice",9,1,0.2,0.8,0.2,10,"E","circle-[[af]f]","NA",225,225,1713533905671,1713533610363,295.308
"181",5,"expert",1,0,0.2,0.8,0.2,1,"F","square-b-square-c","1",0,0,1713533588477,1713533463115,125.362
"182",5,"expert",1,0,0.2,0.8,0.2,2,"F","square-[bc]-square-[bc]","1",0,0,1713533598077,1713533463115,134.962
"183",5,"expert",1,0,0.2,0.8,0.2,3,"F","square-[[bc][bc]]-square-[bc]","1",0,0,1713533603213,1713533463115,140.098
"184",5,"expert",1,0,0.2,0.8,0.2,4,"F","square-[[[bc][bc]][bc]]-square-[[bc][bc]]","1",0,0,1713533606695,1713533463115,143.58
"185",5,"expert",1,0,0.2,0.8,0.2,5,"F","square-[[[[bc][bc]][bc]][[bc][bc]]]-square-[[[bc][bc]][bc]]","1",0,0,1713533610897,1713533463115,147.782
"186",5,"expert",1,0,0.2,0.8,0.2,6,"F","square-[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]]-square-[[[[bc][bc]][bc]][[bc][bc]]]","1",0,0,1713533617414,1713533463115,154.299
"187",5,"expert",1,0,0.2,0.8,0.2,7,"F","square-[[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]]-square-[[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]]","1",0,0,1713533628480,1713533463115,165.365
"188",5,"expert",1,0,0.2,0.8,0.2,8,"F","square-[[[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]][[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]]]-square-[[[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]][[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]]]","1",0,0,1713533642683,1713533463115,179.568
"189",5,"expert",1,0,0.2,0.8,0.2,9,"E","square-[[[[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]][[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]]][[[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]][[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]]]]","NA",2570,2570,1713533647699,1713533463115,184.584
"190",5,"expert",1,0,0.2,0.8,0.2,10,"E","square-[[[[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]][[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]]][[[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]][[[[[[bc][bc]][bc]][[bc][bc]]][[[bc][bc]][bc]]][[[[bc][bc]][bc]][[bc][bc]]]]]]","NA",2570,5140,1713533652150,1713533463115,189.035
"191",5,"expert",2,0,0.2,0.8,0.2,1,"F","square-a-square-f","1",0,0,1713533665085,1713533463115,201.97
"192",5,"expert",2,0,0.2,0.8,0.2,2,"F","square-[af]-square-[af]","1",0,0,1713533668185,1713533463115,205.07
"193",5,"expert",2,0,0.2,0.8,0.2,3,"F","square-[[af][af]]-square-[[af][af]]","1",0,0,1713533670584,1713533463115,207.469
