"","id","condition","task_id","squareOnLeft","pcircle","psquare","pcross","step_id","action","item_selection","feedback","immediate_score","total_score","timestamp","start_time","task_sec"
"33",21,"novice",4,0,0.2,0.8,0.2,3,"F","circle-c-circle-c","1",0,0,1714484488303,1714484356970,131.333
"34",21,"novice",4,0,0.2,0.8,0.2,4,"F","circle-[cc]-square-c","0",0,0,1714484491701,1714484356970,134.731
"35",21,"novice",4,0,0.2,0.8,0.2,5,"F","circle-[cc]-square-a","0",0,0,1714484493935,1714484356970,136.965
"36",21,"novice",4,0,0.2,0.8,0.2,6,"F","circle-[cc]-circle-a","0",0,0,1714484496762,1714484356970,139.792
"37",21,"novice",4,0,0.2,0.8,0.2,7,"E","circle-[cc]","NA",150,150,1714484497816,1714484356970,140.846
"38",21,"novice",4,0,0.2,0.8,0.2,8,"E","circle-[cc]","NA",150,300,1714484498600,1714484356970,141.63
"39",21,"novice",4,0,0.2,0.8,0.2,9,"E","circle-[cc]","NA",150,450,1714484499542,1714484356970,142.572
"40",21,"novice",4,0,0.2,0.8,0.2,10,"E","circle-[cc]","NA",150,600,1714484500561,1714484356970,143.591
"41",21,"novice",5,0,0.2,0.2,0.8,1,"E","circle-a","NA",100,100,1714484503935,1714484356970,146.965
"42",21,"novice",5,0,0.2,0.2,0.8,2,"E","circle-a","NA",100,200,1714484504613,1714484356970,147.643
"43",21,"novice",5,0,0.2,0.2,0.8,3,"E","circle-a","NA",100,300,1714484505334,1714484356970,148.364
"44",21,"novice",5,0,0.2,0.2,0.8,4,"E","circle-a","NA",100,400,1714484506062,1714484356970,149.092
"45",21,"novice",5,0,0.2,0.2,0.8,5,"E","circle-a","NA",100,500,1714484506816,1714484356970,149.846
"46",21,"novice",5,0,0.2,0.2,0.8,6,"E","circle-a","NA",100,600,1714484507642,1714484356970,150.672
"47",21,"novice",5,0,0.2,0.2,0.8,7,"E","circle-a","NA",100,700,1714484508425,1714484356970,151.455
"48",21,"novice",5,0,0.2,0.2,0.8,8,"E","circle-a","NA",100,800,1714484509268,1714484356970,152.298
"49",21,"novice",5,0,0.2,0.2,0.8,9,"E","circle-a","NA",100,900,1714484510331,1714484356970,153.361
"50",21,"novice",5,0,0.2,0.2,0.8,10,"E","circle-a","NA",100,1000,1714484511344,1714484356970,154.374
"51",21,"novice",6,0,0.2,0.2,0.8,1,"F","square-a-square-a","0",0,0,1714484515243,1714484356970,158.273
"52",21,"novice",6,0,0.2,0.2,0.8,2,"F","circle-a-circle-a","0",0,0,1714484518152,1714484356970,161.182
"53",21,"novice",6,0,0.2,0.2,0.8,3,"F","circle-b-circle-b","1",0,0,1714484520007,1714484356970,163.037
"54",21,"novice",6,0,0.2,0.2,0.8,4,"E","circle-[bb]","NA",150,150,1714484521257,1714484356970,164.287
"55",21,"novice",6,0,0.2,0.2,0.8,5,"E","circle-[bb]","NA",150,300,1714484522134,1714484356970,165.164
"56",21,"novice",6,0,0.2,0.2,0.8,6,"E","circle-[bb]","NA",150,450,1714484522977,1714484356970,166.007
"57",21,"novice",6,0,0.2,0.2,0.8,7,"E","circle-[bb]","NA",150,600,1714484524006,1714484356970,167.036
"58",21,"novice",6,0,0.2,0.2,0.8,8,"E","circle-[bb]","NA",150,750,1714484525114,1714484356970,168.144
"59",21,"novice",6,0,0.2,0.2,0.8,9,"E","circle-[bb]","NA",150,900,1714484526198,1714484356970,169.228
"60",21,"novice",6,0,0.2,0.2,0.8,10,"E","circle-[bb]","NA",150,1050,1714484527210,1714484356970,170.24
"61",21,"novice",7,0,0.8,0.2,0.2,1,"F","circle-a-circle-a","1",0,0,1714484530649,1714484356970,173.679
"62",21,"novice",7,0,0.8,0.2,0.2,2,"F","circle-[aa]-square-a","0",0,0,1714484532977,1714484356970,176.007
"63",21,"novice",7,0,0.8,0.2,0.2,3,"F","circle-[aa]-square-b","0",0,0,1714484535545,1714484356970,178.575
"64",21,"novice",7,0,0.8,0.2,0.2,4,"F","circle-[aa]-square-c","1",0,0,1714484537224,1714484356970,180.254
"65",21,"novice",7,0,0.8,0.2,0.2,5,"E","square-[[aa]c]","NA",225,225,1714484538978,1714484356970,182.008
"66",21,"novice",7,0,0.8,0.2,0.2,6,"E","square-[[aa]c]","NA",225,450,1714484540426,1714484356970,183.456
"67",21,"novice",7,0,0.8,0.2,0.2,7,"E","square-[[aa]c]","NA",225,675,1714484541697,1714484356970,184.727
"68",21,"novice",7,0,0.8,0.2,0.2,8,"E","square-[[aa]c]","NA",225,900,1714484542994,1714484356970,186.024
"69",21,"novice",7,0,0.8,0.2,0.2,9,"E","square-[[aa]c]","NA",225,1125,1714484544460,1714484356970,187.49
"70",21,"novice",7,0,0.8,0.2,0.2,10,"E","square-[[aa]c]","NA",225,1350,1714484545776,1714484356970,188.806
"71",21,"novice",8,0,0.2,0.8,0.2,1,"F","circle-a-circle-a","0",0,0,1714484549710,1714484356970,192.74
"72",21,"novice",8,0,0.2,0.8,0.2,2,"F","circle-b-circle-b","0",0,0,1714484551182,1714484356970,194.212
"73",21,"novice",8,0,0.2,0.8,0.2,3,"F","circle-c-circle-c","0",0,0,1714484552910,1714484356970,195.94
"74",21,"novice",8,0,0.2,0.8,0.2,4,"F","circle-d-circle-d","0",0,0,1714484554438,1714484356970,197.468
"75",21,"novice",8,0,0.2,0.8,0.2,5,"F","circle-e-circle-e","0",0,0,1714484556483,1714484356970,199.513
"76",21,"novice",8,0,0.2,0.8,0.2,6,"F","circle-f-circle-f","0",0,0,1714484557975,1714484356970,201.005
"77",21,"novice",8,0,0.2,0.8,0.2,7,"F","square-a-square-a","0",0,0,1714484559821,1714484356970,202.851
"78",21,"novice",8,0,0.2,0.8,0.2,8,"F","square-b-square-b","0",0,0,1714484561257,1714484356970,204.287
"79",21,"novice",8,0,0.2,0.8,0.2,9,"F","square-c-square-c","0",0,0,1714484562671,1714484356970,205.701
"80",21,"novice",8,0,0.2,0.8,0.2,10,"F","square-d-square-d","0",0,0,1714484564298,1714484356970,207.328
"81",21,"novice",9,0,0.2,0.2,0.8,1,"F","circle-a-circle-a","0",0,0,1714484569579,1714484356970,212.609
"82",21,"novice",9,0,0.2,0.2,0.8,2,"F","circle-a-circle-b","0",0,0,1714484572451,1714484356970,215.481
"83",21,"novice",9,0,0.2,0.2,0.8,3,"F","circle-a-circle-c","0",0,0,1714484574138,1714484356970,217.168
"84",21,"novice",9,0,0.2,0.2,0.8,4,"F","circle-a-circle-d","1",0,0,1714484575886,1714484356970,218.916
"85",21,"novice",9,0,0.2,0.2,0.8,5,"F","circle-[ad]-square-a","1",0,0,1714484579660,1714484356970,222.69
"86",21,"novice",9,0,0.2,0.2,0.8,6,"E","square-[[ad]a]","NA",225,225,1714484581638,1714484356970,224.668
"87",21,"novice",9,0,0.2,0.2,0.8,7,"E","square-[[ad]a]","NA",225,450,1714484582600,1714484356970,225.63
"88",21,"novice",9,0,0.2,0.2,0.8,8,"E","square-[[ad]a]","NA",225,675,1714484583614,1714484356970,226.644
"89",21,"novice",9,0,0.2,0.2,0.8,9,"E","square-[[ad]a]","NA",225,900,1714484584674,1714484356970,227.704
"90",21,"novice",9,0,0.2,0.2,0.8,10,"E","square-[[ad]a]","NA",225,1125,1714484586050,1714484356970,229.08
"91",22,"novice",1,0,0.8,0.2,0.2,1,"F","circle-f-square-f","0",0,0,1714484483091,1714484409226,73.865
"92",22,"novice",1,0,0.8,0.2,0.2,2,"F","circle-f-square-d","0",0,0,1714484486355,1714484409226,77.129
"93",22,"novice",1,0,0.8,0.2,0.2,3,"F","circle-e-circle-f","1",0,0,1714484488806,1714484409226,79.58
"94",22,"novice",1,0,0.8,0.2,0.2,4,"F","circle-[ef]-square-a","0",0,0,1714484491425,1714484409226,82.199
"95",22,"novice",1,0,0.8,0.2,0.2,5,"F","circle-[ef]-square-b","0",0,0,1714484494071,1714484409226,84.845
"96",22,"novice",1,0,0.8,0.2,0.2,6,"F","circle-[ef]-circle-b","1",0,0,1714484497671,1714484409226,88.445
"97",22,"novice",1,0,0.8,0.2,0.2,7,"F","circle-[[ef]b]-circle-[ef]","0",0,0,1714484499986,1714484409226,90.76
"98",22,"novice",1,0,0.8,0.2,0.2,8,"F","circle-[[ef]b]-circle-b","1",0,0,1714484503415,1714484409226,94.189
"99",22,"novice",1,0,0.8,0.2,0.2,9,"F","circle-[[[ef]b]b]-circle-[[ef]b]","1",0,0,1714484505881,1714484409226,96.655
"100",22,"novice",1,0,0.8,0.2,0.2,10,"E","circle-[[[[ef]b]b][[ef]b]]","NA",507,507,1714484508452,1714484409226,99.226
"101",22,"novice",2,0,0.2,0.8,0.2,1,"F","circle-f-square-a","0",0,0,1714484514163,1714484409226,104.937
"102",22,"novice",2,0,0.2,0.8,0.2,2,"F","circle-c-square-c","1",0,0,1714484516825,1714484409226,107.599
"103",22,"novice",2,0,0.2,0.8,0.2,3,"F","circle-[cc]-square-c","1",0,0,1714484519892,1714484409226,110.666
"104",22,"novice",2,0,0.2,0.8,0.2,4,"F","circle-[cc]-square-[[cc]c]","0",0,0,1714484522688,1714484409226,113.462
"105",22,"novice",2,0,0.2,0.8,0.2,5,"F","square-[[cc]c]-square-d","1",0,0,1714484526009,1714484409226,116.783
"106",22,"novice",2,0,0.2,0.8,0.2,6,"F","square-[[[cc]c]d]-square-[[cc]c]","1",0,0,1714484528473,1714484409226,119.247
"107",22,"novice",2,0,0.2,0.8,0.2,7,"F","square-[[[[cc]c]d][[cc]c]]-square-[[[cc]c]d]","1",0,0,1714484531684,1714484409226,122.458
"108",22,"novice",2,0,0.2,0.8,0.2,8,"F","square-[[[[[cc]c]d][[cc]c]][[[cc]c]d]]-square-[[[[cc]c]d][[cc]c]]","1",0,0,1714484535575,1714484409226,126.349
"109",22,"novice",2,0,0.2,0.8,0.2,9,"F","square-[[[[[[cc]c]d][[cc]c]][[[cc]c]d]][[[[cc]c]d][[cc]c]]]-square-[[[[[cc]c]d][[cc]c]][[[cc]c]d]]","1",0,0,1714484539058,1714484409226,129.832
"110",22,"novice",2,0,0.2,0.8,0.2,10,"E","square-[[[[[[[cc]c]d][[cc]c]][[[cc]c]d]][[[[cc]c]d][[cc]c]]][[[[[cc]c]d][[cc]c]][[[cc]c]d]]]","NA",1713,1713,1714484541544,1714484409226,132.318
"111",22,"novice",3,0,0.2,0.8,0.2,1,"F","circle-c-square-c","0",0,0,1714484547913,1714484409226,138.687
"112",22,"novice",3,0,0.2,0.8,0.2,2,"F","circle-c-square-d","0",0,0,1714484550179,1714484409226,140.953
"113",22,"novice",3,0,0.2,0.8,0.2,3,"F","circle-c-circle-d","0",0,0,1714484552577,1714484409226,143.351
"114",22,"novice",3,0,0.2,0.8,0.2,4,"F","circle-b-circle-e","0",0,0,1714484555290,1714484409226,146.064
"115",22,"novice",3,0,0.2,0.8,0.2,5,"E","circle-a","NA",100,100,1714484556885,1714484409226,147.659
"116",22,"novice",3,0,0.2,0.8,0.2,6,"E","circle-b","NA",100,200,1714484557911,1714484409226,148.685
"117",22,"novice",3,0,0.2,0.8,0.2,7,"E","circle-c","NA",100,300,1714484558865,1714484409226,149.639
"118",22,"novice",3,0,0.2,0.8,0.2,8,"F","circle-e-circle-f","0",0,300,1714484563318,1714484409226,154.092
"119",22,"novice",3,0,0.2,0.8,0.2,9,"E","circle-f","NA",100,400,1714484565251,1714484409226,156.025
"120",22,"novice",3,0,0.2,0.8,0.2,10,"E","circle-e","NA",100,500,1714484566987,1714484409226,157.761
"121",22,"novice",4,0,0.2,0.2,0.8,1,"F","circle-f-square-f","1",0,0,1714484571661,1714484409226,162.435
"122",22,"novice",4,0,0.2,0.2,0.8,2,"F","square-[ff]-square-f","0",0,0,1714484574042,1714484409226,164.816
"123",22,"novice",4,0,0.2,0.2,0.8,3,"F","circle-f-square-[ff]","1",0,0,1714484576774,1714484409226,167.548
"124",22,"novice",4,0,0.2,0.2,0.8,4,"F","square-[[ff]f]-square-[ff]","0",0,0,1714484579664,1714484409226,170.438
"125",22,"novice",4,0,0.2,0.2,0.8,5,"F","circle-f-square-[[ff]f]","1",0,0,1714484583120,1714484409226,173.894
"126",22,"novice",4,0,0.2,0.2,0.8,6,"F","square-[[[ff]f]f]-square-[[ff]f]","0",0,0,1714484586166,1714484409226,176.94
"127",22,"novice",4,0,0.2,0.2,0.8,7,"F","circle-f-square-[[[ff]f]f]","1",0,0,1714484588817,1714484409226,179.591
"128",22,"novice",4,0,0.2,0.2,0.8,8,"F","circle-f-square-[[[[ff]f]f]f]","1",0,0,1714484591784,1714484409226,182.558
"129",22,"novice",4,0,0.2,0.2,0.8,9,"F","circle-f-square-[[[[[ff]f]f]f]f]","1",0,0,1714484594870,1714484409226,185.644
"130",22,"novice",4,0,0.2,0.2,0.8,10,"E","square-[[[[[[ff]f]f]f]f]f]","NA",1142,1142,1714484596960,1714484409226,187.734
"131",22,"novice",5,0,0.2,0.2,0.8,1,"F","circle-f-square-f","1",0,0,1714484602100,1714484409226,192.874
"132",22,"novice",5,0,0.2,0.2,0.8,2,"F","circle-[ff]-circle-f","0",0,0,1714484605021,1714484409226,195.795
"133",22,"novice",5,0,0.2,0.2,0.8,3,"F","circle-[ff]-square-f","1",0,0,1714484608023,1714484409226,198.797
"134",22,"novice",5,0,0.2,0.2,0.8,4,"F","circle-[[ff]f]-circle-[ff]","1",0,0,1714484611039,1714484409226,201.813
"135",22,"novice",5,0,0.2,0.2,0.8,5,"F","circle-[[[ff]f][ff]]-circle-[[ff]f]","1",0,0,1714484614310,1714484409226,205.084
"136",22,"novice",5,0,0.2,0.2,0.8,6,"F","circle-[[[[ff]f][ff]][[ff]f]]-circle-[[[ff]f][ff]]","1",0,0,1714484616989,1714484409226,207.763
"137",22,"novice",5,0,0.2,0.2,0.8,7,"F","circle-[[[[[ff]f][ff]][[ff]f]][[[ff]f][ff]]]-circle-[[[[ff]f][ff]][[ff]f]]","0",0,0,1714484620150,1714484409226,210.924
"138",22,"novice",5,0,0.2,0.2,0.8,8,"F","circle-[[[[[ff]f][ff]][[ff]f]][[[ff]f][ff]]]-square-f","0",0,0,1714484623846,1714484409226,214.62
"139",22,"novice",5,0,0.2,0.2,0.8,9,"F","circle-[[[[[ff]f][ff]][[ff]f]][[[ff]f][ff]]]-circle-f","0",0,0,1714484626823,1714484409226,217.597
"140",22,"novice",5,0,0.2,0.2,0.8,10,"E","circle-[[[[[ff]f][ff]][[ff]f]][[[ff]f][ff]]]","NA",761,761,1714484631509,1714484409226,222.283
"141",22,"novice",6,0,0.2,0.8,0.2,1,"F","circle-f-square-f","0",0,0,1714484637919,1714484409226,228.693
"142",22,"novice",6,0,0.2,0.8,0.2,2,"F","circle-c-square-a","1",0,0,1714484640788,1714484409226,231.562
"143",22,"novice",6,0,0.2,0.8,0.2,3,"F","circle-c-square-[ac]","0",0,0,1714484643575,1714484409226,234.349
"144",22,"novice",6,0,0.2,0.8,0.2,4,"F","square-[ac]-square-a","0",0,0,1714484645895,1714484409226,236.669
"145",22,"novice",6,0,0.2,0.8,0.2,5,"F","circle-a-square-[ac]","0",0,0,1714484649271,1714484409226,240.045
"146",22,"novice",6,0,0.2,0.8,0.2,6,"F","circle-e-square-[ac]","0",0,0,1714484652140,1714484409226,242.914
"147",22,"novice",6,0,0.2,0.8,0.2,7,"F","square-[ac]-square-b","1",0,0,1714484655272,1714484409226,246.046
"148",22,"novice",6,0,0.2,0.8,0.2,8,"F","square-[[ac]b]-square-[ac]","1",0,0,1714484657538,1714484409226,248.312
"149",22,"novice",6,0,0.2,0.8,0.2,9,"F","square-[[[ac]b][ac]]-square-[[ac]b]","1",0,0,1714484659981,1714484409226,250.755
"150",22,"novice",6,0,0.2,0.8,0.2,10,"E","square-[[[[ac]b][ac]][[ac]b]]","NA",507,507,1714484661902,1714484409226,252.676
"151",22,"novice",7,0,0.8,0.2,0.2,1,"F","circle-d-square-f","0",0,0,1714484668574,1714484409226,259.348
"152",22,"novice",7,0,0.8,0.2,0.2,2,"F","circle-e-circle-e","1",0,0,1714484670776,1714484409226,261.55
"153",22,"novice",7,0,0.8,0.2,0.2,3,"F","circle-[ee]-circle-e","0",0,0,1714484672870,1714484409226,263.644
"154",22,"novice",7,0,0.8,0.2,0.2,4,"F","circle-[ee]-square-e","1",0,0,1714484675551,1714484409226,266.325
"155",22,"novice",7,0,0.8,0.2,0.2,5,"F","circle-[ee]-square-[[ee]e]","1",0,0,1714484677779,1714484409226,268.553
"156",22,"novice",7,0,0.8,0.2,0.2,6,"F","circle-[ee]-square-[[[ee]e][ee]]","0",0,0,1714484680552,1714484409226,271.326
"157",22,"novice",7,0,0.8,0.2,0.2,7,"F","square-[[[ee]e][ee]]-square-[[ee]e]","1",0,0,1714484682822,1714484409226,273.596
"158",22,"novice",7,0,0.8,0.2,0.2,8,"F","square-[[[[ee]e][ee]][[ee]e]]-square-[[[ee]e][ee]]","0",0,0,1714484685382,1714484409226,276.156
"159",22,"novice",7,0,0.8,0.2,0.2,9,"F","square-[[[[ee]e][ee]][[ee]e]]-square-[[ee]e]","0",0,0,1714484687901,1714484409226,278.675
"160",22,"novice",7,0,0.8,0.2,0.2,10,"E","square-[[[[ee]e][ee]][[ee]e]]","NA",507,507,1714484690335,1714484409226,281.109
"161",22,"novice",8,0,0.8,0.2,0.2,1,"E","circle-f","NA",100,100,1714484694806,1714484409226,285.58
"162",22,"novice",8,0,0.8,0.2,0.2,2,"E","circle-e","NA",100,200,1714484695945,1714484409226,286.719
"163",22,"novice",8,0,0.8,0.2,0.2,3,"E","circle-c","NA",100,300,1714484696779,1714484409226,287.553
"164",22,"novice",8,0,0.8,0.2,0.2,4,"E","square-d","NA",100,400,1714484698049,1714484409226,288.823
"165",22,"novice",8,0,0.8,0.2,0.2,5,"E","square-e","NA",100,500,1714484699404,1714484409226,290.178
"166",22,"novice",8,0,0.8,0.2,0.2,6,"E","square-a","NA",100,600,1714484700552,1714484409226,291.326
"167",22,"novice",8,0,0.8,0.2,0.2,7,"E","square-b","NA",100,700,1714484701749,1714484409226,292.523
"168",22,"novice",8,0,0.8,0.2,0.2,8,"E","square-c","NA",100,800,1714484703011,1714484409226,293.785
"169",22,"novice",8,0,0.8,0.2,0.2,9,"E","square-f","NA",100,900,1714484704395,1714484409226,295.169
"170",22,"novice",8,0,0.8,0.2,0.2,10,"E","circle-e","NA",100,1000,1714484705746,1714484409226,296.52
"171",22,"novice",9,0,0.2,0.2,0.8,1,"F","square-d-square-d","0",0,0,1714484711373,1714484409226,302.147
"172",22,"novice",9,0,0.2,0.2,0.8,2,"F","square-d-square-e","1",0,0,1714484713812,1714484409226,304.586
"173",22,"novice",9,0,0.2,0.2,0.8,3,"F","square-[de]-square-e","0",0,0,1714484716892,1714484409226,307.666
"174",22,"novice",9,0,0.2,0.2,0.8,4,"F","square-[de]-square-d","0",0,0,1714484718792,1714484409226,309.566
"175",22,"novice",9,0,0.2,0.2,0.8,5,"F","circle-e-square-[de]","1",0,0,1714484721426,1714484409226,312.2
"176",22,"novice",9,0,0.2,0.2,0.8,6,"F","circle-a-square-[[de]e]","1",0,0,1714484724731,1714484409226,315.505
"177",22,"novice",9,0,0.2,0.2,0.8,7,"F","circle-a-square-[[[de]e]a]","1",0,0,1714484727568,1714484409226,318.342
"178",22,"novice",9,0,0.2,0.2,0.8,8,"F","circle-[[[[de]e]a]a]-square-a","1",0,0,1714484730087,1714484409226,320.861
"179",22,"novice",9,0,0.2,0.2,0.8,9,"F","circle-a-square-[[[[[de]e]a]a]a]","1",0,0,1714484733402,1714484409226,324.176
"180",22,"novice",9,0,0.2,0.2,0.8,10,"E","circle-[[[[[[de]e]a]a]a]a]","NA",1142,1142,1714484735255,1714484409226,326.029
"181",23,"expert",1,0,0.2,0.2,0.8,1,"F","circle-c-square-e","1",0,0,1714484346112,1714484268376,77.736
"182",23,"expert",1,0,0.2,0.2,0.8,2,"E","circle-[ce]","NA",150,150,1714484349431,1714484268376,81.055
"183",23,"expert",1,0,0.2,0.2,0.8,3,"F","circle-[ce]-square-c","1",0,150,1714484355192,1714484268376,86.816
"184",23,"expert",1,0,0.2,0.2,0.8,4,"E","square-[[ce]c]","NA",225,375,1714484357591,1714484268376,89.215
"185",23,"expert",1,0,0.2,0.2,0.8,5,"F","circle-b-square-[[ce]c]","1",0,375,1714484362415,1714484268376,94.039
"186",23,"expert",1,0,0.2,0.2,0.8,6,"E","square-[[[ce]c]b]","NA",338,713,1714484363831,1714484268376,95.455
"187",23,"expert",1,0,0.2,0.2,0.8,7,"F","circle-e-square-[[[ce]c]b]","1",0,713,1714484369128,1714484268376,100.752
"188",23,"expert",1,0,0.2,0.2,0.8,8,"E","square-[[[[ce]c]b]e]","NA",507,1220,1714484370647,1714484268376,102.271
"189",23,"expert",1,0,0.2,0.2,0.8,9,"F","circle-a-square-[[[[ce]c]b]e]","1",0,1220,1714484373863,1714484268376,105.487
"190",23,"expert",1,0,0.2,0.2,0.8,10,"E","circle-[[[[[ce]c]b]e]a]","NA",761,1981,1714484375359,1714484268376,106.983
"191",23,"expert",2,0,0.2,0.2,0.8,1,"F","circle-f-square-e","1",0,0,1714484385328,1714484268376,116.952
"192",23,"expert",2,0,0.2,0.2,0.8,2,"E","circle-[ef]","NA",150,150,1714484386968,1714484268376,118.592
"193",23,"expert",2,0,0.2,0.2,0.8,3,"F","circle-[ef]-square-c","1",0,150,1714484389288,1714484268376,120.912
"194",23,"expert",2,0,0.2,0.2,0.8,4,"E","circle-[[ef]c]","NA",225,375,1714484391592,1714484268376,123.216
"195",23,"expert",2,0,0.2,0.2,0.8,5,"F","circle-[[ef]c]-square-a","1",0,375,1714484395200,1714484268376,126.824
"196",23,"expert",2,0,0.2,0.2,0.8,6,"E","square-[[[ef]c]a]","NA",338,713,1714484396448,1714484268376,128.072
"197",23,"expert",2,0,0.2,0.2,0.8,7,"F","circle-a-square-[[[ef]c]a]","1",0,713,1714484399376,1714484268376,131
"198",23,"expert",2,0,0.2,0.2,0.8,8,"E","square-[[[[ef]c]a]a]","NA",507,1220,1714484401408,1714484268376,133.032
"199",23,"expert",2,0,0.2,0.2,0.8,9,"F","circle-d-square-[[[[ef]c]a]a]","1",0,1220,1714484404464,1714484268376,136.088
"200",23,"expert",2,0,0.2,0.2,0.8,10,"E","circle-[[[[[ef]c]a]a]d]","NA",761,1981,1714484405968,1714484268376,137.592
"201",23,"expert",3,0,0.8,0.2,0.2,1,"F","circle-a-circle-b","1",0,0,1714484411576,1714484268376,143.2
"202",23,"expert",3,0,0.8,0.2,0.2,2,"E","circle-[ab]","NA",150,150,1714484412856,1714484268376,144.48
"203",23,"expert",3,0,0.8,0.2,0.2,3,"F","circle-a-circle-c","1",0,150,1714484414832,1714484268376,146.456
"204",23,"expert",3,0,0.8,0.2,0.2,4,"F","circle-[ab]-circle-[ac]","1",0,150,1714484417336,1714484268376,148.96
"205",23,"expert",3,0,0.8,0.2,0.2,5,"E","circle-[[ab][ac]]","NA",225,375,1714484418600,1714484268376,150.224
"206",23,"expert",3,0,0.8,0.2,0.2,6,"F","circle-[[ab][ac]]-circle-[ac]","0",0,375,1714484421760,1714484268376,153.384
"207",23,"expert",3,0,0.8,0.2,0.2,7,"F","circle-[[ab][ac]]-circle-f","1",0,375,1714484425193,1714484268376,156.817
"208",23,"expert",3,0,0.8,0.2,0.2,8,"E","circle-[[[ab][ac]]f]","NA",338,713,1714484426848,1714484268376,158.472
"209",23,"expert",3,0,0.8,0.2,0.2,9,"F","circle-[[[ab][ac]]f]-circle-c","1",0,713,1714484430296,1714484268376,161.92
"210",23,"expert",3,0,0.8,0.2,0.2,10,"E","circle-[[[[ab][ac]]f]c]","NA",507,1220,1714484431960,1714484268376,163.584
"211",23,"expert",4,0,0.2,0.8,0.2,1,"F","square-c-square-f","1",0,0,1714484438272,1714484268376,169.896
