"","id","condition","task_id","step_id","action","item_selection","feedback","immediate_score","total_score","timestamp","start_time","task_sec"
"30",2,"expert-cross",3,10,"E","square-[[[[[bd][dd]][bd]][[bd][dd]]][bd]]","NA",761,761,1713447353410,1713447180152,173.258
"31",2,"expert-cross",4,1,"F","circle-d-square-d","1",0,0,1713447357698,1713447180152,177.546
"32",2,"expert-cross",4,2,"F","circle-c-square-c","1",0,0,1713447359986,1713447180152,179.834
"33",2,"expert-cross",4,3,"F","square-[cc]-square-[dd]","0",0,0,1713447361581,1713447180152,181.429
"34",2,"expert-cross",4,4,"F","circle-c-square-[cc]","0",0,0,1713447363516,1713447180152,183.364
"35",2,"expert-cross",4,5,"F","circle-c-square-[dd]","1",0,0,1713447365474,1713447180152,185.322
"36",2,"expert-cross",4,6,"F","square-[[dd]c]-square-[cc]","0",0,0,1713447367283,1713447180152,187.131
"37",2,"expert-cross",4,7,"F","square-[[dd]c]-square-[dd]","0",0,0,1713447369634,1713447180152,189.482
"38",2,"expert-cross",4,8,"F","circle-e-square-[[dd]c]","1",0,0,1713447372345,1713447180152,192.193
"39",2,"expert-cross",4,9,"F","circle-[[[dd]c]e]-square-[[dd]c]","1",0,0,1713447374250,1713447180152,194.098
"40",2,"expert-cross",4,10,"E","circle-[[[[dd]c]e][[dd]c]]","NA",507,507,1713447375874,1713447180152,195.722
"41",2,"expert-cross",5,1,"F","circle-d-square-d","0",0,0,1713447382610,1713447180152,202.458
"42",2,"expert-cross",5,2,"F","circle-e-square-e","1",0,0,1713447384362,1713447180152,204.21
"43",2,"expert-cross",5,3,"F","circle-f-square-f","1",0,0,1713447386194,1713447180152,206.042
"44",2,"expert-cross",5,4,"F","circle-[ff]-square-[ee]","1",0,0,1713447388011,1713447180152,207.859
"45",2,"expert-cross",5,5,"F","circle-[[ee][ff]]-square-[ee]","0",0,0,1713447390107,1713447180152,209.955
"46",2,"expert-cross",5,6,"F","circle-[[ee][ff]]-circle-[ff]","0",0,0,1713447391740,1713447180152,211.588
"47",2,"expert-cross",5,7,"F","circle-[[ee][ff]]-square-e","1",0,0,1713447393827,1713447180152,213.675
"48",2,"expert-cross",5,8,"F","circle-[[[ee][ff]]e]-circle-[[ee][ff]]","1",0,0,1713447395500,1713447180152,215.348
"49",2,"expert-cross",5,9,"E","circle-[[[[ee][ff]]e][[ee][ff]]]","NA",507,507,1713447397004,1713447180152,216.852
"50",2,"expert-cross",5,10,"E","circle-[[[[ee][ff]]e][[ee][ff]]]","NA",507,1014,1713447398493,1713447180152,218.341
"51",2,"expert-cross",6,1,"F","circle-e-square-e","1",0,0,1713447403846,1713447180152,223.694
"52",2,"expert-cross",6,2,"F","circle-d-square-f","1",0,0,1713447406347,1713447180152,226.195
"53",2,"expert-cross",6,3,"F","circle-[df]-square-[ee]","1",0,0,1713447408362,1713447180152,228.21
"54",2,"expert-cross",6,4,"F","circle-[[df][ee]]-square-d","0",0,0,1713447411332,1713447180152,231.18
"55",2,"expert-cross",6,5,"F","circle-[[df][ee]]-square-e","0",0,0,1713447413388,1713447180152,233.236
"56",2,"expert-cross",6,6,"F","circle-[[df][ee]]-circle-[df]","1",0,0,1713447415258,1713447180152,235.106
"57",2,"expert-cross",6,7,"F","circle-[[[df][ee]][df]]-circle-[df]","0",0,0,1713447417964,1713447180152,237.812
"58",2,"expert-cross",6,8,"F","circle-[[[df][ee]][df]]-square-e","1",0,0,1713447419898,1713447180152,239.746
"59",2,"expert-cross",6,9,"E","square-[[[[df][ee]][df]]e]","NA",507,507,1713447421611,1713447180152,241.459
"60",2,"expert-cross",6,10,"E","square-[[[[df][ee]][df]]e]","NA",507,1014,1713447422969,1713447180152,242.817
"61",2,"expert-cross",7,1,"F","circle-e-square-e","1",0,0,1713447427890,1713447180152,247.738
"62",2,"expert-cross",7,2,"F","circle-d-square-d","0",0,0,1713447429835,1713447180152,249.683
"63",2,"expert-cross",7,3,"F","circle-c-square-c","0",0,0,1713447431794,1713447180152,251.642
"64",2,"expert-cross",7,4,"F","circle-c-square-b","1",0,0,1713447433627,1713447180152,253.475
"65",2,"expert-cross",7,5,"F","circle-[ee]-square-[bc]","0",0,0,1713447435365,1713447180152,255.213
"66",2,"expert-cross",7,6,"F","circle-[ee]-square-e","1",0,0,1713447437705,1713447180152,257.553
"67",2,"expert-cross",7,7,"F","circle-[ee]-square-[[ee]e]","1",0,0,1713447439802,1713447180152,259.65
"68",2,"expert-cross",7,8,"F","circle-[ee]-square-[[[ee]e][ee]]","0",0,0,1713447442364,1713447180152,262.212
"69",2,"expert-cross",7,9,"F","square-[[[ee]e][ee]]-square-[[ee]e]","0",0,0,1713447443867,1713447180152,263.715
"70",2,"expert-cross",7,10,"E","square-[[[ee]e][ee]]","NA",338,338,1713447445732,1713447180152,265.58
"71",3,"expert-square",1,1,"F","square-a-square-e","1",0,0,1713447214368,1713447134120,80.248
"72",3,"expert-square",1,2,"F","square-[ae]-square-c","1",0,0,1713447217472,1713447134120,83.352
"73",3,"expert-square",1,3,"F","square-[[ae]c]-square-b","1",0,0,1713447220840,1713447134120,86.72
"74",3,"expert-square",1,4,"F","square-[[[ae]c]b]-square-d","1",0,0,1713447224256,1713447134120,90.136
"75",3,"expert-square",1,5,"F","square-[[[[ae]c]b]d]-square-e","1",0,0,1713447226847,1713447134120,92.727
"76",3,"expert-square",1,6,"E","square-[[[[[ae]c]b]d]e]","NA",761,761,1713447229647,1713447134120,95.527
"77",3,"expert-square",1,7,"E","square-[[[[ae]c]b]d]","NA",507,1268,1713447231775,1713447134120,97.655
"78",3,"expert-square",1,8,"E","square-[[[ae]c]b]","NA",338,1606,1713447233631,1713447134120,99.511
"79",3,"expert-square",1,9,"E","square-[[ae]c]","NA",225,1831,1713447234999,1713447134120,100.879
"80",3,"expert-square",1,10,"F","square-[[[[[ae]c]b]d]e]-square-f","1",0,1831,1713447243633,1713447134120,109.513
"81",3,"expert-square",2,1,"F","square-e-square-f","0",0,0,1713447250888,1713447134120,116.768
"82",3,"expert-square",2,2,"F","square-b-square-e","0",0,0,1713447254144,1713447134120,120.024
"83",3,"expert-square",2,3,"F","square-a-square-e","0",0,0,1713447258920,1713447134120,124.8
"84",3,"expert-square",2,4,"F","square-c-square-d","1",0,0,1713447261512,1713447134120,127.392
"85",3,"expert-square",2,5,"F","square-[cd]-square-b","1",0,0,1713447263592,1713447134120,129.472
"86",3,"expert-square",2,6,"F","square-[[cd]b]-square-a","1",0,0,1713447265576,1713447134120,131.456
"87",3,"expert-square",2,7,"E","square-[[[cd]b]a]","NA",338,338,1713447267201,1713447134120,133.081
"88",3,"expert-square",2,8,"E","square-[[cd]b]","NA",225,563,1713447268552,1713447134120,134.432
"89",3,"expert-square",2,9,"F","square-[[[cd]b]a]-square-[cd]","1",0,563,1713447271072,1713447134120,136.952
"90",3,"expert-square",2,10,"E","square-[[[[cd]b]a][cd]]","NA",507,1070,1713447272664,1713447134120,138.544
"91",3,"expert-square",3,1,"F","square-a-square-e","1",0,0,1713447280184,1713447134120,146.064
"92",3,"expert-square",3,2,"F","square-[ae]-square-f","1",0,0,1713447282408,1713447134120,148.288
"93",3,"expert-square",3,3,"F","square-[[ae]f]-square-b","0",0,0,1713447285152,1713447134120,151.032
"94",3,"expert-square",3,4,"F","square-[[ae]f]-square-a","1",0,0,1713447288480,1713447134120,154.36
"95",3,"expert-square",3,5,"F","square-[[[ae]f]a]-square-d","0",0,0,1713447293968,1713447134120,159.848
"96",3,"expert-square",3,6,"F","square-[[[ae]f]a]-square-e","1",0,0,1713447296704,1713447134120,162.584
"97",3,"expert-square",3,7,"F","square-[[[[ae]f]a]e]-square-b","1",0,0,1713447302648,1713447134120,168.528
"98",3,"expert-square",3,8,"E","square-[[[[[ae]f]a]e]b]","NA",761,761,1713447304312,1713447134120,170.192
"99",3,"expert-square",3,9,"E","square-[[[[ae]f]a]e]","NA",507,1268,1713447305640,1713447134120,171.52
"100",3,"expert-square",3,10,"E","square-[[[ae]f]a]","NA",338,1606,1713447307496,1713447134120,173.376
"101",3,"expert-square",4,1,"F","square-e-square-f","0",0,0,1713447312840,1713447134120,178.72
"102",3,"expert-square",4,2,"F","square-b-square-f","0",0,0,1713447314736,1713447134120,180.616
"103",3,"expert-square",4,3,"F","square-a-square-f","1",0,0,1713447318688,1713447134120,184.568
"104",3,"expert-square",4,4,"F","square-[af]-square-c","0",0,0,1713447320904,1713447134120,186.784
"105",3,"expert-square",4,5,"F","square-[af]-square-d","1",0,0,1713447324040,1713447134120,189.92
"106",3,"expert-square",4,6,"F","square-[[af]d]-square-b","1",0,0,1713447326240,1713447134120,192.12
"107",3,"expert-square",4,7,"F","square-[[[af]d]b]-square-[[af]d]","1",0,0,1713447328400,1713447134120,194.28
"108",3,"expert-square",4,8,"F","square-[[[[af]d]b][[af]d]]-square-[[[af]d]b]","1",0,0,1713447330320,1713447134120,196.2
"109",3,"expert-square",4,9,"E","square-[[[[[af]d]b][[af]d]][[[af]d]b]]","NA",761,761,1713447332288,1713447134120,198.168
"110",3,"expert-square",4,10,"E","square-[[[[af]d]b][[af]d]]","NA",507,1268,1713447333544,1713447134120,199.424
"111",3,"expert-square",5,1,"F","circle-c-circle-d","0",0,0,1713447339209,1713447134120,205.089
"112",3,"expert-square",5,2,"F","square-a-square-b","1",0,0,1713447341760,1713447134120,207.64
"113",3,"expert-square",5,3,"F","square-[ab]-square-a","1",0,0,1713447344360,1713447134120,210.24
"114",3,"expert-square",5,4,"F","square-[[ab]a]-square-c","1",0,0,1713447346416,1713447134120,212.296
"115",3,"expert-square",5,5,"F","square-[[[ab]a]c]-square-a","1",0,0,1713447348616,1713447134120,214.496
"116",3,"expert-square",5,6,"F","square-[[[[ab]a]c]a]-square-[[ab]a]","0",0,0,1713447351520,1713447134120,217.4
"117",3,"expert-square",5,7,"F","square-[[[[ab]a]c]a]-square-[[[ab]a]c]","1",0,0,1713447353816,1713447134120,219.696
"118",3,"expert-square",5,8,"F","square-[[[[[ab]a]c]a][[[ab]a]c]]-square-e","0",0,0,1713447355976,1713447134120,221.856
"119",3,"expert-square",5,9,"F","square-[[[[[ab]a]c]a][[[ab]a]c]]-square-[[[[ab]a]c]a]","0",0,0,1713447358136,1713447134120,224.016
"120",3,"expert-square",5,10,"E","square-[[[[[ab]a]c]a][[[ab]a]c]]","NA",761,761,1713447359608,1713447134120,225.488
"121",3,"expert-square",6,1,"F","square-b-square-f","1",0,0,1713447363847,1713447134120,229.727
"122",3,"expert-square",6,2,"F","square-[bf]-square-a","1",0,0,1713447365775,1713447134120,231.655
"123",3,"expert-square",6,3,"F","square-[[bf]a]-square-c","1",0,0,1713447367719,1713447134120,233.599
"124",3,"expert-square",6,4,"F","square-[[bf]a]-square-[bf]","1",0,0,1713447370087,1713447134120,235.967
"125",3,"expert-square",6,5,"F","square-[[[bf]a][bf]]-square-[[[bf]a]c]","1",0,0,1713447372319,1713447134120,238.199
"126",3,"expert-square",6,6,"F","square-[[[[bf]a][bf]][[[bf]a]c]]-square-[[[bf]a][bf]]","1",0,0,1713447374511,1713447134120,240.391
"127",3,"expert-square",6,7,"E","square-[[[[[bf]a][bf]][[[bf]a]c]][[[bf]a][bf]]]","NA",761,761,1713447377055,1713447134120,242.935
"128",3,"expert-square",6,8,"E","square-[[[[bf]a][bf]][[[bf]a]c]]","NA",507,1268,1713447378359,1713447134120,244.239
"129",3,"expert-square",6,9,"E","square-[[[bf]a][bf]]","NA",338,1606,1713447380583,1713447134120,246.463
"130",3,"expert-square",6,10,"E","square-[[[bf]a]c]","NA",338,1944,1713447382175,1713447134120,248.055
"131",3,"expert-square",7,1,"F","square-a-square-b","1",0,0,1713447409631,1713447134120,275.511
"132",3,"expert-square",7,2,"F","square-[ab]-square-f","1",0,0,1713447411911,1713447134120,277.791
"133",3,"expert-square",7,3,"F","square-[[ab]f]-square-e","0",0,0,1713447414447,1713447134120,280.327
"134",3,"expert-square",7,4,"F","square-[[ab]f]-square-[ab]","1",0,0,1713447416727,1713447134120,282.607
"135",3,"expert-square",7,5,"F","square-[[[ab]f][ab]]-square-[ab]","0",0,0,1713447419015,1713447134120,284.895
"136",3,"expert-square",7,6,"F","square-[[[ab]f][ab]]-square-c","1",0,0,1713447420911,1713447134120,286.791
"137",3,"expert-square",7,7,"F","square-[[[[ab]f][ab]]c]-square-[[[[ab]f][ab]]c]","1",0,0,1713447426887,1713447134120,292.767
"138",3,"expert-square",7,8,"F","square-[[[[[ab]f][ab]]c][[[[ab]f][ab]]c]]-square-[[ab]f]","1",0,0,1713447429815,1713447134120,295.695
"139",3,"expert-square",7,9,"E","square-[[[[[[ab]f][ab]]c][[[[ab]f][ab]]c]][[ab]f]]","NA",1142,1142,1713447431455,1713447134120,297.335
"140",3,"expert-square",7,10,"E","square-[[[[[ab]f][ab]]c][[[[ab]f][ab]]c]]","NA",761,1903,1713447433159,1713447134120,299.039
"141",4,"novice-square",1,1,"F","circle-a-circle-b","0",0,0,1713447255947,1713447155906,100.041
"142",4,"novice-square",1,2,"F","circle-a-circle-c","1",0,0,1713447258330,1713447155906,102.424
"143",4,"novice-square",1,3,"F","circle-[ac]-circle-d","0",0,0,1713447260779,1713447155906,104.873
"144",4,"novice-square",1,4,"F","circle-[ac]-circle-e","0",0,0,1713447262915,1713447155906,107.009
"145",4,"novice-square",1,5,"F","circle-[ac]-square-f","0",0,0,1713447266011,1713447155906,110.105
"146",4,"novice-square",1,6,"F","square-c-square-d","0",0,0,1713447269139,1713447155906,113.233
"147",4,"novice-square",1,7,"F","square-b-square-e","1",0,0,1713447272458,1713447155906,116.552
"148",4,"novice-square",1,8,"F","circle-[ac]-square-[be]","0",0,0,1713447274755,1713447155906,118.849
"149",4,"novice-square",1,9,"E","square-[be]","NA",150,150,1713447276827,1713447155906,120.921
"150",4,"novice-square",1,10,"E","circle-[ac]","NA",150,300,1713447278210,1713447155906,122.304
"151",4,"novice-square",2,1,"F","square-a-square-f","1",0,0,1713447283594,1713447155906,127.688
"152",4,"novice-square",2,2,"F","square-[af]-square-d","1",0,0,1713447287290,1713447155906,131.384
"153",4,"novice-square",2,3,"F","square-[[af]d]-square-b","1",0,0,1713447289810,1713447155906,133.904
"154",4,"novice-square",2,4,"F","square-[[[af]d]b]-square-c","1",0,0,1713447291898,1713447155906,135.992
"155",4,"novice-square",2,5,"F","square-[[[[af]d]b]c]-square-e","1",0,0,1713447297282,1713447155906,141.376
"156",4,"novice-square",2,6,"E","square-[[[[[af]d]b]c]e]","NA",761,761,1713447304754,1713447155906,148.848
"157",4,"novice-square",2,7,"E","square-[[[[[af]d]b]c]e]","NA",761,1522,1713447306218,1713447155906,150.312
"158",4,"novice-square",2,8,"E","square-[[[[[af]d]b]c]e]","NA",761,2283,1713447307674,1713447155906,151.768
"159",4,"novice-square",2,9,"E","square-[[[[[af]d]b]c]e]","NA",761,3044,1713447308914,1713447155906,153.008
"160",4,"novice-square",2,10,"E","square-[[[[[af]d]b]c]e]","NA",761,3805,1713447310482,1713447155906,154.576
"161",4,"novice-square",3,1,"F","circle-a-circle-b","0",0,0,1713447317563,1713447155906,161.657
"162",4,"novice-square",3,2,"F","square-a-square-c","0",0,0,1713447319747,1713447155906,163.841
"163",4,"novice-square",3,3,"F","square-a-square-d","1",0,0,1713447322091,1713447155906,166.185
"164",4,"novice-square",3,4,"F","square-[ad]-square-f","1",0,0,1713447324162,1713447155906,168.256
"165",4,"novice-square",3,5,"F","square-[[ad]f]-square-e","1",0,0,1713447327434,1713447155906,171.528
"166",4,"novice-square",3,6,"F","square-[[[ad]f]e]-square-c","0",0,0,1713447330171,1713447155906,174.265
"167",4,"novice-square",3,7,"F","square-[[[ad]f]e]-square-b","1",0,0,1713447333938,1713447155906,178.032
"168",4,"novice-square",3,8,"E","square-[[[[ad]f]e]b]","NA",507,507,1713447335874,1713447155906,179.968
"169",4,"novice-square",3,9,"E","square-[[[[ad]f]e]b]","NA",507,1014,1713447337146,1713447155906,181.24
"170",4,"novice-square",3,10,"E","square-[[[[ad]f]e]b]","NA",507,1521,1713447338434,1713447155906,182.528
"171",4,"novice-square",4,1,"F","circle-c-square-d","1",0,0,1713447344810,1713447155906,188.904
"172",4,"novice-square",4,2,"F","circle-a-square-b","0",0,0,1713447348155,1713447155906,192.249
"173",4,"novice-square",4,3,"F","square-[cd]-square-f","1",0,0,1713447351194,1713447155906,195.288
"174",4,"novice-square",4,4,"F","circle-b-square-[[cd]f]","0",0,0,1713447356491,1713447155906,200.585
"175",4,"novice-square",4,5,"F","circle-e-square-[[cd]f]","1",0,0,1713447358682,1713447155906,202.776
"176",4,"novice-square",4,6,"F","circle-b-square-[[[cd]f]e]","0",0,0,1713447361131,1713447155906,205.225
"177",4,"novice-square",4,7,"F","circle-a-square-[[[cd]f]e]","0",0,0,1713447362891,1713447155906,206.985
"178",4,"novice-square",4,8,"E","square-[[[cd]f]e]","NA",338,338,1713447364946,1713447155906,209.04
"179",4,"novice-square",4,9,"E","square-[[[cd]f]e]","NA",338,676,1713447366162,1713447155906,210.256
"180",4,"novice-square",4,10,"E","square-[[[cd]f]e]","NA",338,1014,1713447367890,1713447155906,211.984
"181",4,"novice-square",5,1,"F","square-c-square-d","0",0,0,1713447372267,1713447155906,216.361
"182",4,"novice-square",5,2,"F","square-a-square-b","0",0,0,1713447374387,1713447155906,218.481
"183",4,"novice-square",5,3,"F","square-e-square-f","1",0,0,1713447376186,1713447155906,220.28
"184",4,"novice-square",5,4,"F","circle-a-square-[ef]","0",0,0,1713447378315,1713447155906,222.409
"185",4,"novice-square",5,5,"F","circle-b-square-[ef]","0",0,0,1713447380995,1713447155906,225.089
"186",4,"novice-square",5,6,"F","circle-a-circle-c","0",0,0,1713447388363,1713447155906,232.457
"187",4,"novice-square",5,7,"F","square-b-square-f","1",0,0,1713447391427,1713447155906,235.521
"188",4,"novice-square",5,8,"F","square-[bf]-square-[ef]","1",0,0,1713447393194,1713447155906,237.288
"189",4,"novice-square",5,9,"E","square-[[bf][ef]]","NA",225,225,1713447395026,1713447155906,239.12
"190",4,"novice-square",5,10,"E","square-[[bf][ef]]","NA",225,450,1713447396370,1713447155906,240.464
"191",4,"novice-square",6,1,"F","square-a-square-e","0",0,0,1713447401851,1713447155906,245.945
"192",4,"novice-square",6,2,"F","square-b-square-c","1",0,0,1713447403914,1713447155906,248.008
"193",4,"novice-square",6,3,"F","square-[bc]-square-d","1",0,0,1713447405778,1713447155906,249.872
"194",4,"novice-square",6,4,"F","square-[[bc]d]-square-e","1",0,0,1713447408354,1713447155906,252.448
"195",4,"novice-square",6,5,"F","circle-f-square-[[[bc]d]e]","0",0,0,1713447410787,1713447155906,254.881
"196",4,"novice-square",6,6,"F","square-[[[bc]d]e]-square-f","0",0,0,1713447413939,1713447155906,258.033
"197",4,"novice-square",6,7,"F","square-[[[bc]d]e]-square-a","1",0,0,1713447417474,1713447155906,261.568
"198",4,"novice-square",6,8,"E","square-[[[[bc]d]e]a]","NA",507,507,1713447418970,1713447155906,263.064
"199",4,"novice-square",6,9,"E","square-[[[[bc]d]e]a]","NA",507,1014,1713447420362,1713447155906,264.456
"200",4,"novice-square",6,10,"E","square-[[[[bc]d]e]a]","NA",507,1521,1713447421610,1713447155906,265.704
"201",4,"novice-square",7,1,"F","square-b-square-c","1",0,0,1713447425362,1713447155906,269.456
"202",4,"novice-square",7,2,"F","square-[bc]-square-d","1",0,0,1713447426882,1713447155906,270.976
"203",4,"novice-square",7,3,"F","square-[[bc]d]-square-e","0",0,0,1713447428794,1713447155906,272.888
"204",4,"novice-square",7,4,"F","square-[[bc]d]-square-f","0",0,0,1713447431179,1713447155906,275.273
"205",4,"novice-square",7,5,"F","square-[[bc]d]-square-a","1",0,0,1713447434506,1713447155906,278.6
"206",4,"novice-square",7,6,"F","square-[[[bc]d]a]-square-e","1",0,0,1713447437962,1713447155906,282.056
"207",4,"novice-square",7,7,"F","square-[[[[bc]d]a]e]-square-f","1",0,0,1713447440074,1713447155906,284.168
"208",4,"novice-square",7,8,"E","square-[[[[[bc]d]a]e]f]","NA",761,761,1713447441354,1713447155906,285.448
"209",4,"novice-square",7,9,"E","square-[[[[[bc]d]a]e]f]","NA",761,1522,1713447442858,1713447155906,286.952
"210",4,"novice-square",7,10,"E","square-[[[[[bc]d]a]e]f]","NA",761,2283,1713447444578,1713447155906,288.672
"211",5,"expert-circle",1,1,"F","circle-c-circle-f","1",0,0,1713447368912,1713447315035,53.877
"212",5,"expert-circle",1,2,"F","circle-[cf]-circle-d","0",0,0,1713447371196,1713447315035,56.161
"213",5,"expert-circle",1,3,"F","circle-c-circle-e","0",0,0,1713447373782,1713447315035,58.747
"214",5,"expert-circle",1,4,"F","circle-a-circle-b","1",0,0,1713447374937,1713447315035,59.902
"215",5,"expert-circle",1,5,"F","circle-[ab]-circle-[cf]","0",0,0,1713447376235,1713447315035,61.2
"216",5,"expert-circle",1,6,"F","circle-[ab]-square-c","0",0,0,1713447381325,1713447315035,66.29
"217",5,"expert-circle",1,7,"F","circle-f-circle-f","0",0,0,1713447385670,1713447315035,70.635
"218",5,"expert-circle",1,8,"E","circle-[cf]","NA",150,150,1713447386904,1713447315035,71.869
"219",5,"expert-circle",1,9,"E","circle-[ab]","NA",150,300,1713447388313,1713447315035,73.278
"220",5,"expert-circle",1,10,"E","circle-[ab]","NA",150,450,1713447389518,1713447315035,74.483
"221",5,"expert-circle",2,1,"F","circle-b-circle-d","1",0,0,1713447394713,1713447315035,79.678
"222",5,"expert-circle",2,2,"F","circle-[bd]-circle-f","1",0,0,1713447396038,1713447315035,81.003
"223",5,"expert-circle",2,3,"F","circle-[[bd]f]-circle-a","1",0,0,1713447397665,1713447315035,82.63
"224",5,"expert-circle",2,4,"F","circle-[[[bd]f]a]-circle-[[bd]f]","1",0,0,1713447399083,1713447315035,84.048
"225",5,"expert-circle",2,5,"F","circle-[[[[bd]f]a][[bd]f]]-circle-[bd]","1",0,0,1713447402419,1713447315035,87.384
"226",5,"expert-circle",2,6,"F","circle-[[[[[bd]f]a][[bd]f]][bd]]-circle-f","1",0,0,1713447405730,1713447315035,90.695
"227",5,"expert-circle",2,7,"F","circle-[[[[[[bd]f]a][[bd]f]][bd]]f]-circle-[[[[[[bd]f]a][[bd]f]][bd]]f]","1",0,0,1713447412069,1713447315035,97.034
"228",5,"expert-circle",2,8,"E","circle-[[[[[[[bd]f]a][[bd]f]][bd]]f][[[[[[bd]f]a][[bd]f]][bd]]f]]","NA",1713,1713,1713447414034,1713447315035,98.999
"229",5,"expert-circle",2,9,"E","circle-[[[[[[[bd]f]a][[bd]f]][bd]]f][[[[[[bd]f]a][[bd]f]][bd]]f]]","NA",1713,3426,1713447416239,1713447315035,101.204
"230",5,"expert-circle",2,10,"E","circle-[[[[[[[bd]f]a][[bd]f]][bd]]f][[[[[[bd]f]a][[bd]f]][bd]]f]]","NA",1713,5139,1713447417427,1713447315035,102.392
"231",5,"expert-circle",3,1,"F","circle-b-circle-f","0",0,0,1713447421064,1713447315035,106.029
"232",5,"expert-circle",3,2,"F","square-a-square-e","0",0,0,1713447422221,1713447315035,107.186
"233",5,"expert-circle",3,3,"F","circle-c-circle-d","1",0,0,1713447424053,1713447315035,109.018
"234",5,"expert-circle",3,4,"F","circle-[cd]-circle-d","1",0,0,1713447425091,1713447315035,110.056
"235",5,"expert-circle",3,5,"F","circle-[[cd]d]-circle-[cd]","1",0,0,1713447426112,1713447315035,111.077
"236",5,"expert-circle",3,6,"F","circle-[[[cd]d][cd]]-circle-[cd]","1",0,0,1713447427229,1713447315035,112.194
"237",5,"expert-circle",3,7,"F","circle-[[[[cd]d][cd]][cd]]-circle-[[[cd]d][cd]]","0",0,0,1713447428569,1713447315035,113.534
"238",5,"expert-circle",3,8,"F","circle-[[[[cd]d][cd]][cd]]-circle-e","0",0,0,1713447431203,1713447315035,116.168
"239",5,"expert-circle",3,9,"E","circle-[[[[cd]d][cd]][cd]]","NA",507,507,1713447432661,1713447315035,117.626
"240",5,"expert-circle",3,10,"E","circle-[[[[cd]d][cd]][cd]]","NA",507,1014,1713447433600,1713447315035,118.565
"241",5,"expert-circle",4,1,"F","circle-b-circle-f","1",0,0,1713447437186,1713447315035,122.151
"242",5,"expert-circle",4,2,"F","circle-[bf]-square-b","0",0,0,1713447438720,1713447315035,123.685
