"","id","condition","task_id","knowledge","density","highCombo","step_id","action","item_selection","feedback","immediate_score","total_score","timestamp","start_time","task_sec"
"33",1,"novice-high",4,"novice","high","diamond-triangle",3,"F","circle-d-square-a","0",0,0,1716405926165,1716405728422,197.743
"34",1,"novice-high",4,"novice","high","diamond-triangle",4,"F","circle-c-diamond-e","0",0,0,1716405928761,1716405728422,200.339
"35",1,"novice-high",4,"novice","high","diamond-triangle",5,"F","circle-f-triangle-d","0",0,0,1716405931365,1716405728422,202.943
"36",1,"novice-high",4,"novice","high","diamond-triangle",6,"F","square-d-square-d","1",0,0,1716405933390,1716405728422,204.968
"37",1,"novice-high",4,"novice","high","diamond-triangle",7,"F","square-[dd]-square-d","0",0,0,1716405937151,1716405728422,208.729
"38",1,"novice-high",4,"novice","high","diamond-triangle",8,"E","square-[dd]","NA",150,150,1716405939123,1716405728422,210.701
"39",1,"novice-high",4,"novice","high","diamond-triangle",9,"E","square-[dd]","NA",150,300,1716405940991,1716405728422,212.569
"40",1,"novice-high",4,"novice","high","diamond-triangle",10,"E","square-[dd]","NA",150,450,1716405943286,1716405728422,214.864
"41",1,"novice-high",5,"novice","high","triangle-triangle",1,"F","circle-c-circle-c","1",0,0,1716405947886,1716405728422,219.464
"42",1,"novice-high",5,"novice","high","triangle-triangle",2,"F","circle-[cc]-circle-c","0",0,0,1716405950508,1716405728422,222.086
"43",1,"novice-high",5,"novice","high","triangle-triangle",3,"F","circle-[cc]-triangle-c","0",0,0,1716405954588,1716405728422,226.166
"44",1,"novice-high",5,"novice","high","triangle-triangle",4,"F","circle-[cc]-square-c","1",0,0,1716405957880,1716405728422,229.458
"45",1,"novice-high",5,"novice","high","triangle-triangle",5,"F","circle-[cc]-square-[[cc]c]","1",0,0,1716405961142,1716405728422,232.72
"46",1,"novice-high",5,"novice","high","triangle-triangle",6,"F","square-[[[cc]c][cc]]-square-[[cc]c]","0",0,0,1716405963891,1716405728422,235.469
"47",1,"novice-high",5,"novice","high","triangle-triangle",7,"E","square-[[[cc]c][cc]]","NA",338,338,1716405966481,1716405728422,238.059
"48",1,"novice-high",5,"novice","high","triangle-triangle",8,"E","square-[[[cc]c][cc]]","NA",338,676,1716405968408,1716405728422,239.986
"49",1,"novice-high",5,"novice","high","triangle-triangle",9,"E","square-[[[cc]c][cc]]","NA",338,1014,1716405970433,1716405728422,242.011
"50",1,"novice-high",5,"novice","high","triangle-triangle",10,"E","square-[[[cc]c][cc]]","NA",338,1352,1716405973061,1716405728422,244.639
"51",1,"novice-high",6,"novice","high","circle-triangle",1,"F","circle-a-circle-a","0",0,0,1716405986322,1716405728422,257.9
"52",1,"novice-high",6,"novice","high","circle-triangle",2,"F","diamond-b-triangle-b","1",0,0,1716405990200,1716405728422,261.778
"53",1,"novice-high",6,"novice","high","circle-triangle",3,"F","square-b-triangle-[bb]","0",0,0,1716405993771,1716405728422,265.349
"54",1,"novice-high",6,"novice","high","circle-triangle",4,"F","circle-c-triangle-[bb]","1",0,0,1716405996707,1716405728422,268.285
"55",1,"novice-high",6,"novice","high","circle-triangle",5,"F","diamond-f-triangle-[[bb]c]","0",0,0,1716406000305,1716405728422,271.883
"56",1,"novice-high",6,"novice","high","circle-triangle",6,"F","triangle-[[bb]c]-triangle-[bb]","0",0,0,1716406003052,1716405728422,274.63
"57",1,"novice-high",6,"novice","high","circle-triangle",7,"E","triangle-[[bb]c]","NA",225,225,1716406005280,1716405728422,276.858
"58",1,"novice-high",6,"novice","high","circle-triangle",8,"F","triangle-[[bb]c]-triangle-b","1",0,225,1716406008335,1716405728422,279.913
"59",1,"novice-high",6,"novice","high","circle-triangle",9,"E","triangle-[[[bb]c]b]","NA",338,563,1716406010504,1716405728422,282.082
"60",1,"novice-high",6,"novice","high","circle-triangle",10,"E","triangle-[[[bb]c]b]","NA",338,901,1716406012409,1716405728422,283.987
"61",1,"novice-high",7,"novice","high","triangle-square",1,"F","diamond-b-square-b","0",0,0,1716406018052,1716405728422,289.63
"62",1,"novice-high",7,"novice","high","triangle-square",2,"F","square-c-square-c","0",0,0,1716406021484,1716405728422,293.062
"63",1,"novice-high",7,"novice","high","triangle-square",3,"F","circle-c-square-f","0",0,0,1716406024587,1716405728422,296.165
"64",1,"novice-high",7,"novice","high","triangle-square",4,"F","diamond-c-triangle-d","0",0,0,1716406027463,1716405728422,299.041
"65",1,"novice-high",7,"novice","high","triangle-square",5,"F","triangle-a-triangle-a","1",0,0,1716406029623,1716405728422,301.201
"66",1,"novice-high",7,"novice","high","triangle-square",6,"F","triangle-[aa]-triangle-f","1",0,0,1716406032589,1716405728422,304.167
"67",1,"novice-high",7,"novice","high","triangle-square",7,"F","triangle-[[aa]f]-triangle-[aa]","1",0,0,1716406035510,1716405728422,307.088
"68",1,"novice-high",7,"novice","high","triangle-square",8,"F","triangle-[[[aa]f][aa]]-triangle-[[aa]f]","0",0,0,1716406041825,1716405728422,313.403
"69",1,"novice-high",7,"novice","high","triangle-square",9,"E","triangle-[[[aa]f][aa]]","NA",338,338,1716406043804,1716405728422,315.382
"70",1,"novice-high",7,"novice","high","triangle-square",10,"E","triangle-[[[aa]f][aa]]","NA",338,676,1716406045581,1716405728422,317.159
"71",2,"expert-high",1,"expert","high","diamond-triangle",1,"F","diamond-d-triangle-b","1",0,0,1716405733063,1716405638098,94.965
"72",2,"expert-high",1,"expert","high","diamond-triangle",2,"F","diamond-d-triangle-[bd]","1",0,0,1716405736153,1716405638098,98.055
"73",2,"expert-high",1,"expert","high","diamond-triangle",3,"F","diamond-e-triangle-[[bd]d]","1",0,0,1716405740592,1716405638098,102.494
"74",2,"expert-high",1,"expert","high","diamond-triangle",4,"F","triangle-[[[bd]d]e]-triangle-[[bd]d]","0",0,0,1716405743333,1716405638098,105.235
"75",2,"expert-high",1,"expert","high","diamond-triangle",5,"F","diamond-a-triangle-[[[bd]d]e]","1",0,0,1716405746585,1716405638098,108.487
"76",2,"expert-high",1,"expert","high","diamond-triangle",6,"F","diamond-e-triangle-[[[[bd]d]e]a]","1",0,0,1716405750229,1716405638098,112.131
"77",2,"expert-high",1,"expert","high","diamond-triangle",7,"F","diamond-a-triangle-[[[[bd]d]e]a]","1",0,0,1716405753827,1716405638098,115.729
"78",2,"expert-high",1,"expert","high","diamond-triangle",8,"F","diamond-f-triangle-[[[[[bd]d]e]a]e]","1",0,0,1716405757844,1716405638098,119.746
"79",2,"expert-high",1,"expert","high","diamond-triangle",9,"F","triangle-[[[[[bd]d]e]a]e]-triangle-[[[[bd]d]e]a]","0",0,0,1716405761585,1716405638098,123.487
"80",2,"expert-high",1,"expert","high","diamond-triangle",10,"E","triangle-[[[[[bd]d]e]a]e]","NA",761,761,1716405763433,1716405638098,125.335
"81",2,"expert-high",2,"expert","high","square-square",1,"F","square-c-square-f","1",0,0,1716405773623,1716405638098,135.525
"82",2,"expert-high",2,"expert","high","square-square",2,"F","square-[cf]-square-d","1",0,0,1716405776739,1716405638098,138.641
"83",2,"expert-high",2,"expert","high","square-square",3,"F","square-[[cf]d]-square-[cf]","1",0,0,1716405779240,1716405638098,141.142
"84",2,"expert-high",2,"expert","high","square-square",4,"F","square-[[[cf]d][cf]]-square-[[cf]d]","0",0,0,1716405782215,1716405638098,144.117
"85",2,"expert-high",2,"expert","high","square-square",5,"F","square-[[[cf]d][cf]]-square-[cf]","1",0,0,1716405785978,1716405638098,147.88
"86",2,"expert-high",2,"expert","high","square-square",6,"F","square-[[[[cf]d][cf]][cf]]-square-[[[cf]d][cf]]","1",0,0,1716405788486,1716405638098,150.388
"87",2,"expert-high",2,"expert","high","square-square",7,"F","square-[[[[[cf]d][cf]][cf]][[[cf]d][cf]]]-square-[[[[cf]d][cf]][cf]]","1",0,0,1716405795087,1716405638098,156.989
"88",2,"expert-high",2,"expert","high","square-square",8,"F","square-[[[[[[cf]d][cf]][cf]][[[cf]d][cf]]][[[[cf]d][cf]][cf]]]-square-[[[[[cf]d][cf]][cf]][[[cf]d][cf]]]","0",0,0,1716405798507,1716405638098,160.409
"89",2,"expert-high",2,"expert","high","square-square",9,"F","square-[[[[[[cf]d][cf]][cf]][[[cf]d][cf]]][[[[cf]d][cf]][cf]]]-square-[[[[cf]d][cf]][cf]]","1",0,0,1716405801099,1716405638098,163.001
"90",2,"expert-high",2,"expert","high","square-square",10,"E","square-[[[[[[[cf]d][cf]][cf]][[[cf]d][cf]]][[[[cf]d][cf]][cf]]][[[[cf]d][cf]][cf]]]","NA",1713,1713,1716405804606,1716405638098,166.508
"91",2,"expert-high",3,"expert","high","circle-circle",1,"F","circle-d-circle-f","0",0,0,1716405814446,1716405638098,176.348
"92",2,"expert-high",3,"expert","high","circle-circle",2,"F","circle-d-circle-e","0",0,0,1716405816575,1716405638098,178.477
"93",2,"expert-high",3,"expert","high","circle-circle",3,"F","circle-c-circle-e","1",0,0,1716405819050,1716405638098,180.952
"94",2,"expert-high",3,"expert","high","circle-circle",4,"F","circle-[ce]-circle-d","1",0,0,1716405821767,1716405638098,183.669
"95",2,"expert-high",3,"expert","high","circle-circle",5,"F","circle-[[ce]d]-circle-b","1",0,0,1716405825154,1716405638098,187.056
"96",2,"expert-high",3,"expert","high","circle-circle",6,"F","circle-[[[ce]d]b]-circle-e","1",0,0,1716405828113,1716405638098,190.015
"97",2,"expert-high",3,"expert","high","circle-circle",7,"F","circle-[[[[ce]d]b]e]-circle-[[[ce]d]b]","1",0,0,1716405830668,1716405638098,192.57
"98",2,"expert-high",3,"expert","high","circle-circle",8,"F","circle-[[[[[ce]d]b]e][[[ce]d]b]]-circle-[[[[ce]d]b]e]","1",0,0,1716405834188,1716405638098,196.09
"99",2,"expert-high",3,"expert","high","circle-circle",9,"E","circle-[[[[[[ce]d]b]e][[[ce]d]b]][[[[ce]d]b]e]]","NA",1142,1142,1716405838105,1716405638098,200.007
"100",2,"expert-high",3,"expert","high","circle-circle",10,"E","circle-[[[[[[ce]d]b]e][[[ce]d]b]][[[[ce]d]b]e]]","NA",1142,2284,1716405839971,1716405638098,201.873
"101",2,"expert-high",4,"expert","high","square-diamond",1,"F","diamond-e-square-f","1",0,0,1716405852172,1716405638098,214.074
"102",2,"expert-high",4,"expert","high","square-diamond",2,"F","diamond-a-square-[ef]","1",0,0,1716405854760,1716405638098,216.662
"103",2,"expert-high",4,"expert","high","square-diamond",3,"F","diamond-c-square-[[ef]a]","0",0,0,1716405857829,1716405638098,219.731
"104",2,"expert-high",4,"expert","high","square-diamond",4,"F","diamond-f-square-[[ef]a]","1",0,0,1716405860775,1716405638098,222.677
"105",2,"expert-high",4,"expert","high","square-diamond",5,"F","diamond-d-square-[[[ef]a]f]","1",0,0,1716405864200,1716405638098,226.102
"106",2,"expert-high",4,"expert","high","square-diamond",6,"F","diamond-b-square-[[[[ef]a]f]d]","1",0,0,1716405867963,1716405638098,229.865
"107",2,"expert-high",4,"expert","high","square-diamond",7,"F","diamond-e-square-[[[[ef]a]f]d]","1",0,0,1716405871040,1716405638098,232.942
"108",2,"expert-high",4,"expert","high","square-diamond",8,"F","square-[[[[[ef]a]f]d]b]-square-[[[[ef]a]f]d]","1",0,0,1716405876386,1716405638098,238.288
"109",2,"expert-high",4,"expert","high","square-diamond",9,"F","diamond-c-square-[[[[[[ef]a]f]d]b][[[[ef]a]f]d]]","1",0,0,1716405886026,1716405638098,247.928
"110",2,"expert-high",4,"expert","high","square-diamond",10,"E","square-[[[[[[[ef]a]f]d]b][[[[ef]a]f]d]]c]","NA",1713,1713,1716405888743,1716405638098,250.645
"111",2,"expert-high",5,"expert","high","diamond-diamond",1,"F","diamond-a-diamond-e","0",0,0,1716405895402,1716405638098,257.304
"112",2,"expert-high",5,"expert","high","diamond-diamond",2,"F","diamond-a-diamond-a","1",0,0,1716405897557,1716405638098,259.459
"113",2,"expert-high",5,"expert","high","diamond-diamond",3,"F","diamond-[aa]-diamond-e","1",0,0,1716405900896,1716405638098,262.798
"114",2,"expert-high",5,"expert","high","diamond-diamond",4,"F","diamond-[[aa]e]-diamond-c","1",0,0,1716405903318,1716405638098,265.22
"115",2,"expert-high",5,"expert","high","diamond-diamond",5,"F","diamond-[[[aa]e]c]-diamond-[[aa]e]","1",0,0,1716405905727,1716405638098,267.629
"116",2,"expert-high",5,"expert","high","diamond-diamond",6,"F","diamond-[[[[aa]e]c][[aa]e]]-diamond-[[[aa]e]c]","1",0,0,1716405908076,1716405638098,269.978
"117",2,"expert-high",5,"expert","high","diamond-diamond",7,"F","diamond-[[[[[aa]e]c][[aa]e]][[[aa]e]c]]-diamond-[[[[aa]e]c][[aa]e]]","1",0,0,1716405911617,1716405638098,273.519
"118",2,"expert-high",5,"expert","high","diamond-diamond",8,"F","diamond-[[[[[[aa]e]c][[aa]e]][[[aa]e]c]][[[[aa]e]c][[aa]e]]]-diamond-[[[[[aa]e]c][[aa]e]][[[aa]e]c]]","1",0,0,1716405915358,1716405638098,277.26
"119",2,"expert-high",5,"expert","high","diamond-diamond",9,"E","diamond-[[[[[[[aa]e]c][[aa]e]][[[aa]e]c]][[[[aa]e]c][[aa]e]]][[[[[aa]e]c][[aa]e]][[[aa]e]c]]]","NA",1713,1713,1716405919024,1716405638098,280.926
"120",2,"expert-high",5,"expert","high","diamond-diamond",10,"E","diamond-[[[[[[[aa]e]c][[aa]e]][[[aa]e]c]][[[[aa]e]c][[aa]e]]][[[[[aa]e]c][[aa]e]][[[aa]e]c]]]","NA",1713,3426,1716405921677,1716405638098,283.579
"121",2,"expert-high",6,"expert","high","square-circle",1,"F","circle-a-square-c","1",0,0,1716405928792,1716405638098,290.694
"122",2,"expert-high",6,"expert","high","square-circle",2,"F","circle-c-square-[ac]","0",0,0,1716405932253,1716405638098,294.155
"123",2,"expert-high",6,"expert","high","square-circle",3,"F","circle-b-square-[ac]","1",0,0,1716405934613,1716405638098,296.515
"124",2,"expert-high",6,"expert","high","square-circle",4,"F","circle-f-square-[[ac]b]","1",0,0,1716405937268,1716405638098,299.17
"125",2,"expert-high",6,"expert","high","square-circle",5,"F","circle-c-square-[[[ac]b]f]","1",0,0,1716405940702,1716405638098,302.604
"126",2,"expert-high",6,"expert","high","square-circle",6,"F","circle-b-square-[[[[ac]b]f]c]","0",0,0,1716405943153,1716405638098,305.055
"127",2,"expert-high",6,"expert","high","square-circle",7,"F","circle-e-square-[[[[ac]b]f]c]","1",0,0,1716405946183,1716405638098,308.085
"128",2,"expert-high",6,"expert","high","square-circle",8,"F","square-[[[[[ac]b]f]c]e]-square-[[[[ac]b]f]c]","1",0,0,1716405949739,1716405638098,311.641
"129",2,"expert-high",6,"expert","high","square-circle",9,"E","square-[[[[[[ac]b]f]c]e][[[[ac]b]f]c]]","NA",1142,1142,1716405952357,1716405638098,314.259
"130",2,"expert-high",6,"expert","high","square-circle",10,"E","square-[[[[[[ac]b]f]c]e][[[[ac]b]f]c]]","NA",1142,2284,1716405954794,1716405638098,316.696
"131",2,"expert-high",7,"expert","high","triangle-triangle",1,"F","triangle-b-triangle-d","1",0,0,1716405962198,1716405638098,324.1
"132",2,"expert-high",7,"expert","high","triangle-triangle",2,"F","triangle-[bd]-triangle-d","1",0,0,1716405964629,1716405638098,326.531
"133",2,"expert-high",7,"expert","high","triangle-triangle",3,"F","triangle-[[bd]d]-triangle-[bd]","1",0,0,1716405967382,1716405638098,329.284
"134",2,"expert-high",7,"expert","high","triangle-triangle",4,"F","triangle-[[[bd]d][bd]]-triangle-[[bd]d]","1",0,0,1716405969822,1716405638098,331.724
"135",2,"expert-high",7,"expert","high","triangle-triangle",5,"F","triangle-[[[[bd]d][bd]][[bd]d]]-triangle-[[[bd]d][bd]]","1",0,0,1716405972660,1716405638098,334.562
"136",2,"expert-high",7,"expert","high","triangle-triangle",6,"F","triangle-[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]-triangle-[[[[bd]d][bd]][[bd]d]]","0",0,0,1716405976121,1716405638098,338.023
"137",2,"expert-high",7,"expert","high","triangle-triangle",7,"F","triangle-[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]-triangle-[[[bd]d][bd]]","0",0,0,1716405979468,1716405638098,341.37
"138",2,"expert-high",7,"expert","high","triangle-triangle",8,"E","triangle-[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]","NA",761,761,1716405984411,1716405638098,346.313
"139",2,"expert-high",7,"expert","high","triangle-triangle",9,"E","triangle-[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]","NA",761,1522,1716405986468,1716405638098,348.37
"140",2,"expert-high",7,"expert","high","triangle-triangle",10,"E","triangle-[[[[[bd]d][bd]][[bd]d]][[[bd]d][bd]]]","NA",761,2283,1716405988714,1716405638098,350.616
"141",3,"novice-high",1,"novice","high","diamond-square",1,"F","diamond-a-triangle-a","0",0,0,1716405993267,1716405886788,106.479
"142",3,"novice-high",1,"novice","high","diamond-square",2,"F","square-a-triangle-a","0",0,0,1716405995646,1716405886788,108.858
"143",3,"novice-high",1,"novice","high","diamond-square",3,"F","square-f-triangle-a","1",0,0,1716406000652,1716405886788,113.864
"144",3,"novice-high",1,"novice","high","diamond-square",4,"F","circle-e-triangle-[af]","1",0,0,1716406003278,1716405886788,116.49
"145",3,"novice-high",1,"novice","high","diamond-square",5,"F","circle-c-triangle-[[af]e]","0",0,0,1716406007286,1716405886788,120.498
"146",3,"novice-high",1,"novice","high","diamond-square",6,"E","triangle-[[af]e]","NA",225,225,1716406009430,1716405886788,122.642
"147",3,"novice-high",1,"novice","high","diamond-square",7,"E","triangle-[[af]e]","NA",225,450,1716406010578,1716405886788,123.79
"148",3,"novice-high",1,"novice","high","diamond-square",8,"E","triangle-[[af]e]","NA",225,675,1716406013791,1716405886788,127.003
"149",3,"novice-high",1,"novice","high","diamond-square",9,"F","diamond-d-triangle-[[af]e]","0",0,675,1716406017987,1716405886788,131.199
"150",3,"novice-high",1,"novice","high","diamond-square",10,"E","triangle-[[af]e]","NA",225,900,1716406020002,1716405886788,133.214
"151",3,"novice-high",2,"novice","high","triangle-triangle",1,"F","square-d-triangle-a","0",0,0,1716406026890,1716405886788,140.102
"152",3,"novice-high",2,"novice","high","triangle-triangle",2,"F","circle-e-triangle-a","0",0,0,1716406029002,1716405886788,142.214
"153",3,"novice-high",2,"novice","high","triangle-triangle",3,"F","circle-c-diamond-f","0",0,0,1716406031298,1716405886788,144.51
"154",3,"novice-high",2,"novice","high","triangle-triangle",4,"F","circle-b-diamond-e","0",0,0,1716406034295,1716405886788,147.507
"155",3,"novice-high",2,"novice","high","triangle-triangle",5,"F","circle-e-square-d","1",0,0,1716406037502,1716405886788,150.714
"156",3,"novice-high",2,"novice","high","triangle-triangle",6,"F","square-[de]-triangle-e","0",0,0,1716406040986,1716405886788,154.198
"157",3,"novice-high",2,"novice","high","triangle-triangle",7,"F","circle-c-square-[de]","0",0,0,1716406042860,1716405886788,156.072
"158",3,"novice-high",2,"novice","high","triangle-triangle",8,"E","square-[de]","NA",150,150,1716406044622,1716405886788,157.834
"159",3,"novice-high",2,"novice","high","triangle-triangle",9,"E","square-[de]","NA",150,300,1716406045640,1716405886788,158.852
"160",3,"novice-high",2,"novice","high","triangle-triangle",10,"E","square-[de]","NA",150,450,1716406046936,1716405886788,160.148
"161",3,"novice-high",3,"novice","high","diamond-diamond",1,"F","diamond-e-triangle-a","1",0,0,1716406053498,1716405886788,166.71
"162",3,"novice-high",3,"novice","high","diamond-diamond",2,"F","square-f-triangle-[ae]","0",0,0,1716406055835,1716405886788,169.047
"163",3,"novice-high",3,"novice","high","diamond-diamond",3,"F","circle-c-triangle-[ae]","0",0,0,1716406058302,1716405886788,171.514
"164",3,"novice-high",3,"novice","high","diamond-diamond",4,"F","diamond-e-triangle-[ae]","0",0,0,1716406060826,1716405886788,174.038
"165",3,"novice-high",3,"novice","high","diamond-diamond",5,"F","square-c-triangle-[ae]","0",0,0,1716406062939,1716405886788,176.151
"166",3,"novice-high",3,"novice","high","diamond-diamond",6,"E","triangle-[ae]","NA",150,150,1716406065759,1716405886788,178.971
"167",3,"novice-high",3,"novice","high","diamond-diamond",7,"E","triangle-[ae]","NA",150,300,1716406067079,1716405886788,180.291
"168",3,"novice-high",3,"novice","high","diamond-diamond",8,"E","triangle-[ae]","NA",150,450,1716406068393,1716405886788,181.605
"169",3,"novice-high",3,"novice","high","diamond-diamond",9,"F","circle-f-triangle-[ae]","0",0,450,1716406072559,1716405886788,185.771
"170",3,"novice-high",3,"novice","high","diamond-diamond",10,"E","triangle-[ae]","NA",150,600,1716406074732,1716405886788,187.944
"171",3,"novice-high",4,"novice","high","triangle-square",1,"F","circle-d-triangle-b","1",0,0,1716406081364,1716405886788,194.576
"172",3,"novice-high",4,"novice","high","triangle-square",2,"F","diamond-c-triangle-[bd]","1",0,0,1716406083676,1716405886788,196.888
"173",3,"novice-high",4,"novice","high","triangle-square",3,"F","square-b-triangle-[[bd]c]","1",0,0,1716406086071,1716405886788,199.283
"174",3,"novice-high",4,"novice","high","triangle-square",4,"F","triangle-[[[bd]c]b]-triangle-[[bd]c]","0",0,0,1716406089789,1716405886788,203.001
"175",3,"novice-high",4,"novice","high","triangle-square",5,"F","triangle-[[[bd]c]b]-triangle-[bd]","0",0,0,1716406091538,1716405886788,204.75
"176",3,"novice-high",4,"novice","high","triangle-square",6,"F","circle-c-triangle-[[[bd]c]b]","0",0,0,1716406094398,1716405886788,207.61
"177",3,"novice-high",4,"novice","high","triangle-square",7,"E","triangle-[[[bd]c]b]","NA",338,338,1716406096055,1716405886788,209.267
"178",3,"novice-high",4,"novice","high","triangle-square",8,"E","triangle-[[[bd]c]b]","NA",338,676,1716406097567,1716405886788,210.779
"179",3,"novice-high",4,"novice","high","triangle-square",9,"F","triangle-[[bd]c]-triangle-[bd]","0",0,676,1716406100714,1716405886788,213.926
"180",3,"novice-high",4,"novice","high","triangle-square",10,"E","triangle-[[[bd]c]b]","NA",338,1014,1716406102794,1716405886788,216.006
"181",3,"novice-high",5,"novice","high","square-square",1,"F","circle-d-square-b","0",0,0,1716406108143,1716405886788,221.355
"182",3,"novice-high",5,"novice","high","square-square",2,"F","circle-a-square-e","0",0,0,1716406110207,1716405886788,223.419
"183",3,"novice-high",5,"novice","high","square-square",3,"F","circle-f-triangle-b","0",0,0,1716406111835,1716405886788,225.047
"184",3,"novice-high",5,"novice","high","square-square",4,"F","circle-f-diamond-e","0",0,0,1716406113971,1716405886788,227.183
"185",3,"novice-high",5,"novice","high","square-square",5,"F","triangle-a-triangle-e","0",0,0,1716406116027,1716405886788,229.239
"186",3,"novice-high",5,"novice","high","square-square",6,"F","square-d-triangle-f","0",0,0,1716406117924,1716405886788,231.136
"187",3,"novice-high",5,"novice","high","square-square",7,"F","square-e-triangle-b","1",0,0,1716406119913,1716405886788,233.125
"188",3,"novice-high",5,"novice","high","square-square",8,"F","circle-e-triangle-[be]","1",0,0,1716406122313,1716405886788,235.525
"189",3,"novice-high",5,"novice","high","square-square",9,"E","triangle-[[be]e]","NA",225,225,1716406125550,1716405886788,238.762
"190",3,"novice-high",5,"novice","high","square-square",10,"E","triangle-[[be]e]","NA",225,450,1716406126930,1716405886788,240.142
"191",3,"novice-high",6,"novice","high","circle-triangle",1,"F","square-b-triangle-e","0",0,0,1716406131255,1716405886788,244.467
"192",3,"novice-high",6,"novice","high","circle-triangle",2,"F","square-e-triangle-a","0",0,0,1716406132808,1716405886788,246.02
"193",3,"novice-high",6,"novice","high","circle-triangle",3,"F","triangle-c-triangle-f","0",0,0,1716406134839,1716405886788,248.051
